phecode1.2_code	phecode1.2_label	phecode1.2_category	hpo_code	hpo_label	hpo_child	stringMatch_hpo-phecode1.2	subStringMatch_hpo-to-phecode1.2	subStringMatch_phecode1.2-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecode1.2-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	PheMap_phecode1.2-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
561	Symptoms involving digestive system	digestive	HP_0040183	Encopresis	True							True	True	True		82.76	100.0	26.17004984584827	True	True	True	True	True	True		True	True
561	Symptoms involving digestive system	digestive	HP_0100770	Hyperperistalsis	False																True	True				True	True
561	Symptoms involving digestive system	digestive	HP_0012701	Bowel urgency	False				True	True	True	True	True	True		100.0	100.0		True	True	True	True				True	True
561	Symptoms involving digestive system	digestive	HP_0030142	Abnormal bowel sounds	False				True	True	True	True	True	True		100.0	100.0		True	True	True	True				True	True
561	Symptoms involving digestive system	digestive	HP_0030143	Hyperactive bowel sounds	True				True	True	True	True	True	True		100.0	100.0		True	True	True	True				True	True
561	Symptoms involving digestive system	digestive	HP_0030144	Hypoactive bowel sounds	True				True	True	True	True	True	True		100.0	100.0		True	True	True	True				True	True
561	Symptoms involving digestive system	digestive	HP_0030145	Lack of bowel sounds	True				True	True	True	True	True	True		100.0	100.0		True	True	True	True				True	True
561	Symptoms involving digestive system	digestive	HP_0033589	Flatulence	False							True	True	True			100.0				True	True		True		True	True
561.1	Diarrhea	digestive	HP_0002014	Diarrhea	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0002028	Chronic diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0002041	Intractable diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0002249	Melena	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0002254	Intermittent diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0002573	Hematochezia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0004385	Protracted diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0005208	Secretory diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0011024	Abnormality of the gastrointestinal tract	False																True	True				True	True
561.1	Diarrhea	digestive	HP_0025085	Bloody diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0025086	Bloody mucoid diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0033310	Osmotic diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0033343	Mucoid diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
564	Functional digestive disorders	digestive	HP_0011024	Abnormality of the gastrointestinal tract	False														True	True	True	True				True	True
564	Functional digestive disorders	digestive	HP_0002251	Aganglionic megacolon	False											100.0	100.0	39.96020474218589		True	True	True	True	True		True	True
564	Functional digestive disorders	digestive	HP_0011284	Short-segment aganglionic megacolon	True											100.0	100.0	39.96020474218589		True	True	True	True	True		True	True
564	Functional digestive disorders	digestive	HP_0011285	Long-segment aganglionic megacolon	True											100.0	100.0	39.96020474218589		True	True	True	True	True		True	True
564	Functional digestive disorders	digestive	HP_0011286	Total colonic aganglionosis	True											100.0	100.0	39.96020474218589		True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0001871	Abnormality of blood and blood-forming tissues	False														True	True						True	True
286	Coagulation defects	hematopoietic	HP_0001928	Abnormality of coagulation	False											80.0	80.0		True	True	True	True				True	True
286	Coagulation defects	hematopoietic	HP_0001929	Reduced factor XI activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0001976	Reduced antithrombin III activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0003010	Prolonged bleeding time	True															True	True	True				True	True
286	Coagulation defects	hematopoietic	HP_0003125	Reduced factor VIII activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0003225	Reduced coagulation factor V activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0003256	Abnormality of the coagulation cascade	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0003337	Reduced prothrombin consumption	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0003645	Prolonged partial thromboplastin time	True											80.0	80.0		True	True	True	True				True	True
286	Coagulation defects	hematopoietic	HP_0004841	Reduced factor XII activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0004855	Reduced protein S activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0005520	Chronic disseminated intravascular coagulation	True														True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0005521	Disseminated intravascular coagulation	False														True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0005527	Reduced kininogen activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0005542	Prolonged whole-blood clotting time	True											80.0	80.0		True	True	True	True				True	True
286	Coagulation defects	hematopoietic	HP_0005543	Reduced protein C activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0008151	Prolonged prothrombin time	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0008169	Reduced factor VII activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0008321	Reduced factor X activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0008330	Reduced von Willebrand factor activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0008354	Factor X activation deficiency	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0008357	Reduced factor XIII activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0010988	Abnormality of the extrinsic pathway	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0010989	Abnormality of the intrinsic pathway	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0010990	Abnormality of the common coagulation pathway	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0011858	Reduced factor IX activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0011871	Impaired ristocetin-induced platelet aggregation	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0011880	Acute disseminated intravascular coagulation	True														True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0011898	Abnormality of circulating fibrinogen	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0011899	Hyperfibrinogenemia	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0011900	Hypofibrinogenemia	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0011901	Dysfibrinogenemia	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0011996	Elevated coagulation factor V activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0012146	Abnormality of von Willebrand factor	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0012147	Reduced quantity of Von Willebrand factor	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0012175	Resistance to activated protein C	True							True	True	True		80.0	100.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0012200	Abnormality of prothrombin	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0020193	Prolonged reptilase time	True											80.0	80.0		True	True	True	True				True	True
286	Coagulation defects	hematopoietic	HP_0030129	Impaired ristocetin cofactor assay activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0030130	Impaired von Willibrand factor collagen binding activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0030131	Abnormal von Willebrand factor multimer distribution	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0030132	Absence of large von Willibrand factor multimers	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0030133	Abnormal presence of ultra-large von Willebrand factor multimers	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0030134	Total absence von Willebrand factor multimers	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0030135	Absence of intermediate von Willibrand factor multimers	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0030136	Enhanced ristocetin cofactor assay activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0030780	Abnormality of the protein C anticoagulant pathway	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0030976	Abnormal factor VIII activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0030977	Increased factor VIII activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0031899	Abnormal coagulation factor V activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0032198	Decreased prothrombin time	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0032199	Abnormal prothrombin time	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0033061	Increased factor IX activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0033062	Abnormal factor IX activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0033106	Elevated circulating D-dimer concentration	True											80.0	80.0		True	True	True	True				True	True
286	Coagulation defects	hematopoietic	HP_0040224	Abnormality of fibrinolysis	True											80.0	80.0		True	True	True	True				True	True
286	Coagulation defects	hematopoietic	HP_0040225	Decrease in high molecular weight von Willebrand factor Multimers	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0040226	Decreased level of heparin co-factor II	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0040227	Decreased level of histidine-rich glycoprotein	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0040228	Decreased level of plasminogen	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0040229	Decreased level of thrombomodulin	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0040230	Decreased level of tissue plasminogen activator	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0040233	Factor XIII subunit A deficiency	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0040234	Factor XIII subunit B deficiency	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0040236	Hyperfibrinolysis	True											80.0	80.0		True	True	True	True				True	True
286	Coagulation defects	hematopoietic	HP_0040237	Impaired binding of factor VIII to VWF	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0040239	Increased plasma vitamin K epoxide after vitamin K supplementation	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0040240	Increased ratio of VWF propeptide to VWF antigen	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0040243	Prolonged euglobulin clot lysis time	True											80.0	80.0		True	True	True	True				True	True
286	Coagulation defects	hematopoietic	HP_0040244	Prolonged Russell's viper venom time	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0040245	Reduced alpha-2-antiplasmin activity	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0040246	Reduced antithrombin antigen	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0040247	Reduced euglobulin clot lysis time	True											80.0	80.0		True	True	True	True				True	True
286	Coagulation defects	hematopoietic	HP_0040248	Reduced plasminogen activator inhibitor 1 activity	True											80.0	80.0		True	True	True	True				True	True
286	Coagulation defects	hematopoietic	HP_0040249	Reduced plasminogen activator inhibitor 1 antigen	True											80.0	80.0		True	True	True	True				True	True
286	Coagulation defects	hematopoietic	HP_0040250	Reduced prothrombin antigen	True											80.0	80.0		True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0100724	Hypercoagulability	True								True			80.0	100.0		True	True	True	True	True	True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0001871	Abnormality of blood and blood-forming tissues	False														True	True						True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0001928	Abnormality of coagulation	False																True	True				True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0001929	Reduced factor XI activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0001976	Reduced antithrombin III activity	True													29.20381929800661			True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0003125	Reduced factor VIII activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0003225	Reduced coagulation factor V activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0003256	Abnormality of the coagulation cascade	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0003337	Reduced prothrombin consumption	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0003645	Prolonged partial thromboplastin time	True																True	True				True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0004841	Reduced factor XII activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0004855	Reduced protein S activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0005527	Reduced kininogen activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0005542	Prolonged whole-blood clotting time	True																True	True				True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0005543	Reduced protein C activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0008151	Prolonged prothrombin time	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0008169	Reduced factor VII activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0008321	Reduced factor X activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0008330	Reduced von Willebrand factor activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0008354	Factor X activation deficiency	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0008357	Reduced factor XIII activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0010988	Abnormality of the extrinsic pathway	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0010989	Abnormality of the intrinsic pathway	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0010990	Abnormality of the common coagulation pathway	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0011858	Reduced factor IX activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0011871	Impaired ristocetin-induced platelet aggregation	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0011898	Abnormality of circulating fibrinogen	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0011899	Hyperfibrinogenemia	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0011900	Hypofibrinogenemia	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0011901	Dysfibrinogenemia	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0011996	Elevated coagulation factor V activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0012146	Abnormality of von Willebrand factor	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0012147	Reduced quantity of Von Willebrand factor	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0012175	Resistance to activated protein C	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0012200	Abnormality of prothrombin	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0020193	Prolonged reptilase time	True																True	True				True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0030129	Impaired ristocetin cofactor assay activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0030130	Impaired von Willibrand factor collagen binding activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0030131	Abnormal von Willebrand factor multimer distribution	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0030132	Absence of large von Willibrand factor multimers	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0030133	Abnormal presence of ultra-large von Willebrand factor multimers	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0030134	Total absence von Willebrand factor multimers	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0030135	Absence of intermediate von Willibrand factor multimers	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0030136	Enhanced ristocetin cofactor assay activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0030780	Abnormality of the protein C anticoagulant pathway	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0030976	Abnormal factor VIII activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0030977	Increased factor VIII activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0031899	Abnormal coagulation factor V activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0032198	Decreased prothrombin time	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0032199	Abnormal prothrombin time	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0033061	Increased factor IX activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0033062	Abnormal factor IX activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0033106	Elevated circulating D-dimer concentration	True																True	True				True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040224	Abnormality of fibrinolysis	True																True	True				True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040225	Decrease in high molecular weight von Willebrand factor Multimers	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040226	Decreased level of heparin co-factor II	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040227	Decreased level of histidine-rich glycoprotein	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040228	Decreased level of plasminogen	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040229	Decreased level of thrombomodulin	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040230	Decreased level of tissue plasminogen activator	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040233	Factor XIII subunit A deficiency	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040234	Factor XIII subunit B deficiency	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040236	Hyperfibrinolysis	True																True	True				True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040237	Impaired binding of factor VIII to VWF	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040239	Increased plasma vitamin K epoxide after vitamin K supplementation	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040240	Increased ratio of VWF propeptide to VWF antigen	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040243	Prolonged euglobulin clot lysis time	True																True	True				True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040244	Prolonged Russell's viper venom time	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040245	Reduced alpha-2-antiplasmin activity	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040246	Reduced antithrombin antigen	True																True	True		True		True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040247	Reduced euglobulin clot lysis time	True																True	True				True	True
286.7	Other and unspecified coagulation defects	hematopoietic	HP_0040248	Reduced plasminogen activator inhibitor 1 activity	True																True	True				True	True
