phecodeX_code	phecodeX_label	phecodeX_category	hpo_code	hpo_label	stringMatch_hpo-phecodeX	subStringMatch_hpo-to-phecodeX	subStringMatch_phecodeX-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeX-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
102.51	Malignant neoplasm of the heart	Neoplasms	HP_0100544	Neoplasm of the heart		True																	True	True	True
102.54	Malignant neoplasm of the thymus	Neoplasms	HP_0100521	Neoplasm of the thymus		True								81.08	81.08	81.08							True	True	True
103.21	Basal cell carcinoma	Neoplasms	HP_0002671	Basal cell carcinoma	True	True	True					True		100.0	82.35	89.36							True	True	True
103.22	Squamous cell carcinoma of the skin	Neoplasms	HP_0006739	Squamous cell carcinoma of the skin	True	True	True					True	True	100.0	93.33	100.0							True	True	True
104.5	Gastrointestinal stromal tumor*	Neoplasms	HP_0100723	Gastrointestinal stroma tumor	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
104.6	Kaposi's sarcoma	Neoplasms	HP_0100726	Kaposi's sarcoma	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
105	Malignant neoplasm of the breast	Neoplasms	HP_0100013	Neoplasm of the breast		True								82.05	80.0	82.05							True	True	True
106.11	Malignant neoplasm of the vulva	Neoplasms	HP_0030416	Vulvar neoplasm		True								81.08		81.08							True	True	True
106.3	Malignant neoplasm of the ovary	Neoplasms	HP_0100615	Ovarian neoplasm		True								81.08	81.08	81.08	True	True	True	True			True	True	True
107.1	Malignant neoplasm of the penis	Neoplasms	HP_0100850	Neoplasm of the penis		True																	True	True	True
107.32	Malignant neoplasm of the scrotum	Neoplasms	HP_0100849	Neoplasm of the scrotum		True								82.93	82.93	82.93							True	True	True
110.3	Malignant neoplasm of the parathyroid gland	Neoplasms	HP_0100733	Neoplasm of the parathyroid gland		True								88.52	88.52	88.52							True	True	True
114.4	Carcinoid tumors	Neoplasms	HP_0100570	Carcinoid tumor										100.0		82.05			True	True	True	True	True	True	True
114.41	Intestinal carcinoid	Neoplasms	HP_0006723	Intestinal carcinoid	True	True	True							100.0									True	True	True
114.5	Paraganglioma	Neoplasms	HP_0002886	Vagal paraganglioma			True																True	True	True
114.5	Paraganglioma	Neoplasms	HP_0002668	Paraganglioma	True	True	True							100.0							True	True	True	True	True
121	Leukemia	Neoplasms	HP_0001909	Leukemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
121.1	Acute leukemia	Neoplasms	HP_0002488	Acute leukemia	True	True	True							100.0			True	True	True	True			True	True	True
121.11	Acute lymphoid leukemia	Neoplasms	HP_0006721	Acute lymphoblastic leukemia	True	True	True		True	True		True		100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
121.11	Acute lymphoid leukemia	Neoplasms	HP_0005526	Lymphoid leukemia		True			True														True	True	True
121.12	Acute myeloid leukemia	Neoplasms	HP_0012324	Myeloid leukemia		True			True														True	True	True
121.12	Acute myeloid leukemia	Neoplasms	HP_0004808	Acute myeloid leukemia	True	True	True		True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
121.2	Chronic leukemia	Neoplasms	HP_0005558	Chronic leukemia	True	True	True							100.0			True	True	True	True			True	True	True
121.21	Chronic lymphoid leukemia	Neoplasms	HP_0005526	Lymphoid leukemia		True			True					81.82	81.82					True			True	True	True
121.22	Chronic myloid leukemia	Neoplasms	HP_0005558	Chronic leukemia		True																	True	True	True
121.23	Chronic myelomonocytic (monocytic) leukemia	Neoplasms	HP_0012325	Chronic myelomonocytic leukemia		True					True	True	True	88.24	90.91	100.0			True	True			True	True	True
122	Lymphoma	Neoplasms	HP_0002665	Lymphoma	True	True	True							100.0				True	True	True		True	True	True	True
122.1	Hodgkin lymphoma	Neoplasms	HP_0012189	Hodgkin lymphoma	True	True	True				True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
122.2	Non-Hodgkin lymphoma	Neoplasms	HP_0012539	Non-Hodgkin lymphoma	True	True	True				True	True	True	100.0		100.0		True	True	True		True	True	True	True
122.21	Follicular lymphoma	Neoplasms	HP_0033125	Follicular lymphoma	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True	True	True	True	True
122.23	Burkitt lymphoma	Neoplasms	HP_0030080	Burkitt lymphoma	True	True	True				True	True	True	100.0	85.0	100.0	True	True	True	True	True	True	True	True	True
122.24	T-cell lymphoma	Neoplasms	HP_0012190	T-cell lymphoma	True	True	True							100.0									True	True	True
122.25	Anaplastic large cell lymphoma	Neoplasms	HP_0012193	Anaplastic large-cell lymphoma										100.0	100.0	87.5	True	True	True	True	True	True	True	True	True
123.1	Multiple myeloma	Neoplasms	HP_0006775	Multiple myeloma	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
124	Myeloproliferative disorder	Neoplasms	HP_0005547	Myeloproliferative disorder	True	True	True							100.0					True	True	True	True	True	True	True
124	Myeloproliferative disorder	Neoplasms	HP_0005534	Transient myeloproliferative syndrome			True																True	True	True
124.3	Polycythemia vera	Neoplasms	HP_0001901	Polycythemia		True			True			True		83.87	83.87	83.87							True	True	True
124.6	Myelodysplastic syndrome	Neoplasms	HP_0002863	Myelodysplasia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
124.8	Myelofibrosis	Neoplasms	HP_0011974	Myelofibrosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
125.1	Cutaneous mastocytosis*	Neoplasms	HP_0200151	Cutaneous mastocytosis	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
135	Benign neoplasm of the head and neck	Neoplasms	HP_0012288	Neoplasm of head and neck		True								84.44									True	True	True
135.1	Benign neoplasm of the oral cavity	Neoplasms	HP_0100649	Neoplasm of the oral cavity		True								85.71									True	True	True
135.11	Benign neoplasm of the lip	Neoplasms	HP_0100604	Neoplasm of the lip		True																	True	True	True
135.12	Benign neoplasm of the tongue	Neoplasms	HP_0100648	Neoplasm of the tongue		True																	True	True	True
135.3	Benign neoplasm of the nasopharynx	Neoplasms	HP_0100630	Neoplasia of the nasopharynx		True								85.71	85.71	85.71							True	True	True
136.3	Benign neoplasm of the small intestine	Neoplasms	HP_0100833	Neoplasm of the small intestine		True								87.27		80.0							True	True	True
136.41	Benign neoplasm of the colon	Neoplasms	HP_0100273	Neoplasm of the colon		True																	True	True	True
136.61	Benign neoplasm of the liver*	Neoplasms	HP_0002896	Neoplasm of the liver		True																	True	True	True
136.8	Benign neoplasm of the pancreas	Neoplasms	HP_0002894	Neoplasm of the pancreas		True								82.93		82.93							True	True	True
137.3	Benign neoplasm of the trachea	Neoplasms	HP_0100551	Neoplasm of the trachea		True								82.93	82.93	82.93							True	True	True
137.51	Benign neoplasm of the heart	Neoplasms	HP_0100544	Neoplasm of the heart		True																	True	True	True
137.54	Benign neoplasm of the thymus	Neoplasms	HP_0100521	Neoplasm of the thymus		True																	True	True	True
138	Benign neoplasm of the skin	Neoplasms	HP_0008069	Neoplasm of the skin		True																	True	True	True
138.2	Melanocytic nevi*	Neoplasms	HP_0000995	Melanocytic nevus	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
139.5	Lipoma	Neoplasms	HP_0012032	Lipoma	True	True	True	True	True	True				100.0	100.0		True	True	True	True	True	True	True	True	True
139.61	Hemangioma	Neoplasms	HP_0001028	Hemangioma	True	True	True				True	True	True	100.0	81.48	100.0	True	True	True	True		True	True	True	True
139.62	Lymphangioma	Neoplasms	HP_0100764	Lymphangioma	True	True	True							100.0	83.87	83.87	True	True	True	True			True	True	True
140	Benign neoplasm of the breast	Neoplasms	HP_0100013	Neoplasm of the breast		True								82.05	82.05	82.05							True	True	True
146.1	Benign neoplasm of the penis	Neoplasms	HP_0100850	Neoplasm of the penis		True																	True	True	True
146.32	Benign neoplasm of the scrotum	Neoplasms	HP_0100849	Neoplasm of the scrotum		True								82.93	82.93	82.93							True	True	True
149.3	Benign neoplasm of the parathyroid gland	Neoplasms	HP_0100733	Neoplasm of the parathyroid gland		True								88.52	88.52	88.52							True	True	True
158	Neurofibromatosis	Neoplasms	HP_0001067	Neurofibromas	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
158.1	Neurofibromatosis, type 1	Neoplasms	HP_0001067	Neurofibromas		True						True		82.93		82.93		True		True			True	True	True
158.2	Neurofibromatosis, type 2	Neoplasms	HP_0001067	Neurofibromas		True						True		82.93		82.93		True		True			True	True	True
160.1	Iron deficiency anemia	Blood	HP_0001891	Iron deficiency anemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
160.2	Megaloblastic anemia	Blood	HP_0001889	Megaloblastic anemia	True	True	True							100.0					True	True		True	True	True	True
161	Hemolytic anemias	Blood	HP_0001878	Hemolytic anemia										100.0	81.08	81.08			True	True	True	True	True	True	True
161.22	Hemolytic-uremic syndrome	Blood	HP_0005575	Hemolytic-uremic syndrome	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
162	Aplastic anemia	Blood	HP_0001915	Aplastic anemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
162.6	Sideroblastic anemia	Blood	HP_0001924	Sideroblastic anemia	True	True	True	True	True	True				100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
162.7	Congenital dyserythropoietic anemia*	Blood	HP_0004810	Congenital hypoplastic anemia	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
162.7	Congenital dyserythropoietic anemia*	Blood	HP_0010972	Anemia of inadequate production		True						True											True	True	True
162.8	Pancytopenia	Blood	HP_0001876	Pancytopenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
164	Anemia	Blood	HP_0001903	Anemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
164.1	Microcytic anemia	Blood	HP_0001935	Microcytic anemia	True	True	True							100.0								True	True	True	True
164.2	Macrocytic anemia	Blood	HP_0001972	Macrocytic anemia	True	True	True							100.0								True	True	True	True
164.61	Anemia in chronic kidney disease	Blood	HP_0012622	Chronic kidney disease		True			True			True		86.27	86.27	86.27							True	True	True
165.4	Methemoglobinemia	Blood	HP_0012119	Methemoglobinemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
168.211	Activated protein C resistance*	Blood	HP_0012175	Resistance to activated protein C	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
168.213	Lupus anticoagulant syndrome*	Blood	HP_0025343	Lupus anticoagulant		True						True		80.0		80.0							True	True	True
169.1	Thrombocytopenia	Blood	HP_0001873	Thrombocytopenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
169.1	Thrombocytopenia	Blood	HP_0001973	Autoimmune thrombocytopenia			True			True			True		80.77	80.77	True	True	True	True	True	True	True	True	True
169.15	Heparin-induced thrombocytopenia [HIT]	Blood	HP_0011874	Heparin-induced thrombocytopenia		True			True					93.94	93.94	93.94	True	True	True	True	True		True	True	True
170.1	Neutropenia	Blood	HP_0001875	Neutropenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True	True	True	True	True	True
170.11	Congenital agranulocytosis	Blood	HP_0005541	Congenital agranulocytosis	True	True	True				True	True	True	100.0		100.0							True	True	True
170.14	Cyclic neutropenia	Blood	HP_0040289	Cyclic neutropenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
170.19	Neutropenia NOS	Blood	HP_0001875	Neutropenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True			True	True	True
170.2	Lymphocytopenia	Blood	HP_0001888	Lymphopenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
170.2	Lymphocytopenia	Blood	HP_0005403	T lymphocytopenia			True			True			True										True	True	True
170.2	Lymphocytopenia	Blood	HP_0010976	B lymphocytopenia			True			True			True										True	True	True
171.3	Plasmacytosis	Blood	HP_0030150	Plasmacytosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0					True		True	True	True
171.5	Basophilia	Blood	HP_0031807	Increased basophil count	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True			True	True	True
171.7	Eosinophilia	Blood	HP_0001880	Eosinophilia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
171.7	Eosinophilia	Blood	HP_0032064	Gastrointestinal eosinophilia			True			True			True										True	True	True
174.2	Splenomegaly	Blood	HP_0001744	Splenomegaly	True	True	True	True	True	True				100.0	100.0		True	True	True	True	True	True	True	True	True
174.21	Hypersplenism	Blood	HP_0001971	Hypersplenism	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
174.6	Cyst of spleen*	Blood	HP_0030423	Splenic cyst										100.0		100.0			True	True			True	True	True
175	Polycythemias	Blood	HP_0001901	Polycythemia					True			True		100.0	83.87	83.87			True	True	True	True	True	True	True
177	Abnormality of the lymph nodes	Blood	HP_0002733	Abnormality of the lymph nodes	True	True	True							100.0									True	True	True
177.1	Lymphadenitis	Blood	HP_0002840	Lymphadenitis	True	True	True		True			True		100.0	80.0	80.0			True	True	True	True	True	True	True
177.13	Acute lymphadenitis	Blood	HP_0002840	Lymphadenitis		True			True			True		80.0	80.0	80.0					True	True	True	True	True
177.4	Lymphedema	Blood	HP_0001004	Lymphedema	True	True	True							100.0	100.0						True	True	True	True	True
179	Immunodeficiencies	Blood	HP_0002721	Immunodeficiency							True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
179.1	Hypogammaglobulinemia NOS	Blood	HP_0004313	Decreased circulating antibody level	True	True	True	True	True	True				100.0	100.0	81.48	True	True	True	True	True	True	True	True	True
179.9	Immunodeficiency NOS	Blood	HP_0002721	Immunodeficiency	True	True	True				True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
180.3	Paraproteinemias	Blood	HP_0031047	Paraproteinemia										100.0	100.0						True	True	True	True	True
180.4	Cryoglobulinemia*	Blood	HP_0100778	Cryoglobulinemia	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
181	Autoimmune disease	Blood	HP_0002960	Autoimmunity	True	True	True							100.0					True	True	True		True	True	True
200.1	Hypothyroidism	Endo	HP_0008223	Compensated hypothyroidism			True						True								True	True	True	True	True
200.1	Hypothyroidism	Endo	HP_0000821	Hypothyroidism	True	True	True				True	True	True	100.0	80.0	100.0	True	True	True	True	True	True	True	True	True
200.2	Goiter	Endo	HP_0000853	Goiter	True	True	True	True	True	True				100.0	100.0		True	True	True	True	True		True	True	True
200.23	Multinodular goiter	Endo	HP_0005987	Multinodular goiter	True	True	True		True			True		100.0	86.96	85.11							True	True	True
200.24	Ectopic thyroid nodule	Endo	HP_0100028	Ectopic thyroid		True																	True	True	True
200.4	Thyroiditis	Endo	HP_0100646	Thyroiditis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
200.41	Hashimoto thyroiditis [Chronic lymphocytic thyroiditis]	Endo	HP_0000872	Hashimoto thyroiditis				True	True	True				100.0	100.0		True	True	True	True	True	True	True	True	True
200.9	Abnormal thyroid function studies	Endo	HP_0002926	Abnormality of thyroid physiology		True								88.89									True	True	True
202	Diabetes mellitus	Endo	HP_0100651	Type I diabetes mellitus			True			True						95.24			True	True	True	True	True	True	True
202	Diabetes mellitus	Endo	HP_0005978	Type II diabetes mellitus			True			True									True	True	True	True	True	True	True
202	Diabetes mellitus	Endo	HP_0000819	Diabetes mellitus	True	True	True	True	True	True		True		100.0	100.0	81.08	True	True	True	True	True	True	True	True	True
202.1	Type 1 diabetes	Endo	HP_0100651	Type I diabetes mellitus	True	True	True							100.0		95.24			True	True	True	True	True	True	True
202.2	Type 2 diabetes	Endo	HP_0005978	Type II diabetes mellitus	True	True	True							100.0					True	True	True	True	True	True	True
204.1	Impaired fasting glucose	Endo	HP_0025691	Impaired fasting glucose	True	True	True	True	True	True	True	True	True								True		True	True	True
204.2	Impaired glucose tolerance (oral)	Endo	HP_0040270	Impaired glucose tolerance		True			True			True		88.89	80.0	88.89							True	True	True
205	Hypoglycemia	Endo	HP_0001943	Hypoglycemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
208.1	Hypoparathyroidism	Endo	HP_0000829	Hypoparathyroidism	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
208.2	Hyperparathyroidism	Endo	HP_0011770	Tertiary hyperparathyroidism			True			True			True						True	True	True		True	True	True
208.2	Hyperparathyroidism	Endo	HP_0008200	Primary hyperparathyroidism			True	True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True	True	True	True
208.2	Hyperparathyroidism	Endo	HP_0000843	Hyperparathyroidism	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
208.21	Primary hyperparathyroidism	Endo	HP_0008200	Primary hyperparathyroidism	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
208.21	Primary hyperparathyroidism	Endo	HP_0000843	Hyperparathyroidism		True			True			True											True	True	True
208.22	Secondary hyperparathyroidism	Endo	HP_0000867	Secondary hyperparathyroidism	True	True	True		True					100.0	84.38	80.6					True	True	True	True	True
209.12	Syndrome of inappropriate secretion of antidiuretic hormone	Endo	HP_0031218	Inappropriate antidiuretic hormone secretion		True						True		90.0		90.0			True	True			True	True	True
209.13	Hyperprolactinemia*	Endo	HP_0000870	Increased circulating prolactin concentration	True	True	True				True	True	True	100.0		100.0						True	True	True	True
209.2	Hypopituitarism	Endo	HP_0040075	Hypopituitarism	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
209.21	Diabetes insipidus	Endo	HP_0000863	Central diabetes insipidus			True			True			True								True	True	True	True	True
209.21	Diabetes insipidus	Endo	HP_0000873	Diabetes insipidus	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
209.22	Hypopituitarism NOS	Endo	HP_0040075	Hypopituitarism	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
210	Cushing's syndrome	Endo	HP_0003118	Increased circulating cortisol level										100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
211.12	Secondary hyperaldosteronism	Endo	HP_0011741	Secondary hyperaldosteronism	True	True	True				True	True	True	100.0	85.11	100.0			True	True			True	True	True
211.2	Adrenocortical insufficiency	Endo	HP_0008207	Primary adrenal insufficiency	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True	True	True	True	True
211.21	Primary adrenocortical insufficiency	Endo	HP_0008207	Primary adrenal insufficiency		True						True		86.79		86.79			True	True		True	True	True	True
211.22	Drug-induced adrenocortical insufficiency*	Endo	HP_0008207	Primary adrenal insufficiency		True						True											True	True	True
214.1	Primary ovarian failure	Endo	HP_0001587	obsolete Primary ovarian failure			True						True	85.19		85.19							True	True	True
214.11	Premature menopause	Endo	HP_0008209	Premature ovarian insufficiency	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
217.1	Delayed puberty	Endo	HP_0000823	Delayed puberty	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
217.2	Precocious puberty	Endo	HP_0000826	Precocious puberty	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
217.2	Precocious puberty	Endo	HP_0008185	Precocious puberty in males			True						True										True	True	True
230.3	Anorexia	Metab	HP_0002039	Anorexia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
230.4	Cachexia	Metab	HP_0004326	Cachexia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
230.5	Early satiety	Metab	HP_0033842	Early satiety	True	True	True	True	True	True	True	True	True				True	True	True	True			True	True	True
230.7	Adult failure to thrive	Metab	HP_0001508	Failure to thrive		True			True			True		82.35	82.35	82.35					True		True	True	True
232	Vitamin deficiencies	Metab	HP_0004905	Low levels of vitamin A				True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
232.1	Vitamin A deficiency	Metab	HP_0004905	Low levels of vitamin A	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
232.21	Thiamine deficiency [Vitamin B1]	Metab	HP_0100503	Low levels of vitamin B1		True								81.82				True	True	True			True	True	True
232.23	Niacin deficiency [Vitamin B3]	Metab	HP_0100497	Vitamin B3 deficiency		True								83.72					True	True			True	True	True
232.27	Vitamin B12 deficiency	Metab	HP_0100502	Vitamin B12 deficiency	True	True	True					True		100.0	84.44	84.44							True	True	True
232.29	Folate deficiency [Vitamin B9]	Metab	HP_0100507	Reduced blood folate concentration		True						True		87.27								True	True	True	True
232.4	Vitamin D deficiency	Metab	HP_0100512	Low levels of vitamin D	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
232.5	Vitamin E deficiency*	Metab	HP_0100513	Low levels of vitamin E	True	True	True					True		100.0		100.0			True	True		True	True	True	True
236.1	Obesity	Metab	HP_0001513	Obesity	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
239	Hyperlipidemia	Metab	HP_0003077	Hyperlipidemia	True	True	True		True		True	True	True	100.0	88.24	100.0			True	True	True		True	True	True
239.1	Hypercholesterolemia	Metab	HP_0003124	Hypercholesterolemia	True	True	True		True			True		100.0	89.36	89.36					True	True	True	True	True
239.11	Pure hypercholesterolemia	Metab	HP_0003124	Hypercholesterolemia		True			True			True		89.36	89.36	89.36					True	True	True	True	True
239.12	Familial hypercholesterolemia*	Metab	HP_0003124	Hypercholesterolemia		True						True		85.71		85.71							True	True	True
239.3	Mixed hyperlipidemia	Metab	HP_0003077	Hyperlipidemia		True			True			True		88.24	88.24	88.24							True	True	True
239.4	Hyperchylomicronemia	Metab	HP_0012238	Increased circulating chylomicron concentration	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0							True	True	True
240.11	Hyperphenylalaninemias	Metab	HP_0004923	Hyperphenylalaninemia										100.0		100.0					True	True	True	True	True
240.121	Tyrosinemia*	Metab	HP_0003231	Hypertyrosinemia	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
240.13	Albinism*	Metab	HP_0001022	Albinism	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
240.131	Ocular albinism*	Metab	HP_0001107	Ocular albinism	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
240.141	Histidinemia*	Metab	HP_0010906	Hyperhistidinemia	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
240.23	3-methylglutaconic aciduria*	Metab	HP_0003535	3-Methylglutaconic aciduria	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
