phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_category	hpo_code	hpo_label	stringMatch_hpo-phecodeXupdated	subStringMatch_hpo-to-phecodeXupdated	subStringMatch_phecodeXupdated-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeXupdated-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
BI_169.1	Thrombocytopenia	Blood/Immune	HP_0001873	Thrombocytopenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_169.1	Thrombocytopenia	Blood/Immune	HP_0001973	Autoimmune thrombocytopenia			True			True			True										True	True	True
BI_169.15	Heparin-induced thrombocytopenia [HIT]	Blood/Immune	HP_0011874	Heparin-induced thrombocytopenia		True			True					93.94	93.94	93.94	True	True	True	True	True		True	True	True
BI_170.1	Neutropenia	Blood/Immune	HP_0001875	Neutropenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True	True	True	True	True	True
BI_170.14	Cyclic neutropenia	Blood/Immune	HP_0040289	Cyclic neutropenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0010976	B lymphocytopenia			True			True			True										True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0001888	Lymphopenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0005403	T lymphocytopenia			True			True			True										True	True	True
BI_171.3	Plasmacytosis	Blood/Immune	HP_0030150	Plasmacytosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0					True		True	True	True
BI_171.5	Basophilia	Blood/Immune	HP_0031807	Increased basophil count	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True			True	True	True
BI_171.7	Eosinophilia	Blood/Immune	HP_0032064	Gastrointestinal eosinophilia			True			True			True										True	True	True
BI_171.7	Eosinophilia	Blood/Immune	HP_0001880	Eosinophilia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_174.2	Splenomegaly	Blood/Immune	HP_0001744	Splenomegaly	True	True	True	True	True	True				100.0	100.0		True	True	True	True	True	True	True	True	True
BI_174.21	Hypersplenism	Blood/Immune	HP_0001971	Hypersplenism	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
BI_174.6	Cyst of spleen*	Blood/Immune	HP_0030423	Splenic cyst										100.0		100.0			True	True			True	True	True
BI_175	Polycythemias	Blood/Immune	HP_0001901	Polycythemia					True			True		100.0	83.87	83.87					True	True	True	True	True
BI_176.1	Thrombocytosis*	Blood/Immune	HP_0001894	Thrombocytosis	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0002733	Abnormality of the lymph nodes	True	True	True							100.0									True	True	True
BI_177.1	Lymphadenitis	Blood/Immune	HP_0002840	Lymphadenitis	True	True	True							100.0					True	True	True	True	True	True	True
BI_177.13	Acute lymphadenitis	Blood/Immune	HP_0002840	Lymphadenitis		True			True			True		80.0	80.0	80.0					True	True	True	True	True
BI_177.4	Lymphedema	Blood/Immune	HP_0001004	Lymphedema	True	True	True							100.0	100.0						True	True	True	True	True
BI_179	Immunodeficiencies	Blood/Immune	HP_0002721	Immunodeficiency										100.0		100.0							True	True	True
BI_179.1	Hypogammaglobulinemia NOS	Blood/Immune	HP_0004313	Decreased circulating antibody level	True	True	True	True	True	True				100.0	100.0	81.48	True	True	True	True	True	True	True	True	True
BI_179.9	Immunodeficiency NOS	Blood/Immune	HP_0002721	Immunodeficiency	True	True	True				True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_180.3	Paraproteinemias	Blood/Immune	HP_0031047	Paraproteinemia										100.0	100.0						True		True	True	True
BI_180.4	Cryoglobulinemia*	Blood/Immune	HP_0100778	Cryoglobulinemia	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0002960	Autoimmunity	True	True	True							100.0					True	True	True		True	True	True
CA_100.1	Malignant neoplasm of the oral cavity	Neoplasms	HP_0100649	Neoplasm of the oral cavity		True								85.71									True	True	True
CA_100.12	Malignant neoplasm of the tongue	Neoplasms	HP_0100648	Neoplasm of the tongue		True																	True	True	True
CA_100.3	Malignant neoplasm of the nasopharynx	Neoplasms	HP_0100630	Neoplasia of the nasopharynx		True								85.71	85.71	85.71							True	True	True
CA_100.6	Malignant neoplasm of the larynx	Neoplasms	HP_0100605	Neoplasm of the larynx		True								82.05	82.05	82.05							True	True	True
CA_100.7	Malignant neoplasm of the pharynx	Neoplasms	HP_0100638	Neoplasm of the pharynx		True								82.93	82.93	82.93							True	True	True
CA_101.3	Malignant neoplasm of the small intestine	Neoplasms	HP_0100833	Neoplasm of the small intestine		True								87.27	81.36	87.27					True	True	True	True	True
CA_101.61	Malignant neoplasm of the liver	Neoplasms	HP_0002896	Neoplasm of the liver		True												True	True	True			True	True	True
CA_101.71	Malignant neoplasm of the gallbladder	Neoplasms	HP_0100575	Neoplasm of the gallbladder		True								84.44	84.44	84.44							True	True	True
CA_101.8	Malignant neoplasm of the pancreas	Neoplasms	HP_0002894	Neoplasm of the pancreas		True								82.93	82.93	82.93	True	True	True	True			True	True	True
CA_102.3	Malignant neoplasm of the trachea	Neoplasms	HP_0100551	Neoplasm of the trachea		True								82.93	82.93	82.93							True	True	True
CA_102.51	Malignant neoplasm of the heart	Neoplasms	HP_0100544	Neoplasm of the heart		True																	True	True	True
CA_102.54	Malignant neoplasm of the thymus	Neoplasms	HP_0100521	Neoplasm of the thymus		True								81.08	81.08	81.08							True	True	True
CA_103.21	Basal cell carcinoma	Neoplasms	HP_0002671	Basal cell carcinoma	True	True	True					True		100.0	82.35	89.36							True	True	True
CA_103.22	Squamous cell carcinoma of the skin	Neoplasms	HP_0006739	Squamous cell carcinoma of the skin	True	True	True					True	True	100.0	93.33	100.0							True	True	True
CA_104.5	Gastrointestinal stromal tumor*	Neoplasms	HP_0100723	Gastrointestinal stroma tumor	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
CA_104.6	Kaposi's sarcoma	Neoplasms	HP_0100726	Kaposi's sarcoma	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
CA_105	Malignant neoplasm of the breast	Neoplasms	HP_0100013	Neoplasm of the breast		True								82.05	80.0	82.05							True	True	True
CA_106.11	Malignant neoplasm of the vulva	Neoplasms	HP_0030416	Vulvar neoplasm		True								81.08		81.08							True	True	True
CA_106.3	Malignant neoplasm of the ovary	Neoplasms	HP_0100615	Ovarian neoplasm		True								81.08	81.08	81.08	True	True	True	True			True	True	True
CA_107.1	Malignant neoplasm of the penis	Neoplasms	HP_0100850	Neoplasm of the penis		True																	True	True	True
CA_107.6	Malignant neoplasm of the scrotum	Neoplasms	HP_0100849	Neoplasm of the scrotum		True								82.93	82.93	82.93							True	True	True
CA_110.3	Malignant neoplasm of the parathyroid gland	Neoplasms	HP_0100733	Neoplasm of the parathyroid gland		True								88.52	88.52	88.52							True	True	True
CA_114.4	Carcinoid tumors	Neoplasms	HP_0100570	Carcinoid tumor										100.0		82.05			True	True	True	True	True	True	True
CA_114.41	Intestinal carcinoid	Neoplasms	HP_0006723	Intestinal carcinoid	True	True	True							100.0									True	True	True
CA_114.5	Paraganglioma	Neoplasms	HP_0002668	Paraganglioma	True	True	True							100.0							True	True	True	True	True
CA_114.5	Paraganglioma	Neoplasms	HP_0002886	Vagal paraganglioma			True																True	True	True
CA_114.6	Pheochromocytoma	Neoplasms	HP_0002666	Pheochromocytoma	True	True	True							100.0							True	True	True	True	True
CA_121	Leukemia	Neoplasms	HP_0001909	Leukemia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CA_121.1	Acute leukemia	Neoplasms	HP_0002488	Acute leukemia	True	True	True							100.0			True	True	True	True			True	True	True
CA_121.11	Acute lymphoid leukemia	Neoplasms	HP_0006721	Acute lymphoblastic leukemia	True	True	True		True	True		True		100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CA_121.11	Acute lymphoid leukemia	Neoplasms	HP_0005526	Lymphoid leukemia		True			True														True	True	True
CA_121.12	Acute myeloid leukemia	Neoplasms	HP_0004808	Acute myeloid leukemia	True	True	True		True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CA_121.12	Acute myeloid leukemia	Neoplasms	HP_0012324	Myeloid leukemia		True			True														True	True	True
CA_121.2	Chronic leukemia	Neoplasms	HP_0005558	Chronic leukemia	True	True	True							100.0			True	True	True	True			True	True	True
CA_121.21	Chronic lymphoid leukemia	Neoplasms	HP_0005526	Lymphoid leukemia		True			True					81.82	81.82								True	True	True
CA_122	Lymphoma	Neoplasms	HP_0002665	Lymphoma	True	True	True							100.0									True	True	True
CA_122.1	Hodgkin lymphoma	Neoplasms	HP_0012189	Hodgkin lymphoma	True	True	True				True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CA_122.2	Non-Hodgkin lymphoma	Neoplasms	HP_0012539	Non-Hodgkin lymphoma	True	True	True				True	True	True	100.0		100.0		True	True	True		True	True	True	True
CA_122.21	Follicular lymphoma	Neoplasms	HP_0033125	Follicular lymphoma	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True	True	True	True	True
CA_122.23	Burkitt lymphoma	Neoplasms	HP_0030080	Burkitt lymphoma	True	True	True				True	True	True	100.0	85.0	100.0	True	True	True	True	True	True	True	True	True
CA_122.24	T-cell lymphoma	Neoplasms	HP_0012190	T-cell lymphoma	True	True	True							100.0									True	True	True
CA_122.25	Anaplastic large cell lymphoma	Neoplasms	HP_0012193	Anaplastic large-cell lymphoma										100.0	100.0	87.5	True	True	True	True	True	True	True	True	True
CA_123.1	Multiple myeloma	Neoplasms	HP_0006775	Multiple myeloma	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CA_124	Myeloproliferative disorder	Neoplasms	HP_0005547	Myeloproliferative disorder	True	True	True							100.0							True		True	True	True
CA_124	Myeloproliferative disorder	Neoplasms	HP_0005534	Transient myeloproliferative syndrome			True																True	True	True
CA_124.3	Polycythemia vera	Neoplasms	HP_0001901	Polycythemia		True			True			True		83.87	83.87	83.87							True	True	True
CA_124.6	Myelodysplastic syndrome	Neoplasms	HP_0002863	Myelodysplasia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
CA_124.8	Myelofibrosis	Neoplasms	HP_0011974	Myelofibrosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CA_125.1	Cutaneous mastocytosis*	Neoplasms	HP_0200151	Cutaneous mastocytosis	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
CA_135.1	Benign neoplasm of the oral cavity	Neoplasms	HP_0100649	Neoplasm of the oral cavity		True								85.71									True	True	True
CA_135.11	Benign neoplasm of the lip	Neoplasms	HP_0100604	Neoplasm of the lip		True																	True	True	True
CA_135.12	Benign neoplasm of the tongue	Neoplasms	HP_0100648	Neoplasm of the tongue		True																	True	True	True
CA_135.3	Benign neoplasm of the nasopharynx	Neoplasms	HP_0100630	Neoplasia of the nasopharynx		True								85.71	85.71	85.71							True	True	True
CA_136.3	Benign neoplasm of the small intestine	Neoplasms	HP_0100833	Neoplasm of the small intestine		True								87.27		80.0							True	True	True
CA_136.41	Benign neoplasm of the colon	Neoplasms	HP_0100273	Neoplasm of the colon		True																	True	True	True
CA_136.61	Benign neoplasm of the liver*	Neoplasms	HP_0002896	Neoplasm of the liver		True																	True	True	True
CA_136.8	Benign neoplasm of the pancreas	Neoplasms	HP_0002894	Neoplasm of the pancreas		True								82.93		82.93							True	True	True
CA_137.3	Benign neoplasm of the trachea	Neoplasms	HP_0100551	Neoplasm of the trachea		True								82.93	82.93	82.93							True	True	True
CA_137.51	Benign neoplasm of the heart	Neoplasms	HP_0100544	Neoplasm of the heart		True																	True	True	True
CA_137.54	Benign neoplasm of the thymus	Neoplasms	HP_0100521	Neoplasm of the thymus		True																	True	True	True
CA_138	Benign neoplasm of the skin	Neoplasms	HP_0008069	Neoplasm of the skin		True																	True	True	True
CA_138.2	Melanocytic nevi*	Neoplasms	HP_0000995	Melanocytic nevus	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CA_139.5	Lipoma	Neoplasms	HP_0012032	Lipoma	True	True	True	True	True	True				100.0	100.0		True	True	True	True	True	True	True	True	True
CA_139.61	Hemangioma	Neoplasms	HP_0001028	Hemangioma	True	True	True				True	True	True	100.0	81.48	100.0	True	True	True	True		True	True	True	True
CA_139.62	Lymphangioma	Neoplasms	HP_0100764	Lymphangioma	True	True	True							100.0	83.87	83.87	True	True	True	True			True	True	True
CA_140	Benign neoplasm of the breast	Neoplasms	HP_0100013	Neoplasm of the breast		True								82.05	82.05	82.05							True	True	True
CA_146.1	Benign neoplasm of the penis	Neoplasms	HP_0100850	Neoplasm of the penis		True																	True	True	True
CA_146.32	Benign neoplasm of the scrotum	Neoplasms	HP_0100849	Neoplasm of the scrotum		True								82.93	82.93	82.93							True	True	True
CA_149.3	Benign neoplasm of the parathyroid gland	Neoplasms	HP_0100733	Neoplasm of the parathyroid gland		True								88.52	88.52	88.52							True	True	True
CM_750.111	Microcephaly	Congenital	HP_0040196	Mild microcephaly			True						True										True	True	True
CM_750.111	Microcephaly	Congenital	HP_0000252	Microcephaly	True	True	True				True	True	True	100.0	84.62	100.0		True		True	True	True	True	True	True
CM_750.114	Septo-optic dysplasia of brain*	Congenital	HP_0100842	Septo-optic dysplasia		True						True		88.0		88.0			True	True		True	True	True	True
CM_750.115	Holoprosencephaly*	Congenital	HP_0006988	Alobar holoprosencephaly			True						True										True	True	True
CM_750.115	Holoprosencephaly*	Congenital	HP_0006870	Lobar holoprosencephaly			True						True										True	True	True
CM_750.115	Holoprosencephaly*	Congenital	HP_0001360	Holoprosencephaly	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_750.13	Megalencephaly*	Congenital	HP_0001355	Megalencephaly	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_750.21	Spina bifida	Congenital	HP_0002414	Spina bifida	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_750.22	Spina bifida occulta	Congenital	HP_0004601	Spina bifida occulta at L5			True			True			True										True	True	True
CM_750.22	Spina bifida occulta	Congenital	HP_0004614	Spina bifida occulta at S1			True			True			True										True	True	True
CM_750.22	Spina bifida occulta	Congenital	HP_0003298	Spina bifida occulta	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_750.24	Encephalocele	Congenital	HP_0011817	Basal encephalocele			True			True			True										True	True	True
CM_750.24	Encephalocele	Congenital	HP_0002084	Encephalocele	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
CM_750.26	Hydromyelia	Congenital	HP_0100565	Hydromyelia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_751.11	Aplasia/Hypoplasia affecting the eye	Congenital	HP_0008056	Aplasia/Hypoplasia affecting the eye	True	True	True							94.74									True	True	True
CM_751.112	Microphthalmos	Congenital	HP_0000568	Microphthalmia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_751.211	Congenital aphakia	Congenital	HP_0007707	Congenital aphakia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
CM_751.213	Congenital cataract	Congenital	HP_0000519	Developmental cataract	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
CM_751.215	Coloboma of lens*	Congenital	HP_0100719	Lens coloboma								True		100.0		100.0			True	True			True	True	True
CM_751.222	Rieger's anomaly*	Congenital	HP_0000558	Rieger anomaly										100.0		100.0			True	True			True	True	True
CM_751.241	Blue sclera*	Congenital	HP_0000592	Blue sclerae	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
CM_751.5	Coloboma	Congenital	HP_0000589	Coloboma	True	True	True							100.0					True	True	True	True	True	True	True
CM_751.711	Congenital ptosis	Congenital	HP_0007970	Congenital ptosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
CM_752.1	Aplasia/Hypoplasia of the external ear	Congenital	HP_0008772	Aplasia/Hypoplasia of the external ear	True	True	True							94.92									True	True	True
CM_752.11	Microtia	Congenital	HP_0008551	Microtia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_752.2	Macrotia	Congenital	HP_0000400	Macrotia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_752.5	Prominent ear [Protruding ear]*	Congenital	HP_0000411	Protruding ear							True	True	True	100.0		100.0			True	True			True	True	True
CM_753.1	Branchial anomaly	Congenital	HP_0009794	Branchial anomaly	True	True	True							100.0									True	True	True
CM_753.3	Webbing of neck	Congenital	HP_0000465	Webbed neck					True			True		100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_754.1	Oral cleft	Congenital	HP_0000202	Oral cleft	True	True	True							100.0			True	True					True	True	True
CM_754.11	Cleft palate	Congenital	HP_0000175	Cleft palate	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0			True	True		True	True	True	True
CM_754.14	Cleft uvula [Bifid uvula]*	Congenital	HP_0000193	Bifid uvula							True	True	True	100.0		100.0				True			True	True	True
CM_754.31	Macrostomia	Congenital	HP_0000154	Wide mouth	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_754.32	Microstomia	Congenital	HP_0000160	Narrow mouth	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_754.52	Macroglossia	Congenital	HP_0000158	Macroglossia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True	True	True	True	True	True
CM_755.21	Dolichocephaly*	Congenital	HP_0000268	Dolichocephaly	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_755.22	Plagiocephaly*	Congenital	HP_0001357	Plagiocephaly	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_755.23	Craniosynostosis*	Congenital	HP_0001363	Craniosynostosis	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_755.3	Craniofacial dysostosis*	Congenital	HP_0004439	Craniofacial dysostosis	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_755.3	Craniofacial dysostosis*	Congenital	HP_0008497	Congenital craniofacial dysostosis			True						True										True	True	True
CM_755.31	Mandibulofacial dysostosis*	Congenital	HP_0005321	Mandibulofacial dysostosis	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_755.4	Macrocephaly*	Congenital	HP_0000256	Macrocephaly	True	True	True				True	True	True	100.0		100.0						True	True	True	True
CM_755.5	Hypertelorism	Congenital	HP_0000316	Hypertelorism	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True	True	True	True	True
CM_755.61	Choanal atresia	Congenital	HP_0000453	Choanal atresia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_757.111	Esophageal web*	Congenital	HP_0100594	Esophageal web	True	True	True				True	True	True	100.0		100.0						True	True	True	True
CM_758.11	Meckel diverticulum	Congenital	HP_0002245	Meckel diverticulum	True	True	True							100.0	100.0		True	True	True	True	True	True	True	True	True
CM_758.15	Intestinal duplication*	Congenital	HP_0100668	Intestinal duplication	True	True	True							100.0		100.0			True	True			True	True	True
CM_758.16	Ectopic anus*	Congenital	HP_0004397	Ectopic anus	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
CM_758.17	Persistent cloaca*	Congenital	HP_0012621	Persistent cloaca	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_758.21	Biliary atresia	Congenital	HP_0005912	Biliary atresia	True	True	True	True	True	True				100.0	100.0	82.05	True	True	True	True	True	True	True	True	True
CM_758.22	Cystic liver disease	Congenital	HP_0006706	Cystic liver disease	True	True	True					True		100.0	81.63	100.0	True	True	True	True			True	True	True
CM_758.31	Annular pancreas*	Congenital	HP_0001734	Annular pancreas	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_760.131	Aplasia and hypoplasia of uterus	Congenital	HP_0008684	Aplasia/hypoplasia of the uterus										100.0									True	True	True
CM_760.153	Imperforate hymen	Congenital	HP_0030011	Imperforate hymen	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_760.211	Undescended testis [Cryptorchidism]	Congenital	HP_0000028	Cryptorchidism				True	True	True				100.0	100.0	88.24	True	True	True	True			True	True	True
CM_760.212	Retractile testis	Congenital	HP_0012646	Retractile testis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
CM_760.221	Hypospadias	Congenital	HP_0000047	Hypospadias	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True
CM_760.223	Hypoplasia of penis	Congenital	HP_0008736	Hypoplasia of penis	True	True	True				True	True	True	100.0		100.0		True	True	True			True	True	True
CM_760.227	Epispadias	Congenital	HP_0000039	Epispadias	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True		True	True	True	True	True	True
CM_760.26	Congenital hydrocele	Congenital	HP_4000037	Congenital hydrocele	True	True	True	True	True	True	True	True	True				True	True	True	True			True	True	True
CM_761.11	Renal hypoplasia/aplasia	Congenital	HP_0008678	Renal hypoplasia/aplasia	True	True	True							93.88									True	True	True
CM_761.111	Renal agenesis*	Congenital	HP_0000104	Renal agenesis	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_761.112	Renal hypoplasia*	Congenital	HP_0000089	Renal hypoplasia	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
CM_761.12	Renal dysplasia	Congenital	HP_0000800	Cystic renal dysplasia			True			True			True										True	True	True
CM_761.12	Renal dysplasia	Congenital	HP_0000110	Renal dysplasia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
CM_761.18	Ectopic kidney*	Congenital	HP_0000086	Ectopic kidney	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_761.23	Congenital megaureter*	Congenital	HP_0008676	Congenital megaureter	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
CM_761.31	Bladder exstrophy	Congenital	HP_0002836	Bladder exstrophy	True	True	True							100.0	81.82	81.82	True	True	True	True	True	True	True	True	True
CM_761.32	Congenital posterior urethral valves*	Congenital	HP_0010957	Congenital posterior urethral valve										100.0		100.0			True	True		True	True	True	True
CM_761.34	Abnormality of the urachus	Congenital	HP_0010478	Abnormality of the urachus	True	True	True							100.0									True	True	True
CM_762.11	Laryngeal web	Congenital	HP_0005950	Laryngeal web	True	True	True							100.0	81.82	81.82	True	True					True	True	True
CM_762.13	Laryngeal hypoplasia*	Congenital	HP_0008749	Laryngeal hypoplasia	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
CM_763.1	Congenital malformations of great arteries	Congenital	HP_0011603	Congenital malformation of the great arteries									True	100.0		100.0			True	True			True	True	True
CM_763.11	Common arterial trunk [Truncus arteriosus]	Congenital	HP_0001660	Truncus arteriosus							True	True	True	100.0		100.0							True	True	True
CM_763.12	Transposition of great vessels [TGA]	Congenital	HP_0001669	Transposition of the great arteries		True		True	True	True				92.31	100.0		True	True	True	True	True	True	True	True	True
CM_763.13	Patent ductus arteriosus	Congenital	HP_0001643	Patent ductus arteriosus	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.141	Coarctation of aorta	Congenital	HP_0001680	Coarctation of aorta	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
CM_763.142	Interruption of aortic arch	Congenital	HP_0011611	Interrupted aortic arch										100.0	100.0	100.0	True	True	True	True	True		True	True	True
CM_763.146	Vascular ring of aorta*	Congenital	HP_0010775	Vascular ring	True	True	True							100.0					True	True			True	True	True
CM_763.147	Right aortic arch*	Congenital	HP_0012020	Right aortic arch	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
CM_763.152	Stenosis of pulmonary artery*	Congenital	HP_0004415	Pulmonary artery stenosis								True		100.0		100.0				True		True	True	True	True
