phecodeX_code	phecodeX_label	phecodeX_category	hpo_code	hpo_label	hpo_child	stringMatch_hpo-phecodeX	subStringMatch_hpo-to-phecodeX	subStringMatch_phecodeX-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeX-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
089	Infections	ID	HP_0033509	EBV encephalitis	True						True	True	True	True		85.29	90.62			True	True	True	True		True	True
089	Infections	ID	HP_0033993	Viral encephalitis	True							True	True	True		85.29	90.62			True	True	True	True		True	True
089	Infections	ID	HP_0033351	Candida esophagitis	False											90.32	90.32	True	True	True	True	True			True	True
089	Infections	ID	HP_0032161	Coccidioidal meningitis	True				True	True	True					100.0	90.62	True	True	True	True	True	True		True	True
089	Infections	ID	HP_0032256	Histoplasmosis	False				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
089	Infections	ID	HP_0032257	Disseminated histoplasmosis	True				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
089	Infections	ID	HP_0032258	Pulmonary histoplasmosis	True				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
089	Infections	ID	HP_0020103	Invasive pulmonary aspergillosis	False							True	True	True			100.0			True	True				True	True
089	Infections	ID	HP_0032160	Cryptococcal meningitis	True				True	True	True					100.0	90.62	True	True	True	True	True	True		True	True
089	Infections	ID	HP_0020102	Pneumocystis jirovecii pneumonia	False													True	True	True	True	True	True		True	True
089	Infections	ID	HP_0012203	Onychomycosis	False														True	True	True	True	True		True	True
089	Infections	ID	HP_0020071	Viremia	False															True	True		True		True	True
089	Infections	ID	HP_0020072	Persistent EBV viremia	True															True	True		True		True	True
089	Infections	ID	HP_0032247	Persistent CMV viremia	True						True			True		81.25	81.25			True	True		True		True	True
089	Infections	ID	HP_0032248	Persistent viremia	True															True	True		True		True	True
089	Infections	ID	HP_0032515	Deep dermatophytosis	False						True			True		88.89	85.71	True	True						True	True
089	Infections	ID	HP_0032518	Disseminated dermatophytosis	False															True	True	True	True		True	True
089.1	Bacterial infections	ID	HP_0005661	Salmonella osteomyelitis	False				True	True	True	True	True	True		100.0	100.0	True	True	True	True				True	True
089.1	Bacterial infections	ID	HP_0032326	Methicillin-resistant Staphylococcus aureus infection	False											81.25	93.88			True	True				True	True
089.1	Bacterial infections	ID	HP_0002740	Recurrent E. coli infections	True			True										True	True	True	True			True	True	True
089.1	Bacterial infections	ID	HP_0001055	Erysipelas	False				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True			True	True
089.1	Bacterial infections	ID	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
089.1	Bacterial infections	ID	HP_0040187	Neonatal sepsis	True													True	True				True		True	True
089.1	Bacterial infections	ID	HP_0100806	Sepsis	False													True	True				True		True	True
089.1	Bacterial infections	ID	HP_0011274	Recurrent mycobacterial infections	True			True									84.44							True	True	True
089.1	Bacterial infections	ID	HP_0011275	Recurrent mycobacterium avium complex infections	True			True									84.44							True	True	True
089.1	Bacterial infections	ID	HP_0032262	Pulmonary tuberculosis	False				True	True	True					100.0		True	True	True	True	True			True	True
089.1	Bacterial infections	ID	HP_0001271	Polyneuropathy	True															True	True				True	True
089.1	Bacterial infections	ID	HP_0001954	Recurrent fever	True											85.71	85.71		True	True	True				True	True
089.1	Bacterial infections	ID	HP_0031180	Erythema migrans	False															True	True	True	True		True	True
089.1	Bacterial infections	ID	HP_0032323	Periodic fever	True											85.71	85.71		True	True	True				True	True
089.1	Bacterial infections	ID	HP_0032324	Non-periodic recurrent fever	True											85.71	85.71		True	True	True				True	True
089.1	Bacterial infections	ID	HP_0033087	Quotidian fever	True											85.71	85.71		True	True	True				True	True
089.1	Bacterial infections	ID	HP_0031247	Whooping cough	False				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
089.1	Bacterial infections	ID	HP_0000999	Pyoderma	True			True																True	True	True
089.1	Bacterial infections	ID	HP_0002718	Recurrent bacterial infections	False			True																True	True	True
089.1	Bacterial infections	ID	HP_0002726	Recurrent Staphylococcus aureus infections	True			True																True	True	True
089.1	Bacterial infections	ID	HP_0002741	Recurrent Serratia marcescens infections	True			True																True	True	True
089.1	Bacterial infections	ID	HP_0002742	Recurrent Klebsiella infections	True			True																True	True	True
089.1	Bacterial infections	ID	HP_0002842	Recurrent Burkholderia cepacia infections	True			True																True	True	True
089.1	Bacterial infections	ID	HP_0005366	Recurrent streptococcus pneumoniae infections	True			True																True	True	True
089.1	Bacterial infections	ID	HP_0005376	Recurrent Haemophilus influenzae infections	True			True																True	True	True
089.1	Bacterial infections	ID	HP_0005381	Recurrent meningococcal disease	True			True																True	True	True
089.1	Bacterial infections	ID	HP_0005406	Recurrent bacterial skin infections	True			True																True	True	True
089.1	Bacterial infections	ID	HP_0005420	Recurrent gram-negative bacterial infections	True			True																True	True	True
089.1	Bacterial infections	ID	HP_0005429	Recurrent systemic pyogenic infections	True			True																True	True	True
089.1	Bacterial infections	ID	HP_0005430	Recurrent Neisserial infections	True			True																True	True	True
089.1	Bacterial infections	ID	HP_0007499	Recurrent staphylococcal infections	True			True																True	True	True
089.1	Bacterial infections	ID	HP_0011132	Chronic furunculosis	True			True																True	True	True
089.1	Bacterial infections	ID	HP_0020096	Recurrent streptococcal infections	True			True																True	True	True
089.1	Bacterial infections	ID	HP_0100838	Recurrent cutaneous abscess formation	True			True																True	True	True
701	Osteomyelitis, periostitis, and other infections involving bone	Musc/Skel	HP_0005661	Salmonella osteomyelitis	True				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
701	Osteomyelitis, periostitis, and other infections involving bone	Musc/Skel	HP_0001886	Foot osteomyelitis	True				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
701	Osteomyelitis, periostitis, and other infections involving bone	Musc/Skel	HP_0002754	Osteomyelitis	False				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
701	Osteomyelitis, periostitis, and other infections involving bone	Musc/Skel	HP_0005010	Osteomyelitis leading to amputation due to slow healing fractures	True				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
701	Osteomyelitis, periostitis, and other infections involving bone	Musc/Skel	HP_0005901	obsolete Chronic recurrent multifocal osteomyelitis	False															True	True				True	True
701	Osteomyelitis, periostitis, and other infections involving bone	Musc/Skel	HP_0007626	Mandibular osteomyelitis	True				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
701.1	Osteomyelitis	Musc/Skel	HP_0005661	Salmonella osteomyelitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
701.1	Osteomyelitis	Musc/Skel	HP_0001886	Foot osteomyelitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
701.1	Osteomyelitis	Musc/Skel	HP_0002754	Osteomyelitis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
701.1	Osteomyelitis	Musc/Skel	HP_0005010	Osteomyelitis leading to amputation due to slow healing fractures	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
701.1	Osteomyelitis	Musc/Skel	HP_0005901	obsolete Chronic recurrent multifocal osteomyelitis	False															True	True				True	True
701.1	Osteomyelitis	Musc/Skel	HP_0007626	Mandibular osteomyelitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
181	Autoimmune disease	Blood	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
181	Autoimmune disease	Blood	HP_0002821	Neuropathic arthropathy	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0000759	Abnormal peripheral nervous system morphology	False													True	True						True	True
181	Autoimmune disease	Blood	HP_0001271	Polyneuropathy	True													True	True						True	True
181	Autoimmune disease	Blood	HP_0004787	Fulminant hepatitis	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0000820	Abnormality of the thyroid gland	False															True	True				True	True
181	Autoimmune disease	Blood	HP_0000821	Hypothyroidism	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0000832	Primary hypothyroidism	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0000836	Hyperthyroidism	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0000851	Congenital hypothyroidism	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0000853	Goiter	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0000854	Thyroid adenoma	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0000866	Euthyroid multinodular goiter	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0000872	Hashimoto thyroiditis	True															True	True		True		True	True
181	Autoimmune disease	Blood	HP_0002865	Medullary thyroid carcinoma	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0002890	Thyroid carcinoma	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0002895	Papillary thyroid carcinoma	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0002926	Abnormality of thyroid physiology	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0002930	Impaired sensitivity to thyroid hormone	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0005987	Multinodular goiter	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0005990	Thyroid hypoplasia	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0005994	Nodular goiter	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0006731	Follicular thyroid carcinoma	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0006781	Hurthle cell thyroid adenoma	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0008188	Thyroid dysgenesis	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0008191	Thyroid agenesis	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0008223	Compensated hypothyroidism	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0008225	Thyroid follicular hyperplasia	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0008229	Thyroid lymphangiectasia	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0008237	Hypothalamic hypothyroidism	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0008245	Pituitary hypothyroidism	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0008247	Euthyroid hyperthyroxinemia	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0008249	Thyroid hyperplasia	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0008251	Congenital goiter	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0008263	Thyroid defect in oxidation and organification of iodide	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0009798	Euthyroid goiter	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0010518	Thyroglossal cyst	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011772	Abnormal thyroid morphology	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011773	Uninodular goiter	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011774	Thyroid follicular adenoma	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011775	Thyroid macrofollicular adenoma	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011776	Thyroid microfollicular adenoma	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011777	Thyroid papillary adenoma	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011778	Thyroid atypical adenoma	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011779	Anaplastic thyroid carcinoma	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011780	Thyroid hemiagenesis	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011781	Thyroid C cell hyperplasia	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011782	Thyroid crisis	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011783	Thyrotoxicosis from ectopic thyroid tissue	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011784	Thyrotoxicosis with diffuse goiter	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011785	Thyrotoxicosis with toxic multinodular goiter	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011786	Thyrotoxicosis with toxic single thyroid nodule	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011787	Central hypothyroidism	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011788	Increased circulating free T3	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011789	Impaired sensitivity to thyroid stimulating hormone	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011790	Activating thyroid-stimulating hormone receptor defect	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0011791	Inactivating thyroid-stimulating hormone receptor defect	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0012558	Abnormal T3/T4 ratio	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0012559	Increased T3/T4 ratio	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0012560	Decreased T3/T4 ratio	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0025388	Thyroid nodule	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0025482	Positive perchlorate discharge test	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0031219	Reduced radioactive iodine uptake	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0031220	Increased radioactive iodine uptake	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0031221	Abnormal radioactive iodine uptake test result	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0031505	Abnormal circulating T4 level	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0031506	Increased circulating T4 level	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0031507	Decreased circulating T4 level	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0031508	Abnormal thyroid hormone level	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0032209	Abnormal circulating free T3 level	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0032210	Decreased circulating free T3	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0033076	Abnormal circulating free T4 level	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0033077	Increased circulating free T4 level	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0033078	Decreased circulating free T4 level	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0033079	Aplasia/Hypoplasia of the thyroid gland	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0033080	Abnormal TSH response to thyrotrophin-releasing hormone stimulation test	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0033081	Absent TSH response to thyrotrophin-releasing hormone stimulation test	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0033082	Reduced TSH response to thyrotrophin-releasing hormone stimulation test	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0040198	Non-medullary thyroid carcinoma	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0100028	Ectopic thyroid	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0100029	Lingual thyroid	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0100030	Accessory ectopic thyroid tissue	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0100031	Neoplasm of the thyroid gland	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0100646	Thyroiditis	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0100647	Graves disease	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0001871	Abnormality of blood and blood-forming tissues	False													True	True						True	True
181	Autoimmune disease	Blood	HP_0002960	Autoimmunity	False	True	True	True							100.0					True	True	True		True	True	True
181	Autoimmune disease	Blood	HP_0001878	Hemolytic anemia	False															True	True				True	True
181	Autoimmune disease	Blood	HP_0001890	Autoimmune hemolytic anemia	True							True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
181	Autoimmune disease	Blood	HP_0001930	Nonspherocytic hemolytic anemia	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0001937	Microangiopathic hemolytic anemia	True															True	True		True		True	True
181	Autoimmune disease	Blood	HP_0004802	Episodic hemolytic anemia	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0004804	Congenital hemolytic anemia	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0004814	Fava bean-induced hemolytic anemia	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0004817	Drug-sensitive hemolytic anemia	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0004844	Coombs-positive hemolytic anemia	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0004863	Compensated hemolytic anemia	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0004870	Chronic hemolytic anemia	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0005511	Heinz body anemia	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0005524	Macrocytic hemolytic disease	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0005525	Spontaneous hemolytic crises	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0005535	Exercise-induced hemolysis	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0008269	Increased red cell hemolysis by shear stress	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0031484	Cold-induced hemolysis	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0004431	Complement deficiency	False															True	True				True	True
181	Autoimmune disease	Blood	HP_0004434	Decreased serum complement C8	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0005356	Decreased serum complement factor I	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0005369	Decreased serum complement factor H	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0005416	Decreased serum complement factor B	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0005421	Decreased serum complement C3	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0008290	Partial complement factor H deficiency	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0008338	Partial functional complement factor D deficiency	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0012308	Decreased serum complement C9	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0033057	Decreased serum terminal complement component	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0033058	Decreased serum complement C7	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0033059	Decreased serum complement C6	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0033060	Decreased serum complement C5	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0045042	Decreased serum complement C4	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0045043	Decreased serum complement C4a	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0045044	Decreased serum complement C4b	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0001367	Abnormal joint morphology	False															True	True				True	True
181	Autoimmune disease	Blood	HP_0001370	Rheumatoid arthritis	False				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
181	Autoimmune disease	Blood	HP_0001392	Abnormality of the liver	False															True	True				True	True
181	Autoimmune disease	Blood	HP_0001399	Hepatic failure	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0001410	Decreased liver function	False															True	True				True	True
181	Autoimmune disease	Blood	HP_0002608	Celiac disease	False				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
181	Autoimmune disease	Blood	HP_0002725	Systemic lupus erythematosus	False				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
181	Autoimmune disease	Blood	HP_0003040	Arthropathy	False															True	True				True	True
181	Autoimmune disease	Blood	HP_0004448	Fulminant hepatic failure	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0005195	Polyarticular arthropathy	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0005681	Juvenile rheumatoid arthritis	True				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
181	Autoimmune disease	Blood	HP_0005764	Polyarticular arthritis	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0006554	Acute hepatic failure	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0006583	Fatal liver failure in infancy	True															True	True				True	True
181	Autoimmune disease	Blood	HP_0100279	Ulcerative colitis	True				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
181	Autoimmune disease	Blood	HP_0100280	Crohn's disease	False							True	True	True			100.0		True	True	True	True	True		True	True
181	Autoimmune disease	Blood	HP_0100626	Chronic hepatic failure	True															True	True				True	True
437	Vascular insufficiency of intestine	Cardio	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
437	Vascular insufficiency of intestine	Cardio	HP_0033165	Necrotizing enterocolitis	False							True	True	True			100.0			True	True				True	True
437	Vascular insufficiency of intestine	Cardio	HP_0033404	Intestinal ischemia	False													True	True			True	True		True	True
522	Gastrointestinal inflammation	GI	HP_0033143	Jejunitis	False															True	True	True	True		True	True
522	Gastrointestinal inflammation	GI	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
522	Gastrointestinal inflammation	GI	HP_0004387	Enterocolitis	True	True	True	True							100.0				True	True	True	True	True	True	True	True
522	Gastrointestinal inflammation	GI	HP_0033165	Necrotizing enterocolitis	True	True	True	True							100.0				True	True	True	True	True	True	True	True
522	Gastrointestinal inflammation	GI	HP_0031780	Eosinophilic ascites	True				True	True	True					100.0	83.64	True	True		True	True	True		True	True
522	Gastrointestinal inflammation	GI	HP_0031813	Colonic eosinophilia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
522	Gastrointestinal inflammation	GI	HP_0032021	Eosinophilic liver infiltration	True				True	True	True					100.0	83.64	True	True		True	True	True		True	True
522	Gastrointestinal inflammation	GI	HP_0032023	Eosinophilic gallbladder infiltration	True				True	True	True					100.0	83.64	True	True		True	True	True		True	True
522	Gastrointestinal inflammation	GI	HP_0032064	Gastrointestinal eosinophilia	False				True	True	True					100.0	83.64	True	True		True	True	True		True	True
522	Gastrointestinal inflammation	GI	HP_0410147	Eosinophilic infiltration in the stomach mucosa	True				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
522	Gastrointestinal inflammation	GI	HP_0410151	Eosinophilic infiltration of the esophagus	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True		True	True	True	True	True	True
522	Gastrointestinal inflammation	GI	HP_0002583	Colitis	True	True	True	True							100.0				True	True	True	True	True	True	True	True
522	Gastrointestinal inflammation	GI	HP_0032564	Ileitis	False															True	True		True		True	True
522	Gastrointestinal inflammation	GI	HP_0033164	Focal active colitis	True	True	True	True							100.0				True	True	True	True	True	True	True	True
522	Gastrointestinal inflammation	GI	HP_0033256	Pancolitis	True	True	True	True							100.0				True	True	True	True	True	True	True	True
522	Gastrointestinal inflammation	GI	HP_0100279	Ulcerative colitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
522	Gastrointestinal inflammation	GI	HP_0100280	Crohn's disease	True	True	True	True				True	True	True	100.0		100.0		True	True	True	True	True	True	True	True
522	Gastrointestinal inflammation	GI	HP_0100281	Chronic colitis	True	True	True	True							100.0				True	True	True	True	True	True	True	True
522	Gastrointestinal inflammation	GI	HP_0100282	Acute colitis	True	True	True	True							100.0				True	True	True	True	True	True	True	True
522	Gastrointestinal inflammation	GI	HP_4000012	Necrotizing ileitis	True															True	True		True		True	True
522	Gastrointestinal inflammation	GI	HP_0100633	Esophagitis	True	True	True	True							100.0									True	True	True
522	Gastrointestinal inflammation	GI	HP_0410152	Eosinophilic microabscess formation in the esophagus	True	True	True	True							100.0									True	True	True
