phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_category	hpo_code	hpo_label	stringMatch_hpo-phecodeXupdated	subStringMatch_hpo-to-phecodeXupdated	subStringMatch_phecodeXupdated-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeXupdated-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
BI_168.12	Hemorrhagic disorder due to intrinsic circulating anticoagulants	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_168.15	Acquired coagulation factor deficiency	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_168.18	Other nonthrombocytopenic purpura	Blood/Immune	HP_0000979	Purpura															True	True				True	True
BI_168.18	Other nonthrombocytopenic purpura	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_168.2	Hyper-coagulability	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_168.2	Hyper-coagulability	Blood/Immune	HP_0100724	Hypercoagulability								True		88.0		100.0						True		True	True
BI_168.21	Primary thrombophilia	Blood/Immune	HP_0100724	Hypercoagulability															True	True		True		True	True
BI_168.21	Primary thrombophilia	Blood/Immune	HP_0005543	Reduced protein C activity															True	True	True	True		True	True
BI_168.21	Primary thrombophilia	Blood/Immune	HP_0001976	Reduced antithrombin III activity															True	True	True			True	True
BI_168.21	Primary thrombophilia	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_168.21	Primary thrombophilia	Blood/Immune	HP_0004855	Reduced protein S activity															True	True				True	True
BI_168.211	Activated protein C resistance*	Blood/Immune	HP_0012175	Resistance to activated protein C	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
BI_168.213	Lupus anticoagulant syndrome*	Blood/Immune	HP_0025343	Lupus anticoagulant		True						True		80.0		80.0							True	True	True
BI_168.22	Disseminated intravascular coagulation [Defibrination syndrome]	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_168.22	Disseminated intravascular coagulation [Defibrination syndrome]	Blood/Immune	HP_0005521	Disseminated intravascular coagulation					True			True			88.24	88.24	True	True	True	True	True	True		True	True
BI_168.3	Spontaneous ecchymoses	Blood/Immune	HP_0000967	Petechiae															True	True	True	True		True	True
BI_168.4	Abnormal coagulation profile	Blood/Immune	HP_0003010	Prolonged bleeding time															True	True				True	True
BI_168.4	Abnormal coagulation profile	Blood/Immune	HP_0005542	Prolonged whole-blood clotting time															True	True				True	True
BI_169.1	Thrombocytopenia	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_169.1	Thrombocytopenia	Blood/Immune	HP_0001873	Thrombocytopenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_169.1	Thrombocytopenia	Blood/Immune	HP_0001973	Autoimmune thrombocytopenia			True			True			True										True	True	True
BI_169.11	Immune thrombocytopenic purpura [ITP]	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_169.11	Immune thrombocytopenic purpura [ITP]	Blood/Immune	HP_0001973	Autoimmune thrombocytopenia											80.77	80.77	True	True	True	True	True	True		True	True
BI_169.12	Evans syndrome	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_169.13	Congenital and hereditary thrombocytopenic purpura	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_169.13	Congenital and hereditary thrombocytopenic purpura	Blood/Immune	HP_0001905	Congenital thrombocytopenia															True	True				True	True
BI_169.14	Secondary thrombocytopenia	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_169.14	Secondary thrombocytopenia	Blood/Immune	HP_0004813	Post-transfusion thrombocytopenia													True	True	True	True				True	True
BI_169.15	Heparin-induced thrombocytopenia [HIT]	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_169.15	Heparin-induced thrombocytopenia [HIT]	Blood/Immune	HP_0011874	Heparin-induced thrombocytopenia		True			True					93.94	93.94	93.94	True	True	True	True	True		True	True	True
BI_169.2	Qualitative platelet defects	Blood/Immune	HP_0001975	Decreased platelet glycoprotein IIb-IIIa															True	True				True	True
BI_169.2	Qualitative platelet defects	Blood/Immune	HP_0001872	Abnormality of thrombocytes															True	True				True	True
BI_169.2	Qualitative platelet defects	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_170	Decreased white blood cell count	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_170	Decreased white blood cell count	Blood/Immune	HP_0001882	Leukopenia											84.62		True	True	True	True	True			True	True
BI_170	Decreased white blood cell count	Blood/Immune	HP_0012312	Monocytopenia															True	True	True			True	True
BI_170.1	Neutropenia	Blood/Immune	HP_0012234	Agranulocytosis															True	True	True	True		True	True
BI_170.1	Neutropenia	Blood/Immune	HP_0005541	Congenital agranulocytosis							True	True	True			100.0								True	True
BI_170.1	Neutropenia	Blood/Immune	HP_0001875	Neutropenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True	True	True	True	True	True
BI_170.1	Neutropenia	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_170.1	Neutropenia	Blood/Immune	HP_0005549	obsolete Congenital neutropenia						True					84.0		True	True	True	True				True	True
BI_170.12	Drug induced neutropenia	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_170.12	Drug induced neutropenia	Blood/Immune	HP_0012235	Drug-induced agranulocytosis								True				100.0	True	True						True	True
BI_170.13	Neutropenia due to infection	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_170.14	Cyclic neutropenia	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_170.14	Cyclic neutropenia	Blood/Immune	HP_0040289	Cyclic neutropenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0010976	B lymphocytopenia			True			True			True										True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0001888	Lymphopenia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0005403	T lymphocytopenia			True			True			True										True	True	True
BI_171	Elevated white blood cell count [Leukocytosis]	Blood/Immune	HP_0001974	Leukocytosis				True	True	True		True		93.33	100.0	90.2	True	True	True	True				True	True
BI_171	Elevated white blood cell count [Leukocytosis]	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_171.1	Lymphocytosis (symptomatic)	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_171.2	Monocytosis (symptomatic)	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_171.3	Plasmacytosis	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_171.3	Plasmacytosis	Blood/Immune	HP_0030150	Plasmacytosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0					True		True	True	True
BI_171.4	Leukemoid reaction	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_171.5	Basophilia	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_171.5	Basophilia	Blood/Immune	HP_0031807	Increased basophil count	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True			True	True	True
BI_171.6	Bandemia	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_171.7	Eosinophilia	Blood/Immune	HP_0032064	Gastrointestinal eosinophilia			True			True			True										True	True	True
BI_171.7	Eosinophilia	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_171.7	Eosinophilia	Blood/Immune	HP_0001880	Eosinophilia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_172	Other disorders of white blood cells	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_172.1	Functional disorders of polymorphonuclear neutrophils	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_172.3	Hemophagocytic syndromes	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_174	Diseases of spleen	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_174	Diseases of spleen	Blood/Immune	HP_0001878	Hemolytic anemia															True	True				True	True
BI_174.2	Splenomegaly	Blood/Immune	HP_0001433	Hepatosplenomegaly															True	True		True		True	True
BI_174.2	Splenomegaly	Blood/Immune	HP_0001744	Splenomegaly	True	True	True	True	True	True				100.0	100.0		True	True	True	True	True	True	True	True	True
BI_174.21	Hypersplenism	Blood/Immune	HP_0001971	Hypersplenism	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
BI_174.21	Hypersplenism	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_174.22	Chronic congestive splenomegaly	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_174.23	Neutropenic splenomegaly	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_174.5	Abscess of spleen*	Blood/Immune	HP_0025059	Splenic abscess										83.87		83.87			True	True				True	True
BI_174.6	Cyst of spleen*	Blood/Immune	HP_0030423	Splenic cyst										100.0		100.0			True	True			True	True	True
BI_175	Polycythemias	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_175	Polycythemias	Blood/Immune	HP_0001901	Polycythemia					True			True		100.0	83.87	83.87					True	True	True	True	True
BI_175	Polycythemias	Blood/Immune	HP_0002664	Neoplasm													True	True	True	True				True	True
BI_175.2	Secondary polycythemia	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_175.2	Secondary polycythemia	Blood/Immune	HP_0001901	Polycythemia															True	True	True	True		True	True
BI_176	Other diseases of blood and blood-forming organs	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True	True	True				True	True
BI_176.1	Thrombocytosis*	Blood/Immune	HP_0001894	Thrombocytosis	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0002733	Abnormality of the lymph nodes	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0012281	Chylous ascites															True	True				True	True
BI_177.1	Lymphadenitis	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_177.1	Lymphadenitis	Blood/Immune	HP_0002840	Lymphadenitis	True	True	True							100.0					True	True	True	True	True	True	True
BI_177.11	Mesenteric lymphadenitis	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_177.12	Chronic lymphadenitis	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_177.12	Chronic lymphadenitis	Blood/Immune	HP_0002840	Lymphadenitis															True	True	True			True	True
BI_177.13	Acute lymphadenitis	Blood/Immune	HP_0002840	Lymphadenitis		True			True			True		80.0	80.0	80.0					True	True	True	True	True
BI_177.2	Enlargement of lymph nodes [Lymphadenopathy]	Blood/Immune	HP_0008940	Generalized lymphadenopathy															True	True				True	True
BI_177.2	Enlargement of lymph nodes [Lymphadenopathy]	Blood/Immune	HP_0002716	Lymphadenopathy										81.16			True	True	True	True	True	True		True	True
BI_177.4	Lymphedema	Blood/Immune	HP_0001004	Lymphedema	True	True	True							100.0	100.0						True	True	True	True	True
BI_177.4	Lymphedema	Blood/Immune	HP_0031842	Lymphangiectasis															True	True	True			True	True
BI_179	Immunodeficiencies	Blood/Immune	HP_0004431	Complement deficiency															True	True		True		True	True
BI_179	Immunodeficiencies	Blood/Immune	HP_0002721	Immunodeficiency										100.0		100.0							True	True	True
BI_179.1	Hypogammaglobulinemia NOS	Blood/Immune	HP_0004313	Decreased circulating antibody level	True	True	True	True	True	True				100.0	100.0	81.48	True	True	True	True	True	True	True	True	True
BI_179.1	Hypogammaglobulinemia NOS	Blood/Immune	HP_0004431	Complement deficiency															True	True				True	True
BI_179.4	Selective deficiency of immunoglobulin A [IgA]	Blood/Immune	HP_0004431	Complement deficiency															True	True				True	True
BI_179.5	Selective deficiency of immunoglobulin M [IgM]	Blood/Immune	HP_0004431	Complement deficiency															True	True				True	True
BI_179.6	Selective deficiency of immunoglobulin G [IgG] subclasses*	Blood/Immune	HP_0004431	Complement deficiency															True	True				True	True
BI_179.7	Common variable immunodeficiency [CVID]	Blood/Immune	HP_0004431	Complement deficiency															True	True				True	True
BI_179.8	Immunodeficiency with increased IgM	Blood/Immune	HP_0004431	Complement deficiency															True	True				True	True
BI_179.9	Immunodeficiency NOS	Blood/Immune	HP_0002721	Immunodeficiency	True	True	True				True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_179.9	Immunodeficiency NOS	Blood/Immune	HP_0004431	Complement deficiency															True	True				True	True
BI_180	Other disorders involving the immune mechanism	Blood/Immune	HP_0010702	Increased circulating antibody level							True	True	True			100.0						True		True	True
BI_180	Other disorders involving the immune mechanism	Blood/Immune	HP_0004431	Complement deficiency															True	True	True			True	True
BI_180.2	Polyclonal hypergammaglobulinemia	Blood/Immune	HP_0004431	Complement deficiency															True	True				True	True
BI_180.3	Paraproteinemias	Blood/Immune	HP_0031047	Paraproteinemia										100.0	100.0						True		True	True	True
BI_180.31	Monoclonal gammopathy	Blood/Immune	HP_0002664	Neoplasm															True	True				True	True
BI_180.33	Macroglobulinemia [Waldenstrom macroglobulinemia]	Blood/Immune	HP_0005508	Monoclonal immunoglobulin M proteinemia													True	True	True	True				True	True
BI_180.33	Macroglobulinemia [Waldenstrom macroglobulinemia]	Blood/Immune	HP_0002664	Neoplasm															True	True				True	True
BI_180.34	Heavy chain disease*	Blood/Immune	HP_0020195	IgG heavy chain paraproteinemia															True	True				True	True
BI_180.34	Heavy chain disease*	Blood/Immune	HP_0002664	Neoplasm															True	True				True	True
BI_180.4	Cryoglobulinemia*	Blood/Immune	HP_0004431	Complement deficiency															True	True				True	True
BI_180.4	Cryoglobulinemia*	Blood/Immune	HP_0100778	Cryoglobulinemia	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
BI_180.6	Mast cell activation syndrome [MCAS]*	Blood/Immune	HP_0004431	Complement deficiency															True	True				True	True
BI_180.7	Cytokine release syndrome*	Blood/Immune	HP_0004431	Complement deficiency															True	True				True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0005764	Polyarticular arthritis															True	True				True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0011024	Abnormality of the gastrointestinal tract													True	True	True	True				True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0011784	Thyrotoxicosis with diffuse goiter							True	True	True			100.0	True	True	True	True				True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0012089	Arteritis				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0005681	Juvenile rheumatoid arthritis					True	True	True	True	True		80.0	100.0			True	True	True	True		True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0100279	Ulcerative colitis				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0100280	Crohn's disease							True	True	True			100.0		True	True	True	True	True		True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0100647	Graves disease															True	True	True	True		True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0100651	Type I diabetes mellitus												95.24			True	True	True	True		True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0100847	Palmoplantar pustulosis							True	True	True			100.0			True	True		True		True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0200144	obsolete Anaphylactoid purpura															True	True				True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0003040	Arthropathy															True	True				True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0000759	Abnormal peripheral nervous system morphology													True	True						True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0000819	Diabetes mellitus								True							True	True		True		True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0000820	Abnormality of the thyroid gland													True	True	True	True				True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0000872	Hashimoto thyroiditis				True	True	True					100.0		True	True	True	True	True	True		True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0001367	Abnormal joint morphology															True	True				True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0001370	Rheumatoid arthritis				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0001392	Abnormality of the liver															True	True				True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0003765	Psoriasiform dermatitis							True	True	True			100.0			True	True		True		True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0001271	Polyneuropathy													True	True						True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0001871	Abnormality of blood and blood-forming tissues													True	True						True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0001410	Decreased liver function															True	True				True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0002725	Systemic lupus erythematosus				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0002608	Celiac disease				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0002960	Autoimmunity	True	True	True							100.0					True	True	True		True	True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0001890	Autoimmune hemolytic anemia							True	True	True		100.0	100.0	True	True			True	True		True	True
BI_181	Autoimmune disease	Blood/Immune	HP_0001878	Hemolytic anemia															True	True				True	True
CA_100	Malignant neoplasm of the head and neck	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_100.1	Malignant neoplasm of the oral cavity	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_100.1	Malignant neoplasm of the oral cavity	Neoplasms	HP_0100649	Neoplasm of the oral cavity		True								85.71									True	True	True
CA_100.12	Malignant neoplasm of the tongue	Neoplasms	HP_0100648	Neoplasm of the tongue		True																	True	True	True
CA_100.12	Malignant neoplasm of the tongue	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_100.13	Malignant neoplasm of the gums	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_100.14	Malignant neoplasm of the floor of mouth	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
CA_100.15	Malignant neoplasm of the palate	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
