phecodeX_code	phecodeX_label	phecodeX_category	hpo_code	hpo_label	stringMatch_hpo-phecodeX	subStringMatch_hpo-to-phecodeX	subStringMatch_phecodeX-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeX-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
101.62	Malignant neoplasm of the intrahepatic bile ducts	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
101.62	Malignant neoplasm of the intrahepatic bile ducts	Neoplasms	HP_0030153	Cholangiocarcinoma															True	True	True	True		True	True
101.7	Malignant neoplasm of the gallbladder and extrahepatic bile ducts	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
101.71	Malignant neoplasm of the gallbladder	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
101.71	Malignant neoplasm of the gallbladder	Neoplasms	HP_0100575	Neoplasm of the gallbladder		True								84.44	84.44	84.44							True	True	True
101.8	Malignant neoplasm of the pancreas	Neoplasms	HP_0002894	Neoplasm of the pancreas		True								82.93	82.93	82.93	True	True	True	True			True	True	True
101.8	Malignant neoplasm of the pancreas	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
102	Malignant neoplasm of the thoracic and respiratory organs	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
102	Malignant neoplasm of the thoracic and respiratory organs	Neoplasms	HP_0100526	Neoplasm of the lung															True	True				True	True
102.1	Malignant neoplasm of the of bronchus and lung	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
102.1	Malignant neoplasm of the of bronchus and lung	Neoplasms	HP_0100526	Neoplasm of the lung															True	True				True	True
102.3	Malignant neoplasm of the trachea	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
102.3	Malignant neoplasm of the trachea	Neoplasms	HP_0100551	Neoplasm of the trachea		True								82.93	82.93	82.93							True	True	True
102.5	Malignant neoplasm of the heart, mediastinum, thymus, and pleura	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
102.51	Malignant neoplasm of the heart	Neoplasms	HP_0100544	Neoplasm of the heart		True																	True	True	True
102.51	Malignant neoplasm of the heart	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
102.52	Malignant neoplasm of the mediastinum	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
102.53	Malignant neoplasm of the of pleura	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
102.54	Malignant neoplasm of the thymus	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
102.54	Malignant neoplasm of the thymus	Neoplasms	HP_0100521	Neoplasm of the thymus		True								81.08	81.08	81.08							True	True	True
103	Malignant neoplasm of the skin	Neoplasms	HP_0030443	Anal margin basal cell carcinoma												87.5			True	True				True	True
103	Malignant neoplasm of the skin	Neoplasms	HP_0012056	Cutaneous melanoma													True	True	True	True				True	True
103	Malignant neoplasm of the skin	Neoplasms	HP_0030442	Anal margin squamous cell carcinoma												88.24			True	True				True	True
103	Malignant neoplasm of the skin	Neoplasms	HP_0008069	Neoplasm of the skin															True	True				True	True
103	Malignant neoplasm of the skin	Neoplasms	HP_0002861	Melanoma					True			True			86.49	88.89	True	True	True	True	True	True		True	True
103	Malignant neoplasm of the skin	Neoplasms	HP_0006739	Squamous cell carcinoma of the skin								True	True		93.33	100.0						True		True	True
103	Malignant neoplasm of the skin	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
103.1	Melanomas of skin	Neoplasms	HP_0002861	Melanoma					True			True			86.49	88.89	True	True	True	True	True	True		True	True
103.1	Melanomas of skin	Neoplasms	HP_0012056	Cutaneous melanoma													True	True	True	True				True	True
103.1	Melanomas of skin	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
103.2	Keratinocyte carcinoma	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
103.2	Keratinocyte carcinoma	Neoplasms	HP_0006739	Squamous cell carcinoma of the skin								True	True		93.33	100.0								True	True
103.2	Keratinocyte carcinoma	Neoplasms	HP_0030443	Anal margin basal cell carcinoma												87.5			True	True				True	True
103.2	Keratinocyte carcinoma	Neoplasms	HP_0030442	Anal margin squamous cell carcinoma												88.24			True	True				True	True
103.21	Basal cell carcinoma	Neoplasms	HP_0002671	Basal cell carcinoma	True	True	True					True		100.0	82.35	89.36							True	True	True
103.21	Basal cell carcinoma	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
103.21	Basal cell carcinoma	Neoplasms	HP_0030443	Anal margin basal cell carcinoma												87.5			True	True				True	True
103.22	Squamous cell carcinoma of the skin	Neoplasms	HP_0030442	Anal margin squamous cell carcinoma												88.24			True	True				True	True
103.22	Squamous cell carcinoma of the skin	Neoplasms	HP_0006739	Squamous cell carcinoma of the skin	True	True	True					True	True	100.0	93.33	100.0							True	True	True
103.22	Squamous cell carcinoma of the skin	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
103.3	Carcinoma in situ of skin	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
104	Malignant sarcoma-related cancers	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
104	Malignant sarcoma-related cancers	Neoplasms	HP_0100723	Gastrointestinal stroma tumor							True	True	True			100.0			True	True				True	True
104	Malignant sarcoma-related cancers	Neoplasms	HP_0100726	Kaposi's sarcoma				True	True	True	True	True	True		100.0	100.0	True	True	True	True				True	True
104.1	Malignant neoplam of the bone and/or cartilage	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
104.2	Malignant neoplasm of retroperitoneum and peritoneum	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
104.3	Malignant neoplasm of other connective and soft tissue	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
104.4	Malignant neoplasm of peripheral nerves*	Neoplasms	HP_0002664	Neoplasm															True	True				True	True
104.5	Gastrointestinal stromal tumor*	Neoplasms	HP_0100723	Gastrointestinal stroma tumor	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
104.5	Gastrointestinal stromal tumor*	Neoplasms	HP_0002664	Neoplasm															True	True				True	True
104.6	Kaposi's sarcoma	Neoplasms	HP_0100726	Kaposi's sarcoma	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
104.6	Kaposi's sarcoma	Neoplasms	HP_0002664	Neoplasm													True	True	True	True				True	True
