phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_category	hpo_code	hpo_label	hpo_child	stringMatch_hpo-phecodeXupdated	subStringMatch_hpo-to-phecodeXupdated	subStringMatch_phecodeXupdated-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeXupdated-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
BI_164	Anemia	Blood/Immune	HP_0001935	Microcytic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0001937	Microangiopathic hemolytic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0001972	Macrocytic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0003339	Pyrimidine-responsive megaloblastic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004802	Episodic hemolytic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004804	Congenital hemolytic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004810	Congenital hypoplastic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004814	Fava bean-induced hemolytic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004817	Drug-sensitive hemolytic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004819	Normocytic hypoplastic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004826	Folate-unresponsive megaloblastic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004840	Hypochromic microcytic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004844	Coombs-positive hemolytic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004851	Folate-responsive megaloblastic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004856	Normochromic microcytic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004857	Hyperchromic macrocytic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004860	Thiamine-responsive megaloblastic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004861	Refractory macrocytic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004863	Compensated hemolytic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0004870	Chronic hemolytic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0005505	Refractory anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0005510	Transient erythroblastopenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0005511	Heinz body anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0005522	Pyridoxine-responsive sideroblastic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0005524	Macrocytic hemolytic disease	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0005525	Spontaneous hemolytic crises	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0005532	Macrocytic dyserythropoietic anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0005535	Exercise-induced hemolysis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0008269	Increased red cell hemolysis by shear stress	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0008346	Increased red cell sickling tendency	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0010972	Anemia of inadequate production	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0011895	Anemia due to reduced life span of red cells	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0031484	Cold-induced hemolysis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0032231	Hypochromia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164	Anemia	Blood/Immune	HP_0033074	Steroid-responsive anemia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164.1	Microcytic anemia	Blood/Immune	HP_0001935	Microcytic anemia	True	True	True	True							100.0							True	True	True	True	True
BI_164.1	Microcytic anemia	Blood/Immune	HP_0004840	Hypochromic microcytic anemia	True	True	True	True							100.0					True	True	True	True	True	True	True
BI_164.1	Microcytic anemia	Blood/Immune	HP_0004856	Normochromic microcytic anemia	True	True	True	True							100.0							True	True	True	True	True
BI_164.2	Macrocytic anemia	Blood/Immune	HP_0001889	Megaloblastic anemia	True	True	True	True							100.0					True	True		True	True	True	True
BI_164.2	Macrocytic anemia	Blood/Immune	HP_0001972	Macrocytic anemia	False	True	True	True							100.0								True	True	True	True
BI_164.2	Macrocytic anemia	Blood/Immune	HP_0003339	Pyrimidine-responsive megaloblastic anemia	True	True	True	True							100.0					True	True		True	True	True	True
BI_164.2	Macrocytic anemia	Blood/Immune	HP_0004826	Folate-unresponsive megaloblastic anemia	True	True	True	True							100.0					True	True		True	True	True	True
BI_164.2	Macrocytic anemia	Blood/Immune	HP_0004851	Folate-responsive megaloblastic anemia	True	True	True	True							100.0					True	True		True	True	True	True
BI_164.2	Macrocytic anemia	Blood/Immune	HP_0004857	Hyperchromic macrocytic anemia	True	True	True	True							100.0								True	True	True	True
BI_164.2	Macrocytic anemia	Blood/Immune	HP_0004860	Thiamine-responsive megaloblastic anemia	True	True	True	True							100.0					True	True		True	True	True	True
BI_164.2	Macrocytic anemia	Blood/Immune	HP_0004861	Refractory macrocytic anemia	True	True	True	True							100.0								True	True	True	True
BI_164.2	Macrocytic anemia	Blood/Immune	HP_0005532	Macrocytic dyserythropoietic anemia	True	True	True	True							100.0								True	True	True	True
BI_164.8	Sideroblastic anemia	Blood/Immune	HP_0001924	Sideroblastic anemia	False	True	True	True	True	True	True				100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_164.8	Sideroblastic anemia	Blood/Immune	HP_0005522	Pyridoxine-responsive sideroblastic anemia	True	True	True	True	True	True	True				100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_168.211	Activated protein C resistance*	Blood/Immune	HP_0012175	Resistance to activated protein C	False	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
BI_168.213	Lupus anticoagulant syndrome*	Blood/Immune	HP_0025343	Lupus anticoagulant	False		True						True		80.0		80.0							True	True	True
BI_169.1	Thrombocytopenia	Blood/Immune	HP_0001873	Thrombocytopenia	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_169.1	Thrombocytopenia	Blood/Immune	HP_0001905	Congenital thrombocytopenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_169.1	Thrombocytopenia	Blood/Immune	HP_0001973	Autoimmune thrombocytopenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_169.1	Thrombocytopenia	Blood/Immune	HP_0004809	Neonatal alloimmune thrombocytopenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_169.1	Thrombocytopenia	Blood/Immune	HP_0004813	Post-transfusion thrombocytopenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_169.1	Thrombocytopenia	Blood/Immune	HP_0004854	Intermittent thrombocytopenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_169.1	Thrombocytopenia	Blood/Immune	HP_0004859	Amegakaryocytic thrombocytopenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_169.1	Thrombocytopenia	Blood/Immune	HP_0011874	Heparin-induced thrombocytopenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_169.1	Thrombocytopenia	Blood/Immune	HP_0040185	Macrothrombocytopenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_169.15	Heparin-induced thrombocytopenia [HIT]	Blood/Immune	HP_0011874	Heparin-induced thrombocytopenia	False		True			True					93.94	93.94	93.94	True	True	True	True	True		True	True	True
BI_170.1	Neutropenia	Blood/Immune	HP_0001875	Neutropenia	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True	True	True	True	True	True
BI_170.1	Neutropenia	Blood/Immune	HP_0001904	Neutropenia in presence of anti-neutropil antibodies	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True	True	True	True	True	True
BI_170.1	Neutropenia	Blood/Immune	HP_0040289	Cyclic neutropenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True	True	True	True	True	True
BI_170.1	Neutropenia	Blood/Immune	HP_0410252	Chronic neutropenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True	True	True	True	True	True
BI_170.1	Neutropenia	Blood/Immune	HP_0410254	Cyclic neutropenia in myeloid maturation arrest in bone marrow	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True	True	True	True	True	True
BI_170.1	Neutropenia	Blood/Immune	HP_0410255	Transient neutropenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True	True	True	True	True	True
BI_170.1	Neutropenia	Blood/Immune	HP_0410256	Infection associated neutropenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True	True	True	True	True	True
BI_170.14	Cyclic neutropenia	Blood/Immune	HP_0040289	Cyclic neutropenia	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
BI_170.14	Cyclic neutropenia	Blood/Immune	HP_0410254	Cyclic neutropenia in myeloid maturation arrest in bone marrow	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0001888	Lymphopenia	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0005365	Severe B lymphocytopenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0005403	T lymphocytopenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0005407	Decreased proportion of CD4-positive helper T cells	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0005415	Decreased proportion of CD8-positive T cells	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0005422	Absence of CD8-positive T cells	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0008165	Decreased helper T cell proportion	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0010976	B lymphocytopenia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0030251	Absence of memory B cells	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
BI_170.2	Lymphocytopenia	Blood/Immune	HP_0030252	Absent circulating B cells	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
BI_171.3	Plasmacytosis	Blood/Immune	HP_0030150	Plasmacytosis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0					True		True	True	True
BI_171.5	Basophilia	Blood/Immune	HP_0031807	Increased basophil count	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True			True	True	True
BI_171.7	Eosinophilia	Blood/Immune	HP_0001880	Eosinophilia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_171.7	Eosinophilia	Blood/Immune	HP_0031780	Eosinophilic ascites	True			True			True			True										True	True	True
BI_171.7	Eosinophilia	Blood/Immune	HP_0031813	Colonic eosinophilia	True			True			True			True										True	True	True
BI_171.7	Eosinophilia	Blood/Immune	HP_0032021	Eosinophilic liver infiltration	True			True			True			True										True	True	True
BI_171.7	Eosinophilia	Blood/Immune	HP_0032023	Eosinophilic gallbladder infiltration	True			True			True			True										True	True	True
BI_171.7	Eosinophilia	Blood/Immune	HP_0032061	Hypereosinophilia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_171.7	Eosinophilia	Blood/Immune	HP_0032064	Gastrointestinal eosinophilia	False			True			True			True										True	True	True
BI_171.7	Eosinophilia	Blood/Immune	HP_0032151	Episodic eosinophilia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
BI_171.7	Eosinophilia	Blood/Immune	HP_0410147	Eosinophilic infiltration in the stomach mucosa	True			True			True			True										True	True	True
BI_171.7	Eosinophilia	Blood/Immune	HP_0410151	Eosinophilic infiltration of the esophagus	True			True			True			True										True	True	True
BI_174.2	Splenomegaly	Blood/Immune	HP_0001433	Hepatosplenomegaly	True	True	True	True	True	True	True				100.0	100.0		True	True	True	True	True	True	True	True	True
BI_174.2	Splenomegaly	Blood/Immune	HP_0001744	Splenomegaly	False	True	True	True	True	True	True				100.0	100.0		True	True	True	True	True	True	True	True	True
BI_174.2	Splenomegaly	Blood/Immune	HP_0006268	Fluctuating splenomegaly	True	True	True	True	True	True	True				100.0	100.0		True	True	True	True	True	True	True	True	True
BI_174.21	Hypersplenism	Blood/Immune	HP_0001971	Hypersplenism	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
BI_174.6	Cyst of spleen*	Blood/Immune	HP_0030423	Splenic cyst	False										100.0		100.0			True	True			True	True	True
BI_175	Polycythemias	Blood/Immune	HP_0001898	Increased red blood cell mass	True					True			True		100.0	83.87	83.87					True	True	True	True	True
BI_175	Polycythemias	Blood/Immune	HP_0001900	Increased hemoglobin	True					True			True		100.0	83.87	83.87					True	True	True	True	True
BI_175	Polycythemias	Blood/Immune	HP_0001901	Polycythemia	False					True			True		100.0	83.87	83.87					True	True	True	True	True
BI_176.1	Thrombocytosis*	Blood/Immune	HP_0001894	Thrombocytosis	False	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0002716	Lymphadenopathy	True	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0002729	Follicular hyperplasia	True	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0002730	Chronic noninfectious lymphadenopathy	True	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0002732	Lymph node hypoplasia	True	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0002733	Abnormality of the lymph nodes	False	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0002840	Lymphadenitis	True	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0002849	Absence of lymph node germinal center	True	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0008940	Generalized lymphadenopathy	True	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0025042	Abnormality of mesenteric lymph nodes	True	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0025043	Enlarged mesenteric lymph node	True	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0025289	Cervical lymphadenopathy	True	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0032536	Increased number of lymph nodes	True	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0033136	Lymph node abscess	True	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0033176	Submandibular lymph node enlargement	True	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0033280	Paratracheal lymphadenopathy	True	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0033581	Absent peripheral lymph nodes in presence of infection	True	True	True	True							100.0									True	True	True
BI_177	Abnormality of the lymph nodes	Blood/Immune	HP_0100721	Mediastinal lymphadenopathy	True	True	True	True							100.0									True	True	True
BI_177.1	Lymphadenitis	Blood/Immune	HP_0002840	Lymphadenitis	False	True	True	True							100.0					True	True	True	True	True	True	True
BI_177.13	Acute lymphadenitis	Blood/Immune	HP_0002840	Lymphadenitis	False		True			True			True		80.0	80.0	80.0					True	True	True	True	True
BI_177.4	Lymphedema	Blood/Immune	HP_0001004	Lymphedema	False	True	True	True							100.0	100.0						True	True	True	True	True
BI_177.4	Lymphedema	Blood/Immune	HP_0003550	Predominantly lower limb lymphedema	True	True	True	True							100.0	100.0						True	True	True	True	True
BI_177.4	Lymphedema	Blood/Immune	HP_0004788	Intestinal lymphedema	True	True	True	True							100.0	100.0						True	True	True	True	True
BI_179	Immunodeficiencies	Blood/Immune	HP_0002721	Immunodeficiency	False										100.0		100.0							True	True	True
BI_179	Immunodeficiencies	Blood/Immune	HP_0004430	Severe combined immunodeficiency	True										100.0		100.0							True	True	True
BI_179	Immunodeficiencies	Blood/Immune	HP_0005352	Severe T-cell immunodeficiency	True										100.0		100.0							True	True	True
BI_179	Immunodeficiencies	Blood/Immune	HP_0005363	Humoral immunodeficiency	True										100.0	89.47	100.0					True	True	True	True	True
BI_179	Immunodeficiencies	Blood/Immune	HP_0005374	Cellular immunodeficiency	True										100.0		100.0							True	True	True
BI_179	Immunodeficiencies	Blood/Immune	HP_0005387	Combined immunodeficiency	True										100.0		100.0							True	True	True
BI_179.1	Hypogammaglobulinemia NOS	Blood/Immune	HP_0002720	Decreased circulating IgA level	True	True	True	True	True	True	True				100.0	100.0	81.48	True	True	True	True	True	True	True	True	True
BI_179.1	Hypogammaglobulinemia NOS	Blood/Immune	HP_0002848	Decreased specific anti-polysaccharide antibody level	True	True	True	True	True	True	True				100.0	100.0	81.48	True	True	True	True	True	True	True	True	True
BI_179.1	Hypogammaglobulinemia NOS	Blood/Immune	HP_0002850	Decreased circulating total IgM	True	True	True	True	True	True	True				100.0	100.0	81.48	True	True	True	True	True	True	True	True	True
BI_179.1	Hypogammaglobulinemia NOS	Blood/Immune	HP_0002961	Dysgammaglobulinemia	True	True	True	True	True	True	True				100.0	100.0	81.48	True	True	True	True	True	True	True	True	True
BI_179.1	Hypogammaglobulinemia NOS	Blood/Immune	HP_0003139	Panhypogammaglobulinemia	True	True	True	True	True	True	True				100.0	100.0	81.48	True	True	True	True	True	True	True	True	True
BI_179.1	Hypogammaglobulinemia NOS	Blood/Immune	HP_0003460	Decreased circulating total IgA	True	True	True	True	True	True	True				100.0	100.0	81.48	True	True	True	True	True	True	True	True	True
BI_179.1	Hypogammaglobulinemia NOS	Blood/Immune	HP_0004313	Decreased circulating antibody level	False	True	True	True	True	True	True				100.0	100.0	81.48	True	True	True	True	True	True	True	True	True
BI_179.1	Hypogammaglobulinemia NOS	Blood/Immune	HP_0004315	Decreased circulating IgG level	True	True	True	True	True	True	True				100.0	100.0	81.48	True	True	True	True	True	True	True	True	True
BI_179.1	Hypogammaglobulinemia NOS	Blood/Immune	HP_0004432	Agammaglobulinemia	True	True	True	True	True	True	True				100.0	100.0	81.48	True	True	True	True	True	True	True	True	True
BI_179.1	Hypogammaglobulinemia NOS	Blood/Immune	HP_0005424	Absent specific antibody response	True	True	True	True	True	True	True				100.0	100.0	81.48	True	True	True	True	True	True	True	True	True
BI_179.1	Hypogammaglobulinemia NOS	Blood/Immune	HP_0005432	Transient hypogammaglobulinemia of infancy	True	True	True	True	True	True	True				100.0	100.0	81.48	True	True	True	True	True	True	True	True	True
