"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"hereditary disturbances in tooth structure";"Abnormality of dental structure";"http://purl.obolibrary.org/obo/HP_0011061";"53.57";"false";"false"
"tooth complications likely association with other diseases";"Celiac disease";"http://purl.obolibrary.org/obo/HP_0002608";"45.83";"false";"false"
"diseases of hard tissues of teeth";"Abnormality of odontoid tissue";"http://purl.obolibrary.org/obo/HP_3000050";"70.83";"false";"false"
"dental caries";"Carious teeth";"http://purl.obolibrary.org/obo/HP_0000670";"100";"false";"false"
"dental abrasion erosion and attrition";"Misalignment of teeth";"http://purl.obolibrary.org/obo/HP_0000692";"53.33";"false";"false"
"diseases of pulp and periapical tissues";"Myopathy";"http://purl.obolibrary.org/obo/HP_0003198";"59.09";"false";"false"
"pulpitis and necrosis of tooth pulp";"Necrotizing pulmonary granulomatosis";"http://purl.obolibrary.org/obo/HP_0033550";"51.72";"false";"false"
"acute periodontitis";"Periodontitis";"http://purl.obolibrary.org/obo/HP_0000704";"80";"false";"false"
"periapical abscess";"Periapical tooth abscess";"http://purl.obolibrary.org/obo/HP_0030758";"83.33";"false";"false"
"gingival and periodontal diseases";"Generalized periodontitis";"http://purl.obolibrary.org/obo/HP_0011058";"76.6";"false";"false"
"cancer of stomach";"Stomach cancer";"http://purl.obolibrary.org/obo/HP_0012126";"100";"false";"false"
"gingivitis";"Gingivitis";"http://purl.obolibrary.org/obo/HP_0000230";"100";"false";"false"
"periodontitis acute or chronic";"Periodontitis";"http://purl.obolibrary.org/obo/HP_0000704";"60.61";"false";"false"
"chronic periodontitis";"Periodontitis";"http://purl.obolibrary.org/obo/HP_0000704";"71.43";"false";"false"
"dentofacial anomalies including malocclusion";"Dental malocclusion";"http://purl.obolibrary.org/obo/HP_0000689";"58.06";"false";"false"
"loss of teeth or edentulism";"Premature loss of teeth";"http://purl.obolibrary.org/obo/HP_0006480";"73.33";"false";"false"
"anomalies of tooth positionmalocclusion";"Dental malocclusion";"http://purl.obolibrary.org/obo/HP_0000689";"50";"false";"false"
"other diseases of the teeth and supporting structures";"Abnormal foot morphology";"http://purl.obolibrary.org/obo/HP_0001760";"50.98";"false";"false"
"cysts of the jaws";"Odontogenic keratocysts of the jaw";"http://purl.obolibrary.org/obo/HP_0010603";"66.67";"false";"false"
"atrophy of edentulous alveolar ridge";"Atrophy of alveolar ridges";"http://purl.obolibrary.org/obo/HP_0006308";"84.62";"false";"false"
"diseases of the jaws";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"60.87";"false";"false"
"colorectal cancer";"Colon cancer";"http://purl.obolibrary.org/obo/HP_0003003";"75.86";"false";"false"
"inflammatory conditions of jaw";"Vitreous inflammatory cells";"http://purl.obolibrary.org/obo/HP_0030662";"60";"false";"false"
"anomalies of jaw sizesymmetry";"Asymmetry of the size of ears";"http://purl.obolibrary.org/obo/HP_0040091";"59.09";"false";"false"
"temporomandibular joint disorders";"Temporomandibular joint ankylosis";"http://purl.obolibrary.org/obo/HP_0012478";"81.97";"false";"false"
"temporomandibular joint disorder";"Temporomandibular joint ankylosis";"http://purl.obolibrary.org/obo/HP_0012478";"81.97";"false";"false"
"arthralgiaankylosis of temporomandibular joint";"Temporomandibular joint ankylosis";"http://purl.obolibrary.org/obo/HP_0012478";"86.84";"false";"false"
"hypertrophy of salivary gland";"Salivary gland neoplasm";"http://purl.obolibrary.org/obo/HP_0100684";"62.75";"false";"false"
"exostosis of jaw";"Rib exostoses";"http://purl.obolibrary.org/obo/HP_0000896";"56";"false";"false"
"jaw disease";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"60.87";"false";"false"
"diseases of the salivary glands";"Abnormality of the basal ganglia";"http://purl.obolibrary.org/obo/HP_0002134";"60.47";"false";"false"
"colon cancer";"Colon cancer";"http://purl.obolibrary.org/obo/HP_0003003";"100";"false";"false"
"sialoadenitis";"Sialadenitis";"http://purl.obolibrary.org/obo/HP_0031281";"84.21";"false";"false"
"disturbance of salivary secretion";"Distal sensory impairment";"http://purl.obolibrary.org/obo/HP_0002936";"52.17";"false";"false"
"other specified diseases of the salivary glands";"Abnormality of the basal ganglia";"http://purl.obolibrary.org/obo/HP_0002134";"50.98";"false";"false"
"oral aphthae";"Recurrent aphthous stomatitis";"http://purl.obolibrary.org/obo/HP_0011107";"77.42";"false";"false"
"diseases of the oral soft tissues excluding lesions specific for gingiva and tongue";"Myopathy";"http://purl.obolibrary.org/obo/HP_0003198";"38.96";"false";"false"
"stomatitis and mucositis";"Stomatitis";"http://purl.obolibrary.org/obo/HP_0010280";"70";"false";"false"
"stomatitis and mucositis ulcerative";"Oral ulcer";"http://purl.obolibrary.org/obo/HP_0000155";"66.67";"false";"false"
"cellulitis and abscess of oral soft tissues";"Abnormality of facial soft tissue";"http://purl.obolibrary.org/obo/HP_0011799";"57.14";"false";"false"
"cysts of oral soft tissues";"Abnormality of facial soft tissue";"http://purl.obolibrary.org/obo/HP_0011799";"60.87";"false";"false"
"cyst of the salivary gland";"Abnormal salivary gland morphology";"http://purl.obolibrary.org/obo/HP_0010286";"71.43";"false";"false"
"malignant neoplasm of rectum rectosigmoid junction and anus";"Neoplasm of the rectum";"http://purl.obolibrary.org/obo/HP_0100743";"56.41";"false";"false"
"glossitis";"Glossitis";"http://purl.obolibrary.org/obo/HP_0000206";"100";"false";"false"
"glossodynia";"Allodynia";"http://purl.obolibrary.org/obo/HP_0012533";"63.64";"false";"false"
"diseases of lips";"Celiac disease";"http://purl.obolibrary.org/obo/HP_0002608";"64";"false";"false"
"leukoplakia of oral mucosa";"Oral leukoplakia";"http://purl.obolibrary.org/obo/HP_0002745";"82.93";"false";"false"
"sialolithiasis";"Cholelithiasis";"http://purl.obolibrary.org/obo/HP_0001081";"64.29";"false";"false"
"diseases and other conditions of the tongue";"Autoimmunity";"http://purl.obolibrary.org/obo/HP_0002960";"55.56";"false";"false"
"ulcer of esophagus";"Esophageal ulceration";"http://purl.obolibrary.org/obo/HP_0004791";"100";"false";"false"
"cancer of liver and intrahepatic bile duct";"Intrahepatic bile duct cysts";"http://purl.obolibrary.org/obo/HP_0005209";"73.33";"false";"false"
"diseases of esophagus";"Gastroesophageal reflux";"http://purl.obolibrary.org/obo/HP_0002020";"59.09";"false";"false"
"esophagitis gerd and related diseases";"Gastroesophageal reflux";"http://purl.obolibrary.org/obo/HP_0002020";"71.19";"false";"false"
"gerd";"Gastroesophageal reflux";"http://purl.obolibrary.org/obo/HP_0002020";"100";"false";"false"
"disorders of esophageal motility";"Esophageal neoplasm";"http://purl.obolibrary.org/obo/HP_0100751";"57.14";"false";"false"
"barretts esophagus";"Barrett esophagus";"http://purl.obolibrary.org/obo/HP_0100580";"100";"false";"false"
"reflux esophagitis";"Gastroesophageal reflux";"http://purl.obolibrary.org/obo/HP_0002020";"77.78";"false";"false"
"eosinophilic esophagitis";"Eosinophilic infiltration of the esophagus";"http://purl.obolibrary.org/obo/HP_0410151";"100";"false";"false"
"esophageal bleeding variceshemorrhage";"Hemorrhage of the eye";"http://purl.obolibrary.org/obo/HP_0011885";"60.38";"false";"false"
"stricture and stenosis of esophagus";"Esophageal stricture";"http://purl.obolibrary.org/obo/HP_0002043";"74.42";"false";"false"
"chronic kidney disease stage i or ii";"Stage 4 chronic kidney disease";"http://purl.obolibrary.org/obo/HP_0012626";"91.8";"false";"false"
"chronic kidney disease stage iii";"Stage 4 chronic kidney disease";"http://purl.obolibrary.org/obo/HP_0012626";"90.32";"false";"false"
"chronic kidney disease stage iv";"Stage 4 chronic kidney disease";"http://purl.obolibrary.org/obo/HP_0012626";"91.8";"false";"false"
"other disorders of the kidney and ureters";"Ectopic kidney";"http://purl.obolibrary.org/obo/HP_0000086";"58.82";"false";"false"
"anatomical abnormatilies of kidney and ureters";"Abnormality of the kidney";"http://purl.obolibrary.org/obo/HP_0000077";"74.58";"false";"false"
"small kidney";"Renal hypoplasia";"http://purl.obolibrary.org/obo/HP_0000089";"100";"false";"false"
"vesicoureteral reflux";"Vesicoureteral reflux";"http://purl.obolibrary.org/obo/HP_0000076";"100";"false";"false"
"cyst of kidney acquired";"Renal cyst";"http://purl.obolibrary.org/obo/HP_0000107";"77.42";"false";"false"
"vascular disorders of kidneyhypertrophy";"Skeletal muscle hypertrophy";"http://purl.obolibrary.org/obo/HP_0003712";"61.82";"false";"false"
"strictureobstruction of ureter";"Ureteral obstruction";"http://purl.obolibrary.org/obo/HP_0006000";"61.54";"false";"false"
"skin cancer";"Colon cancer";"http://purl.obolibrary.org/obo/HP_0003003";"64";"false";"false"
"kidney replaced by transpant";"Ectopic kidney";"http://purl.obolibrary.org/obo/HP_0000086";"61.54";"false";"false"
"disorders resulting from impaired renal function";"Impaired T cell function";"http://purl.obolibrary.org/obo/HP_0005435";"61.02";"false";"false"
"abnormal results of function study of kidney";"Abnormal renal physiology";"http://purl.obolibrary.org/obo/HP_0012211";"77.97";"false";"false"
"renal osteodystrophy";"Nail dystrophy";"http://purl.obolibrary.org/obo/HP_0008404";"61.11";"false";"false"
"secondary hyperparathyroidism of renal origin";"Secondary hyperparathyroidism";"http://purl.obolibrary.org/obo/HP_0000867";"80.6";"false";"false"
"cystitis and urethritis";"Recurrent cystitis";"http://purl.obolibrary.org/obo/HP_0012786";"73.33";"false";"false"
"cystitis";"Recurrent cystitis";"http://purl.obolibrary.org/obo/HP_0012786";"69.57";"false";"false"
"pyelonephritis";"Pyelonephritis";"http://purl.obolibrary.org/obo/HP_0012330";"100";"false";"false"
"urinary tract infection";"Recurrent urinary tract infections";"http://purl.obolibrary.org/obo/HP_0000010";"100";"false";"false"
"femoral hernia";"Femoral hernia";"http://purl.obolibrary.org/obo/HP_0100541";"100";"false";"false"
"abdominal hernia";"Hernia of the abdominal wall";"http://purl.obolibrary.org/obo/HP_0004299";"85.71";"false";"false"
"inguinal hernia";"Inguinal hernia";"http://purl.obolibrary.org/obo/HP_0000023";"100";"false";"false"
"diaphragmatic hernia";"Congenital diaphragmatic hernia";"http://purl.obolibrary.org/obo/HP_0000776";"100";"false";"false"
"malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum";"Neoplasm of the small intestine";"http://purl.obolibrary.org/obo/HP_0100833";"48.84";"false";"false"
"umbilical hernia";"Umbilical hernia";"http://purl.obolibrary.org/obo/HP_0001537";"100";"false";"false"
"ventral hernia";"Ventral hernia";"http://purl.obolibrary.org/obo/HP_0002933";"100";"false";"false"
"incisional hernia";"Incisional hernia";"http://purl.obolibrary.org/obo/HP_0004872";"100";"false";"false"
"inflammatory bowel disease and other gastroenteritis and colitis";"Crohn's disease";"http://purl.obolibrary.org/obo/HP_0100280";"56.1";"false";"false"
"regional enteritis";"Axonal regeneration";"http://purl.obolibrary.org/obo/HP_0003450";"61.54";"false";"false"
"angiodysplasia of intestine without mention of hemorrhage";"Gastrointestinal angiodysplasia";"http://purl.obolibrary.org/obo/HP_0000471";"57.5";"false";"false"
"ulcerative colitis";"Ulcerative colitis";"http://purl.obolibrary.org/obo/HP_0100279";"100";"false";"false"
"ulcerative colitis chronic";"Chronic colitis";"http://purl.obolibrary.org/obo/HP_0100281";"83.33";"false";"false"
"ulceration of the lower gi tract";"Neoplasm of the gastrointestinal tract";"http://purl.obolibrary.org/obo/HP_0007378";"55.56";"false";"false"
"ulceration of intestine";"Intestinal perforation";"http://purl.obolibrary.org/obo/HP_0031368";"70.97";"false";"false"
"intestinal obstruction without mention of hernia";"Functional intestinal obstruction";"http://purl.obolibrary.org/obo/HP_0005249";"64.71";"false";"false"
"intestinal malabsorption non-celiac";"Malabsorption";"http://purl.obolibrary.org/obo/HP_0002024";"78.43";"false";"false"
"celiac disease";"Celiac disease";"http://purl.obolibrary.org/obo/HP_0002608";"100";"false";"false"
"noninfectious gastroenteritis";"Recurrent gastroenteritis";"http://purl.obolibrary.org/obo/HP_0031123";"61.9";"false";"false"
"ileostomy status";"Osteoma cutis";"http://purl.obolibrary.org/obo/HP_0025027";"50";"false";"false"
"impaction of intestine";"Multiple impacted teeth";"http://purl.obolibrary.org/obo/HP_0001571";"55.17";"false";"false"
"peritoneal or intestinal adhesions";"Abdominal adhesions";"http://purl.obolibrary.org/obo/HP_0033134";"51.16";"false";"false"
"gram negative septicemia";"Microtia, second degree";"http://purl.obolibrary.org/obo/HP_0008569";"42.86";"false";"false"
"malignant neoplasm of small intestine including duodenum";"Neoplasm of the small intestine";"http://purl.obolibrary.org/obo/HP_0100833";"67.61";"false";"false"
"paralytic ileus";"Paralytic ileus";"http://purl.obolibrary.org/obo/HP_0002590";"100";"false";"false"
"flatulence";"Flatulence";"http://purl.obolibrary.org/obo/HP_0033589";"100";"false";"false"
"diverticulosis and diverticulitis";"Colonic diverticula";"http://purl.obolibrary.org/obo/HP_0002253";"76.19";"false";"false"
"diverticulosis";"Colonic diverticula";"http://purl.obolibrary.org/obo/HP_0002253";"82.35";"false";"false"
"other intestinal obstruction";"Intestinal obstruction";"http://purl.obolibrary.org/obo/HP_0005214";"100";"false";"false"
"symptoms involving digestive system";"Abnormality of the digestive system";"http://purl.obolibrary.org/obo/HP_0025031";"60";"false";"false"
"diarrhea";"Diarrhea";"http://purl.obolibrary.org/obo/HP_0002014";"100";"false";"false"
"diverticulitis";"Renal diverticulum";"http://purl.obolibrary.org/obo/HP_0100877";"73.33";"false";"false"
"malignant neoplasm of gallbladder and extrahepatic bile ducts";"Neoplasm of the gallbladder";"http://purl.obolibrary.org/obo/HP_0100575";"57.58";"false";"false"
"constipation";"Constipation";"http://purl.obolibrary.org/obo/HP_0002019";"100";"false";"false"
"functional digestive disorders";"Abnormality of reproductive system physiology";"http://purl.obolibrary.org/obo/HP_0000080";"53.33";"false";"false"
"irritable bowel syndrome";"Bowel irritability";"http://purl.obolibrary.org/obo/HP_0033628";"75";"false";"false"
"anal and rectal polyp";"Rectal polyposis";"http://purl.obolibrary.org/obo/HP_0100896";"83.87";"false";"false"
"abnormal findings on exam of gastrointestinal tract abdominal area";"Abnormality of the abdominal organs";"http://purl.obolibrary.org/obo/HP_0002012";"72";"false";"false"
"personal history of diseases of digestive system";"Histrionic personality disorder";"http://purl.obolibrary.org/obo/HP_0012077";"54.24";"false";"false"
"anal and rectal conditions";"Anal pain";"http://purl.obolibrary.org/obo/HP_0500005";"58.54";"false";"false"
"toxic gastroenteritis and colitis";"Recurrent gastroenteritis";"http://purl.obolibrary.org/obo/HP_0031123";"54.55";"false";"false"
"peritonitis and retroperitoneal infections";"Peritonitis";"http://purl.obolibrary.org/obo/HP_0002586";"61.82";"false";"false"
"other disorders of peritoneum";"Abnormality of the peritoneum";"http://purl.obolibrary.org/obo/HP_0002585";"66.67";"false";"false"
"peritoneal adhesions postoperative postinfection";"Positive urine cannabinoid test";"http://purl.obolibrary.org/obo/HP_0500110";"49.06";"false";"false"
"malignant neoplasm of retroperitoneum and peritoneum";"Peritonitis";"http://purl.obolibrary.org/obo/HP_0002586";"57.14";"false";"false"
"other disorders of intestine";"Intestinal bleeding";"http://purl.obolibrary.org/obo/HP_0002584";"64.52";"false";"false"
"primary biliary cirrhosis";"Biliary cirrhosis";"http://purl.obolibrary.org/obo/HP_0002613";"80.95";"false";"false"
"gastrointestinal complications";"Gastrointestinal duplication";"http://purl.obolibrary.org/obo/HP_0011140";"84.44";"false";"false"
"chronic liver disease and cirrhosis";"Cystic liver disease";"http://purl.obolibrary.org/obo/HP_0006706";"64";"false";"false"
"other chronic nonalcoholic liver disease";"Neonatal cholestatic liver disease";"http://purl.obolibrary.org/obo/HP_0006566";"64.52";"false";"false"
"cirrhosis of liver without mention of alcohol";"Focal aware seizure";"http://purl.obolibrary.org/obo/HP_0002349";"43.9";"false";"false"
"cancer of intrathoracic organs";"Intrathoracic hemangioma";"http://purl.obolibrary.org/obo/HP_0410287";"54.17";"false";"false"
"liver abscess and sequelae of chronic liver disease";"Cystic liver disease";"http://purl.obolibrary.org/obo/HP_0006706";"50.79";"false";"false"
"portal hypertension";"Portal hypertension";"http://purl.obolibrary.org/obo/HP_0001409";"100";"false";"false"
"ascites non malignant";"Malignant neoplasm of the central nervous system";"http://purl.obolibrary.org/obo/HP_0100836";"55.56";"false";"false"
"other disorders of liver";"Personality disorder";"http://purl.obolibrary.org/obo/HP_0012075";"59.26";"false";"false"
"chronic passive congestion of liver";"Congenital hepatic fibrosis";"http://purl.obolibrary.org/obo/HP_0002612";"57.69";"false";"false"
"liver replaced by transplant";"Status post organ transplantation";"http://purl.obolibrary.org/obo/HP_0032444";"51.16";"false";"false"
"abnormal results of function study of liver";"Elevated hepatic transaminase";"http://purl.obolibrary.org/obo/HP_0002910";"80.65";"false";"false"
"hepatomegaly";"Hepatomegaly";"http://purl.obolibrary.org/obo/HP_0002240";"100";"false";"false"
"acute and subacute necrosis of liver";"Renal tubular epithelial necrosis";"http://purl.obolibrary.org/obo/HP_0008682";"62.5";"false";"false"
"jaundice not of newborn";"Jaundice";"http://purl.obolibrary.org/obo/HP_0000952";"66.67";"false";"false"
"nonspecific elevation of levels of transaminase or lactic acid dehydrogenase ldh";"Increased lactate dehydrogenase level";"http://purl.obolibrary.org/obo/HP_0025435";"54.17";"false";"false"
"cancer within the respiratory system";"Neoplasm of the respiratory system";"http://purl.obolibrary.org/obo/HP_0100606";"68.97";"false";"false"
"abnormal serum enzyme levels";"Elevated hepatic transaminase";"http://purl.obolibrary.org/obo/HP_0002910";"72.73";"false";"false"
"cholelithiasis and cholecystitis";"Cholelithiasis";"http://purl.obolibrary.org/obo/HP_0001081";"73.68";"false";"false"
"cholelithiasis with other cholecystitis";"Cholelithiasis";"http://purl.obolibrary.org/obo/HP_0001081";"73.68";"false";"false"
"calculus of bile duct";"Cholangiocarcinoma";"http://purl.obolibrary.org/obo/HP_0030153";"68.57";"false";"false"
"cholelithiasis";"Cholelithiasis";"http://purl.obolibrary.org/obo/HP_0001081";"100";"false";"false"
"cholelithiasis with acute cholecystitis";"Cholelithiasis";"http://purl.obolibrary.org/obo/HP_0001081";"65.12";"false";"false"
"cholesterolosis of gallbladder";"Cholesterol gallstones";"http://purl.obolibrary.org/obo/HP_0011980";"65.22";"false";"false"
"cholecystitis without cholelithiasis";"Cholelithiasis";"http://purl.obolibrary.org/obo/HP_0001081";"60.87";"false";"false"
"other biliary tract disease";"Celiac disease";"http://purl.obolibrary.org/obo/HP_0002608";"57.14";"false";"false"
"cholangitis";"Cholangitis";"http://purl.obolibrary.org/obo/HP_0030151";"100";"false";"false"
"obstruction of bile duct";"Interlobular bile duct destruction";"http://purl.obolibrary.org/obo/HP_0025344";"66.67";"false";"false"
"other disorders of gallbladder";"Bilobate gallbladder";"http://purl.obolibrary.org/obo/HP_0005608";"66.67";"false";"false"
"cancer of bronchus lung";"Displaced lobar tracheal bronchus";"http://purl.obolibrary.org/obo/HP_0033618";"56.25";"false";"false"
"other disorders of biliary tract";"Biliary tract abnormality";"http://purl.obolibrary.org/obo/HP_0001080";"71.43";"false";"false"
"cyst and pseudocyst of pancreas";"Pancreatic pseudocyst";"http://purl.obolibrary.org/obo/HP_0005206";"86.36";"false";"false"
"nonspecific abnormal findings on radiological and other examination of biliary tract";"Abnormal biliary tract physiology";"http://purl.obolibrary.org/obo/HP_0012439";"59.52";"false";"false"
"diseases of pancreas";"Crohn's disease";"http://purl.obolibrary.org/obo/HP_0100280";"57.14";"false";"false"
"acute pancreatitis";"Acute pancreatitis";"http://purl.obolibrary.org/obo/HP_0001735";"100";"false";"false"
"chronic pancreatitis";"Chronic pancreatitis";"http://purl.obolibrary.org/obo/HP_0006280";"100";"false";"false"
"gastrointestinal hemorrhage";"Gastrointestinal hemorrhage";"http://purl.obolibrary.org/obo/HP_0002239";"100";"false";"false"
"hematemesis";"Hematemesis";"http://purl.obolibrary.org/obo/HP_0002248";"100";"false";"false"
"blood in stool";"Encopresis";"http://purl.obolibrary.org/obo/HP_0040183";"60.87";"false";"false"
"hemorrhage of rectum and anus";"Antepartum hemorrhage";"http://purl.obolibrary.org/obo/HP_0025328";"71.43";"false";"false"
"cancer of bone and connective tissue";"Sarcoma";"http://purl.obolibrary.org/obo/HP_0100242";"89.36";"false";"false"
"hemorrhage of gastrointestinal tract";"Gastrointestinal hemorrhage";"http://purl.obolibrary.org/obo/HP_0002239";"89.29";"false";"false"
"nephritis nephrosis renal sclerosis";"Nephrosclerosis";"http://purl.obolibrary.org/obo/HP_0009741";"62.5";"false";"false"
"other symptoms involving abdomen and pelvis";"Abdominal symptom";"http://purl.obolibrary.org/obo/HP_0011458";"66.67";"false";"false"
"splenomegaly";"Splenomegaly";"http://purl.obolibrary.org/obo/HP_0001744";"100";"false";"false"
"nonspecific abnormal findings in stool contents";"Intellectual disability";"http://purl.obolibrary.org/obo/HP_0001249";"46.67";"false";"false"
"glomerulonephritis";"Glomerulonephritis";"http://purl.obolibrary.org/obo/HP_0000099";"100";"false";"false"
"proliferative glomerulonephritis";"Glomerulonephritis";"http://purl.obolibrary.org/obo/HP_0000099";"81.08";"false";"false"
"non-proliferative glomerulonephritis";"Membranoproliferative glomerulonephritis";"http://purl.obolibrary.org/obo/HP_0000793";"78.57";"false";"false"
"nephrotic syndrome without mention of glomerulonephritis";"Glomerulonephritis";"http://purl.obolibrary.org/obo/HP_0000099";"58.54";"false";"false"
"acute glomerulonephritis";"Glomerulonephritis";"http://purl.obolibrary.org/obo/HP_0000099";"85.71";"false";"false"
"chronic glomerulonephritis";"Glomerulonephritis";"http://purl.obolibrary.org/obo/HP_0000099";"78.95";"false";"false"
"bone cancer";"Osteosarcoma";"http://purl.obolibrary.org/obo/HP_0002669";"82.76";"false";"false"
"renal sclerosis";"Tarsal sclerosis";"http://purl.obolibrary.org/obo/HP_0031051";"70.97";"false";"false"
"nephritis and nephropathy without mention of glomerulonephritis";"Membranous nephropathy";"http://purl.obolibrary.org/obo/HP_0012578";"63.16";"false";"false"
"nephritis and nephropathy in diseases classified elsewhere";"Polyneuropathy";"http://purl.obolibrary.org/obo/HP_0001271";"53.66";"false";"false"
"nephritis and nephropathy with pathological lesion";"Calcium nephrolithiasis";"http://purl.obolibrary.org/obo/HP_0004724";"51.35";"false";"false"
"chronic renal failure ckd";"Stage 5 chronic kidney disease";"http://purl.obolibrary.org/obo/HP_0003774";"91.3";"false";"false"
"renal failure";"Renal insufficiency";"http://purl.obolibrary.org/obo/HP_0000083";"100";"false";"false"
"acute renal failure";"Acute kidney injury";"http://purl.obolibrary.org/obo/HP_0001919";"100";"false";"false"
"cancer of connective tissue";"Sarcoma";"http://purl.obolibrary.org/obo/HP_0100242";"100";"false";"false"
"renal dialysis";"Renal dysplasia";"http://purl.obolibrary.org/obo/HP_0000110";"66.67";"false";"false"
"end stage renal disease";"Stage 5 chronic kidney disease";"http://purl.obolibrary.org/obo/HP_0003774";"100";"false";"false"
"noninflammatory female genital disorders";"Retinopathy";"http://purl.obolibrary.org/obo/HP_0000488";"58.46";"false";"false"
"noninflammatory disorders of ovary fallopian tube and broad ligament";"Fallopian tube duplication";"http://purl.obolibrary.org/obo/HP_0012885";"45.24";"false";"false"
"disorders of uterus nec";"Tics";"http://purl.obolibrary.org/obo/HP_0100033";"57.14";"false";"false"
"noninflammatory disorders of cervix";"Retinopathy";"http://purl.obolibrary.org/obo/HP_0000488";"63.33";"false";"false"
"bacteremia";"Bacteremia";"http://purl.obolibrary.org/obo/HP_0031864";"100";"false";"false"
"breast cancer male";"Breast carcinoma";"http://purl.obolibrary.org/obo/HP_0003002";"84.85";"false";"false"
"dysplasia of cervix";"Cervical agenesis";"http://purl.obolibrary.org/obo/HP_0030008";"81.25";"false";"false"
"noninflammatory disorders of vagina";"Retinopathy";"http://purl.obolibrary.org/obo/HP_0000488";"73.33";"false";"false"
"noninflammatory disorders of vulva and perineum";"Retinopathy";"http://purl.obolibrary.org/obo/HP_0000488";"61.76";"false";"false"
"dysplasia of female genital organs";"Hypoplastic female external genitalia";"http://purl.obolibrary.org/obo/HP_0012815";"59.02";"false";"false"
