phecode1.2_code	phecode1.2_label	phecode1.2_category	hpo_code	hpo_label	hpo_child	stringMatch_hpo-phecode1.2	subStringMatch_hpo-to-phecode1.2	subStringMatch_phecode1.2-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecode1.2-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	PheMap_phecode1.2-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
561	Symptoms involving digestive system	digestive	HP_0012701	Bowel urgency	False				True	True	True	True	True	True		100.0	100.0		True	True	True	True				True	True
561	Symptoms involving digestive system	digestive	HP_0030142	Abnormal bowel sounds	False				True	True	True	True	True	True		100.0	100.0		True	True	True	True				True	True
561	Symptoms involving digestive system	digestive	HP_0033589	Flatulence	False							True	True	True			100.0				True	True		True		True	True
561.1	Diarrhea	digestive	HP_0002014	Diarrhea	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0002028	Chronic diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0002041	Intractable diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0002249	Melena	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0002254	Intermittent diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0002573	Hematochezia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0004385	Protracted diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0005208	Secretory diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0025085	Bloody diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0025086	Bloody mucoid diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0033310	Osmotic diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
561.1	Diarrhea	digestive	HP_0033343	Mucoid diarrhea	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	37.79506133856636	True	True	True	True	True		True	True	True
564	Functional digestive disorders	digestive	HP_0002014	Diarrhea	False																			True			True
564	Functional digestive disorders	digestive	HP_0002251	Aganglionic megacolon	False											100.0	100.0	39.96020474218589		True	True	True	True	True		True	True
008.5	Bacterial enteritis	infectious diseases	HP_0004387	Enterocolitis	False																			True			True
008.5	Bacterial enteritis	infectious diseases	HP_0025085	Bloody diarrhea	False																		True	True			True
008.5	Bacterial enteritis	infectious diseases	HP_0032168	Clostridium difficile colitis	False																	True	True	True			True
008.5	Bacterial enteritis	infectious diseases	HP_0033143	Jejunitis	False																		True	True			True
286	Coagulation defects	hematopoietic	HP_0005521	Disseminated intravascular coagulation	False														True	True	True	True	True	True		True	True
286	Coagulation defects	hematopoietic	HP_0025343	Lupus anticoagulant	False								True				80.0						True				True
287	Purpura and other hemorrhagic conditions	hematopoietic	HP_0001892	Abnormal bleeding	False																		True	True			True
459	Other disorders of circulatory system	circulatory system	HP_0031041	Obstruction of the superior vena cava	False																		True	True			True
531.1	Hemorrhage from gastrointestinal ulcer	digestive	HP_0002239	Gastrointestinal hemorrhage	False		True								89.29										True	True	True
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	HP_0002249	Melena	True													54.75586432005685							True	True	True
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	HP_0002573	Hematochezia	True													54.75586432005685							True	True	True
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	HP_0002239	Gastrointestinal hemorrhage	False													54.75586432005685							True	True	True
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	HP_0002248	Hematemesis	True													54.75586432005685							True	True	True
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	HP_0002584	Intestinal bleeding	True													54.75586432005685							True	True	True
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	HP_0012849	Small intestinal bleeding	True													54.75586432005685							True	True	True
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	HP_0032144	Coffee ground vomitus	True													54.75586432005685							True	True	True
578	Gastrointestinal hemorrhage	digestive	HP_0002249	Melena	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
578	Gastrointestinal hemorrhage	digestive	HP_0002573	Hematochezia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
578	Gastrointestinal hemorrhage	digestive	HP_0002239	Gastrointestinal hemorrhage	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
578	Gastrointestinal hemorrhage	digestive	HP_0002248	Hematemesis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
578	Gastrointestinal hemorrhage	digestive	HP_0002584	Intestinal bleeding	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
578	Gastrointestinal hemorrhage	digestive	HP_0012849	Small intestinal bleeding	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
578	Gastrointestinal hemorrhage	digestive	HP_0032144	Coffee ground vomitus	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
578.2	Blood in stool	digestive	HP_0002573	Hematochezia	True													58.82807099996453	True	True			True		True	True	True
578.9	Hemorrhage of gastrointestinal tract	digestive	HP_0002249	Melena	True		True			True		True	True	True	89.29	89.29	100.0	54.75586432005685	True	True	True	True	True	True	True	True	True
578.9	Hemorrhage of gastrointestinal tract	digestive	HP_0002573	Hematochezia	True		True			True		True	True	True	89.29	89.29	100.0	54.75586432005685	True	True	True	True	True	True	True	True	True
578.9	Hemorrhage of gastrointestinal tract	digestive	HP_0002239	Gastrointestinal hemorrhage	False		True			True		True	True	True	89.29	89.29	100.0	54.75586432005685	True	True	True	True	True	True	True	True	True
578.9	Hemorrhage of gastrointestinal tract	digestive	HP_0002248	Hematemesis	True		True			True		True	True	True	89.29	89.29	100.0	54.75586432005685	True	True	True	True	True	True	True	True	True
578.9	Hemorrhage of gastrointestinal tract	digestive	HP_0002584	Intestinal bleeding	True		True			True		True	True	True	89.29	89.29	100.0	54.75586432005685	True	True	True	True	True	True	True	True	True
578.9	Hemorrhage of gastrointestinal tract	digestive	HP_0012849	Small intestinal bleeding	True		True			True		True	True	True	89.29	89.29	100.0	54.75586432005685	True	True	True	True	True	True	True	True	True
578.9	Hemorrhage of gastrointestinal tract	digestive	HP_0032144	Coffee ground vomitus	True		True			True		True	True	True	89.29	89.29	100.0	54.75586432005685	True	True	True	True	True	True	True	True	True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0033165	Necrotizing enterocolitis	False					True			True			80.95	80.95						True	True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0006579	Prolonged neonatal jaundice	False							True	True	True		83.33	100.0			True	True	True	True	True		True	True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0002045	Hypothermia	False																			True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0002107	Pneumothorax	False																			True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0001901	Polycythemia	False																		True	True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0001943	Hypoglycemia	False																		True				True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0000829	Hypoparathyroidism	False																			True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0001878	Hemolytic anemia	False																		True				True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0002138	Subarachnoid hemorrhage	False																			True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0030746	Intraventricular hemorrhage	False					True						90.0							True	True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0040223	Pulmonary hemorrhage	False				True	True	True					100.0							True	True		True	True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0004809	Neonatal alloimmune thrombocytopenia	False																		True	True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0010535	Sleep apnea	False																			True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0001252	Hypotonia	False																			True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0001276	Hypertonia	False																		True	True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0001662	Bradycardia	False																		True				True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0001635	Congestive heart failure	False												81.08							True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0001708	Right ventricular failure	False																			True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0005162	Abnormal left ventricular function	False																			True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0002090	Pneumonia	False																		True	True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0033255	Congenital lobar overinflation	False																			True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0006530	Abnormal pulmonary interstitial morphology	False																		True				True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0100598	Pulmonary edema	False																		True	True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0025421	Pneumomediastinum	False																		True	True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0002643	Neonatal respiratory distress	False								True			82.14	100.0									True	True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0034236	Apnea of prematurity	False																		True				True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0005249	Functional intestinal obstruction	False																		True	True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0030717	Meconium peritonitis	False																True	True	True	True		True	True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0030449	Therapeutic abortion	False																		True				True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0001343	Kernicterus	False							True	True	True			100.0				True	True	True	True		True	True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0001789	Hydrops fetalis	False																True	True	True	True		True	True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0003265	Neonatal hyperbilirubinemia	False																		True	True			True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0006970	Periventricular leukomalacia	False				True	True	True					100.0		14.54927310335569	True	True	True	True	True	True		True	True
656	Other perinatal conditions of fetus or newborn	pregnancy complications	HP_0032434	Delayed umbilical cord separation	False				True	True	True	True	True	True		100.0	100.0		True	True	True	True				True	True
656.4	Hemorrhage of fetus or newborn	pregnancy complications	HP_0002138	Subarachnoid hemorrhage	False																			True			True
656.4	Hemorrhage of fetus or newborn	pregnancy complications	HP_0030746	Intraventricular hemorrhage	False					True						90.0		50.06051345926194					True	True	True	True	True
656.4	Hemorrhage of fetus or newborn	pregnancy complications	HP_0030747	Preterm intraventricular hemorrhage	True					True						90.0		50.06051345926194					True	True	True	True	True
656.4	Hemorrhage of fetus or newborn	pregnancy complications	HP_0030748	Grade I preterm intraventricular hemorrhage	True					True	True					90.0		50.06051345926194		True			True	True	True	True	True
656.4	Hemorrhage of fetus or newborn	pregnancy complications	HP_0030749	Grade II preterm intraventricular hemorrhage	True					True	True					90.0		50.06051345926194					True	True	True	True	True
656.4	Hemorrhage of fetus or newborn	pregnancy complications	HP_0030750	Grade III preterm intraventricular hemorrhage	True					True	True					90.24		50.06051345926194					True	True	True	True	True
656.4	Hemorrhage of fetus or newborn	pregnancy complications	HP_0030751	Grade IV preterm intraventricular hemorrhage	True					True	True					90.0		50.06051345926194					True	True	True	True	True
782.6	Pallor and flushing	symptoms	HP_0031217	Hot flashes	False																			True			True
782.6	Pallor and flushing	symptoms	HP_0033832	Livedo	False																		True				True
782.6	Pallor and flushing	symptoms	HP_0000980	Pallor	False				True	True	True	True	True	True		100.0	100.0	152.44396222356232	True	True	True	True	True	True	True	True	True
782.6	Pallor and flushing	symptoms	HP_0001017	Anemic pallor	True				True	True	True	True	True	True		100.0	100.0	152.44396222356232	True	True	True	True	True	True	True	True	True
782.6	Pallor and flushing	symptoms	HP_0031284	Flushing	False				True	True	True	True	True	True		100.0	100.0		True	True	True	True				True	True
578.8	Hemorrhage of rectum and anus	digestive	HP_0002573	Hematochezia	False													68.55201191595735							True	True	True
008.52	Intestinal infection due to C. difficile	infectious diseases	HP_0004387	Enterocolitis	False																			True			True
008.52	Intestinal infection due to C. difficile	infectious diseases	HP_0032168	Clostridium difficile colitis	False																	True	True	True			True
555	Inflammatory bowel disease and other gastroenteritis and colitis	digestive	HP_0033143	Jejunitis	False																		True	True			True
555	Inflammatory bowel disease and other gastroenteritis and colitis	digestive	HP_0002583	Colitis	False															True		True	True	True			True
555	Inflammatory bowel disease and other gastroenteritis and colitis	digestive	HP_0025697	Fibrin casts	False																		True	True			True
555	Inflammatory bowel disease and other gastroenteritis and colitis	digestive	HP_0032564	Ileitis	False																			True			True
555	Inflammatory bowel disease and other gastroenteritis and colitis	digestive	HP_0100280	Crohn's disease	False							True	True	True			100.0			True	True	True	True	True		True	True
555.1	Regional enteritis	digestive	HP_0033143	Jejunitis	False																			True			True
555.1	Regional enteritis	digestive	HP_0002583	Colitis	False																			True			True
555.1	Regional enteritis	digestive	HP_0025697	Fibrin casts	False																			True			True
555.1	Regional enteritis	digestive	HP_0032564	Ileitis	False																			True			True
555.1	Regional enteritis	digestive	HP_0100280	Crohn's disease	False							True	True	True			100.0	64.98801504023497		True	True	True		True	True	True	True
555.2	Ulcerative colitis	digestive	HP_0002583	Colitis	False															True		True	True				True
555.2	Ulcerative colitis	digestive	HP_0025697	Fibrin casts	False																		True				True
555.2	Ulcerative colitis	digestive	HP_0100279	Ulcerative colitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	60.1863976539481	True	True	True	True	True	True	True	True	True
555.21	Ulcerative colitis (chronic)	digestive	HP_0100279	Ulcerative colitis	True		True								83.33			60.1863976539481		True		True			True	True	True
558	Noninfectious gastroenteritis	digestive	HP_0033143	Jejunitis	False																True	True	True			True	True
558	Noninfectious gastroenteritis	digestive	HP_0032064	Gastrointestinal eosinophilia	False				True	True	True		True			100.0	83.64		True	True		True				True	True
558	Noninfectious gastroenteritis	digestive	HP_0032564	Ileitis	False																True	True		True		True	True
041	Bacterial infection NOS	infectious diseases	HP_0005202	Helicobacter pylori infection	False																		True				True
041	Bacterial infection NOS	infectious diseases	HP_0031864	Bacteremia	False																			True			True
041	Bacterial infection NOS	infectious diseases	HP_0030683	Vaginitis	False																			True			True
041	Bacterial infection NOS	infectious diseases	HP_0031247	Whooping cough	False				True	True	True	True	True	True		100.0	100.0		True	True	True	True	True	True		True	True
041	Bacterial infection NOS	infectious diseases	HP_0100658	Cellulitis	False			True						True	85.71		85.71								True	True	True
041	Bacterial infection NOS	infectious diseases	HP_0100758	Gangrene	False											84.21	84.21						True				True
041	Bacterial infection NOS	infectious diseases	HP_4000054	Exanthem	False																		True	True			True
041.8	H. pylori	infectious diseases	HP_0005202	Helicobacter pylori infection	False													35.65831020434165					True				True
710	Osteomyelitis, periostitis, and other infections involving bone	musculoskeletal	HP_0005661	Salmonella osteomyelitis	True				True	True	True	True	True	True		100.0	100.0	49.12433963784629	True	True	True	True	True	True	True	True	True
710	Osteomyelitis, periostitis, and other infections involving bone	musculoskeletal	HP_0001886	Foot osteomyelitis	True				True	True	True	True	True	True		100.0	100.0	49.12433963784629	True	True	True	True	True	True	True	True	True
710	Osteomyelitis, periostitis, and other infections involving bone	musculoskeletal	HP_0002754	Osteomyelitis	False				True	True	True	True	True	True		100.0	100.0	49.12433963784629	True	True	True	True	True	True	True	True	True
710	Osteomyelitis, periostitis, and other infections involving bone	musculoskeletal	HP_0005010	Osteomyelitis leading to amputation due to slow healing fractures	True				True	True	True	True	True	True		100.0	100.0	49.12433963784629	True	True	True	True	True	True	True	True	True
710	Osteomyelitis, periostitis, and other infections involving bone	musculoskeletal	HP_0007626	Mandibular osteomyelitis	True				True	True	True	True	True	True		100.0	100.0	49.12433963784629	True	True	True	True	True	True	True	True	True
710	Osteomyelitis, periostitis, and other infections involving bone	musculoskeletal	HP_0040165	Periostitis	False																		True				True
710.1	Osteomyelitis	musculoskeletal	HP_0005661	Salmonella osteomyelitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	75.91508906273572	True	True	True	True		True	True	True	True
710.1	Osteomyelitis	musculoskeletal	HP_0001886	Foot osteomyelitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	75.91508906273572	True	True	True	True		True	True	True	True
710.1	Osteomyelitis	musculoskeletal	HP_0002754	Osteomyelitis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	75.91508906273572	True	True	True	True		True	True	True	True
710.1	Osteomyelitis	musculoskeletal	HP_0005010	Osteomyelitis leading to amputation due to slow healing fractures	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	75.91508906273572	True	True	True	True		True	True	True	True
710.1	Osteomyelitis	musculoskeletal	HP_0007626	Mandibular osteomyelitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	75.91508906273572	True	True	True	True		True	True	True	True
710.11	Acute osteomyelitis	musculoskeletal	HP_0002754	Osteomyelitis	False		True			True					80.0	80.0	80.0	21.292358528325533							True	True	True
710.12	Chronic osteomyelitis	musculoskeletal	HP_0002754	Osteomyelitis	False								True				100.0									True	True
710.19	Unspecified osteomyelitis	musculoskeletal	HP_0005661	Salmonella osteomyelitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	57.47935680282506	True	True	True	True		True	True	True	True
710.19	Unspecified osteomyelitis	musculoskeletal	HP_0001886	Foot osteomyelitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	57.47935680282506	True	True	True	True		True	True	True	True
710.19	Unspecified osteomyelitis	musculoskeletal	HP_0002754	Osteomyelitis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	57.47935680282506	True	True	True	True		True	True	True	True
710.19	Unspecified osteomyelitis	musculoskeletal	HP_0005010	Osteomyelitis leading to amputation due to slow healing fractures	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	57.47935680282506	True	True	True	True		True	True	True	True
710.19	Unspecified osteomyelitis	musculoskeletal	HP_0007626	Mandibular osteomyelitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	57.47935680282506	True	True	True	True		True	True	True	True
743.21	Pathologic fracture of vertebrae	musculoskeletal	HP_0002833	Cystic angiomatosis of bone	True													52.73226918042846							True	True	True
743.21	Pathologic fracture of vertebrae	musculoskeletal	HP_0012062	Bone cyst	False													52.73226918042846							True	True	True
743.21	Pathologic fracture of vertebrae	musculoskeletal	HP_0012063	Aneurysmal bone cyst	True													52.73226918042846							True	True	True
743.21	Pathologic fracture of vertebrae	musculoskeletal	HP_0012064	Unicameral bone cyst	True													52.73226918042846							True	True	True
743.21	Pathologic fracture of vertebrae	musculoskeletal	HP_0012065	Multiple bony cystic lesions	True													52.73226918042846							True	True	True
743.21	Pathologic fracture of vertebrae	musculoskeletal	HP_0002756	Pathologic fracture	False													69.08180258319548							True	True	True
743.21	Pathologic fracture of vertebrae	musculoskeletal	HP_0002953	Vertebral compression fracture	False																True	True	True			True	True
743.21	Pathologic fracture of vertebrae	musculoskeletal	HP_0041166	Fractured vertebra	False													24.29848098249147					True				True
070	Viral hepatitis	infectious diseases	HP_0001394	Cirrhosis	False																			True			True
070	Viral hepatitis	infectious diseases	HP_0001395	Hepatic fibrosis	False																			True			True
070	Viral hepatitis	infectious diseases	HP_0001396	Cholestasis	False																			True			True
070	Viral hepatitis	infectious diseases	HP_0001412	Enteroviral hepatitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
070	Viral hepatitis	infectious diseases	HP_0006562	Viral hepatitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
070	Viral hepatitis	infectious diseases	HP_0006572	Subacute progressive viral hepatitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
070	Viral hepatitis	infectious diseases	HP_0012115	Hepatitis	False															True	True	True		True		True	True
070.4	Chronic hepatitis	infectious diseases	HP_0200120	Chronic active hepatitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True			True	True	True
070.4	Chronic hepatitis	infectious diseases	HP_0200123	Chronic hepatitis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True			True	True	True
070.4	Chronic hepatitis	infectious diseases	HP_0200124	Chronic hepatitis due to cryptosporidium infection	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True			True	True	True
070.9	Hepatitis NOS	infectious diseases	HP_0001394	Cirrhosis	False																			True			True
070.9	Hepatitis NOS	infectious diseases	HP_0001395	Hepatic fibrosis	False																			True			True
070.9	Hepatitis NOS	infectious diseases	HP_0001396	Cholestasis	False																			True			True
070.9	Hepatitis NOS	infectious diseases	HP_0001412	Enteroviral hepatitis	True	True	True	True	True	True	True				100.0	100.0		24.08329553850245	True	True	True	True	True	True	True	True	True
070.9	Hepatitis NOS	infectious diseases	HP_0004787	Fulminant hepatitis	True	True	True	True	True	True	True				100.0	100.0		24.08329553850245	True	True	True	True	True	True	True	True	True
070.9	Hepatitis NOS	infectious diseases	HP_0006562	Viral hepatitis	True	True	True	True	True	True	True				100.0	100.0		24.08329553850245	True	True	True	True	True	True	True	True	True
070.9	Hepatitis NOS	infectious diseases	HP_0006572	Subacute progressive viral hepatitis	True	True	True	True	True	True	True				100.0	100.0		24.08329553850245	True	True	True	True	True	True	True	True	True
070.9	Hepatitis NOS	infectious diseases	HP_0012115	Hepatitis	False	True	True	True	True	True	True				100.0	100.0		24.08329553850245	True	True	True	True	True	True	True	True	True
070.9	Hepatitis NOS	infectious diseases	HP_0032220	Interface hepatitis	True	True	True	True	True	True	True				100.0	100.0		24.08329553850245	True	True	True	True	True	True	True	True	True
070.9	Hepatitis NOS	infectious diseases	HP_0200084	Giant cell hepatitis	True	True	True	True	True	True	True				100.0	100.0		24.08329553850245	True	True	True	True	True	True	True	True	True
070.9	Hepatitis NOS	infectious diseases	HP_0200119	Acute hepatitis	True	True	True	True	True	True	True				100.0	100.0		24.08329553850245	True	True	True	True	True	True	True	True	True
070.9	Hepatitis NOS	infectious diseases	HP_0200120	Chronic active hepatitis	True	True	True	True	True	True	True				100.0	100.0		24.08329553850245	True	True	True	True	True	True	True	True	True
070.9	Hepatitis NOS	infectious diseases	HP_0200122	Atypical or prolonged hepatitis	True	True	True	True	True	True	True				100.0	100.0		24.08329553850245	True	True	True	True	True	True	True	True	True
070.9	Hepatitis NOS	infectious diseases	HP_0200123	Chronic hepatitis	True	True	True	True	True	True	True				100.0	100.0		24.08329553850245	True	True	True	True	True	True	True	True	True
070.9	Hepatitis NOS	infectious diseases	HP_0200124	Chronic hepatitis due to cryptosporidium infection	True	True	True	True	True	True	True				100.0	100.0		24.08329553850245	True	True	True	True	True	True	True	True	True
080	Postoperative infection	infectious diseases	HP_0100806	Sepsis	False																			True			True
1011	Complications of surgical and medical procedures		HP_0100806	Sepsis	False																			True			True
