phecodeX_code	phecodeX_label	phecodeX_category	hpo_code	hpo_label	hpo_child	stringMatch_hpo-phecodeX	subStringMatch_hpo-to-phecodeX	subStringMatch_phecodeX-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeX-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
674.1	Hypopigmentation	Derm	HP_0005599	Hypopigmentation of hair	False			True																True	True	True
674.1	Hypopigmentation	Derm	HP_0007730	Iris hypopigmentation	False			True																True	True	True
674.1	Hypopigmentation	Derm	HP_0007894	Hypopigmentation of the fundus	False			True																True	True	True
674.1	Hypopigmentation	Derm	HP_0012643	Foveal hypopigmentation	False			True																True	True	True
674.11	Vitiligo	Derm	HP_0001045	Vitiligo	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
674.2	Hypepigmentation	Derm	HP_0001010	Hypopigmentation of the skin	False										83.33											True
674.21	Cafe au lait spots*	Derm	HP_0000957	Cafe-au-lait spot	False	True	True	True							100.0					True	True		True	True	True	True
674.22	Freckles*	Derm	HP_0001480	Freckling	False										100.0		100.0			True	True		True	True	True	True
674.23	Acanthosis nigricans	Derm	HP_0000956	Acanthosis nigricans	False	True	True	True		True		True	True	True	100.0	84.44	100.0			True	True	True	True	True	True	True
675.2	Striae atrophicae	Derm	HP_0001065	Striae distensae	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
679.4	Pruritus	Derm	HP_0000989	Pruritus	False	True	True	True				True	True	True	100.0	80.0	100.0	True	True	True	True	True	True	True	True	True
679.5	Pyoderma	Derm	HP_0000999	Pyoderma	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
680	Epidermal thickening	Derm	HP_0011368	Epidermal thickening	False	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
680.4	Ainhum	Derm	HP_0031009	Ainhum	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
682.1	Cutaneous cyst	Derm	HP_0025245	Cutaneous cyst	False	True	True	True							100.0									True	True	True
682.11	Sebaceous cyst [Epidermal cyst]	Derm	HP_0200040	Epidermoid cyst	False							True	True	True	80.85		100.0	True	True	True	True	True	True		True	True
682.3	Hidradenitis suppurativa	Derm	HP_0040154	Acne inversa	False	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
682.4	Acne	Derm	HP_0001061	Acne	False	True	True	True				True	True	True	100.0	100.0	100.0			True	True	True	True	True	True	True
683.1	Ingrowing nail	Derm	HP_0012710	Ingrown nail	False										88.0	88.0	88.0	True	True	True	True	True	True		True	True
683.2	Nail dystrophy*	Derm	HP_0008404	Nail dystrophy	False	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
683.4	Onycholysis*	Derm	HP_0001806	Onycholysis	False	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
684.1	Alopecia	Derm	HP_0001596	Alopecia	False	True	True	True	True	True	True				100.0	100.0		True	True	True	True	True	True	True	True	True
684.11	Alopecia Areata	Derm	HP_0002232	Patchy alopecia	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0					True	True	True	True	True
684.12	Telogen effluvium	Derm	HP_0025470	Telogen effluvium	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
684.13	Scarring hair loss*	Derm	HP_0002293	Alopecia of scalp	False										83.87											True
684.2	Hypertrichosis and hirsutism	Derm	HP_0000998	Hypertrichosis	False							True	True	True	80.0		100.0			True	True	True	True		True	True
684.8	Abnormalities of the hair	Derm	HP_0001595	Abnormal hair morphology	False										100.0	100.0		True	True					True	True	True
685.5	Anhidrosis	Derm	HP_0000970	Anhidrosis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
685.8	Hyperhidrosis	Derm	HP_0000975	Hyperhidrosis	False	True	True	True		True			True		100.0	81.25	81.25			True	True	True	True	True	True	True
703.1	Hyperuricemia	Musc/Skel	HP_0002149	Hyperuricemia	False	True	True	True							100.0								True	True	True	True
703.11	Gout	Musc/Skel	HP_0001997	Gout	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
707	Other arthropathies	Musc/Skel	HP_0003040	Arthropathy	False				True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
840	Allergy	Signs/Symptoms	HP_0012393	Allergy	False	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
840.1	Food allergy	Signs/Symptoms	HP_0500093	Food allergy	False	True	True	True							100.0	100.0	100.0					True	True	True	True	True
092.2	Sepsis	ID	HP_0100806	Sepsis	False	True	True	True	True	True	True				100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
097.1	Methicillin resistant Staphylococcus aureus	ID	HP_0032326	Methicillin-resistant Staphylococcus aureus infection	False										91.76	81.25	93.88			True	True				True	True
089.2	Viral infections	ID	HP_0031691	Severe viral infection	False						True			True	81.25	81.25	81.25									True
460	Acute respiratory infection	Resp	HP_0011947	Respiratory tract infection	False		True																	True	True	True
468	Pneumonia	Resp	HP_0002090	Pneumonia	False	True	True	True							100.0				True	True	True	True	True	True	True	True
477.2	Hypersensitivity pneumonitis	Resp	HP_0006516	Hypersensitivity pneumonitis	False	True	True	True							100.0			True	True	True	True	True	True	True	True	True
478	Aspiration pneumonia	Resp	HP_0011951	Aspiration pneumonia	False	True	True	True							100.0					True	True		True	True	True	True
460.2	Acute lower respiratory infection	Resp	HP_0002783	Recurrent lower respiratory tract infections	False										88.52		88.52									True
091	Gangrene	ID	HP_0100758	Gangrene	False	True	True	True	True	True	True				100.0	100.0	84.21	True	True			True		True	True	True
136.2	Benign neoplasm of stomach	Neoplasms	HP_0006753	Neoplasm of the stomach	False										82.93	82.93	82.93									True
136.41	Benign neoplasm of the colon	Neoplasms	HP_0100273	Neoplasm of the colon	False		True																	True	True	True
136.41	Benign neoplasm of the colon	Neoplasms	HP_0100835	Benign neoplasm of the central nervous system	False										87.8	87.8	87.8		True		True					True
324.3	Dystonia	Neuro	HP_0001332	Dystonia	False	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
439	Hemorrhoids	Cardio	HP_0032551	Hemorrhoids	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
440	Embolism and thrombosis	Cardio	HP_0001907	Thromboembolism	False										82.76			True	True			True	True		True	True
440.1	Venous thromboembolism	Cardio	HP_0001907	Thromboembolism	False		True								81.25							True	True	True	True	True
492	Tracheoesophageal fistula	Resp	HP_0002575	Tracheoesophageal fistula	False	True	True	True	True	True	True				100.0	100.0		True	True		True	True	True	True	True	True
500.3	Supernumerary teeth	GI	HP_0011069	Supernumerary tooth	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
501	Dental caries	GI	HP_0000670	Carious teeth	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
502.5	Hypercementosis	GI	HP_0033788	Cementum overgrowth	False	True	True	True	True	True	True	True	True	True				True	True	True	True	True	True	True	True	True
502.7	Atrophy of edentulous alveolar ridge	GI	HP_0006308	Atrophy of alveolar ridges	False										84.62	84.62	84.62									True
504.1	Gingivitis	GI	HP_0000230	Gingivitis	False	True	True	True							100.0					True	True	True	True	True	True	True
504.2	Gingival recession	GI	HP_0030816	Gingival recession	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
504.3	Periodontitis	GI	HP_0000704	Periodontitis	False	True	True	True		True					100.0	80.0				True	True		True	True	True	True
504.4	Gingival enlargement*	GI	HP_0000212	Gingival overgrowth	False	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
506.3	Sialoadenitis	GI	HP_0031281	Sialadenitis	False										84.21	84.21	84.21	True	True	True	True	True	True		True	True
507	Lesions of mouth	GI	HP_0012290	Mouth neoplasm	False										100.0									True	True	True
507.1	Stomatitis	GI	HP_0010280	Stomatitis	False	True	True	True							100.0					True	True	True		True	True	True
507.3	Oral leukoplakia	GI	HP_0002745	Oral leukoplakia	False	True	True	True							100.0					True	True	True	True	True	True	True
507.3	Oral leukoplakia	GI	HP_0025126	Oral hairy leukoplakia	False			True						True			87.8			True	True	True	True	True	True	True
507.31	Hairy leukoplakia*	GI	HP_0025126	Oral hairy leukoplakia	False			True						True	87.8		87.8			True	True		True	True	True	True
509.1	Glossitis	GI	HP_0000206	Glossitis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
509.2	Geographic tongue	GI	HP_0025252	Geographic tongue	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
509.3	Hypertrophy of tongue papillae	GI	HP_0000158	Macroglossia	False										81.82	81.82	81.82									True
509.5	Plicated tongue	GI	HP_0000221	Furrowed tongue	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
510.2	Esophagitis	GI	HP_0100633	Esophagitis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
510.6	Diverticulum of esophagus	GI	HP_0100628	Esophageal diverticulum	False										93.02	80.0	80.0									True
510.8	Barrett's esophagus	GI	HP_0100580	Barrett esophagus	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
511	Gastro-esophageal reflux disease	GI	HP_0002020	Gastroesophageal reflux	False		True						True		94.74		94.74	True	True	True	True	True	True	True	True	True
513	Peptic ulcer	GI	HP_0004398	Peptic ulcer	False	True	True	True		True			True		100.0	83.87	83.87	True	True	True	True	True	True	True	True	True
513.1	Esophageal ulcer	GI	HP_0004791	Esophageal ulceration	False					True			True		100.0	100.0	100.0	True	True	True	True			True	True	True
513.3	Duodenal ulcer	GI	HP_0002588	Duodenal ulcer	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
514	Gastrointestinal obstruction	GI	HP_0004796	Gastrointestinal obstruction	False	True	True	True							100.0									True	True	True
514.2	Intestinal obstruction	GI	HP_0005214	Intestinal obstruction	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
516.1	Pyloric stenosis	GI	HP_0002021	Pyloric stenosis	False	True	True	True							100.0					True	True	True		True	True	True
516.4	Gastroparesis	GI	HP_0002578	Gastroparesis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
516.6	Achlorhydria	GI	HP_0032448	Achlorhydria	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
517	Gastrointestinal angiodysplasia	GI	HP_0000471	Gastrointestinal angiodysplasia	False	True	True	True							100.0									True	True	True
520	Hernia	GI	HP_0100790	Hernia	False	True	True	True							100.0				True	True	True	True	True	True	True	True
522.6	Eosinophilic gastroenteritis and colitis	GI	HP_0032064	Gastrointestinal eosinophilia	False		True		True	True	True		True		86.79	100.0	83.64	True	True		True			True	True	True
522.61	Eosinophilic esophagitis	GI	HP_0410151	Eosinophilic infiltration of the esophagus	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0					True		True	True	True
522.62	Eosinophilic gastroenteritis	GI	HP_0032064	Gastrointestinal eosinophilia	False	True	True	True	True	True	True		True		100.0	100.0	83.64	True	True		True			True	True	True
522.63	Eosinophilic colitis	GI	HP_0031813	Colonic eosinophilia	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
522.8	Duodenitis	GI	HP_0033117	Duodenitis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
522.9	Gastritis	GI	HP_0005263	Gastritis	False	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
522.91	Atrophic gastritis	GI	HP_0002582	Atrophic gastritis	False	True	True	True	True	True	True	True	True	True	80.0	80.0	100.0	True	True	True	True	True	True	True	True	True
523.2	Diverticula of colon	GI	HP_0002253	Colonic diverticula	False										100.0	100.0		True	True	True	True			True	True	True
523.3	Gastric diverticulum	GI	HP_0100808	Gastric diverticulum	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
524.3	Megacolon (other than Hirschsprung's)	GI	HP_0002251	Aganglionic megacolon	False										100.0	100.0	100.0		True	True	True	True	True	True	True	True
525	Intestinal malabsorption	GI	HP_0002024	Malabsorption	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True		True	True	True	True	True	True
525.1	Celiac disease	GI	HP_0002608	Celiac disease	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
527	Abdominal pain	GI	HP_0002027	Abdominal pain	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
528	Nausea and vomiting	GI	HP_0002017	Nausea and vomiting	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
528.21	Vomiting of fecal matter	GI	HP_0025089	Feculent vomiting	False		True			True			True		100.0	100.0	100.0	True	True	True	True		True	True	True	True
529.1	Diarrhea	GI	HP_0002014	Diarrhea	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
529.5	Constipation	GI	HP_0002019	Constipation	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
530.1	Anal fissure	GI	HP_0012390	Anal fissure	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
530.2	Anorectal abscess	GI	HP_0033150	Anorectal abscess	False	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True	True	True	True	True
530.3	Rectal prolapse	GI	HP_0002035	Rectal prolapse	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
532.1	Intestinal fistula	GI	HP_0100819	Intestinal fistula	False	True	True	True							100.0		100.0			True	True			True	True	True
532.2	Intestinal perforation	GI	HP_0031368	Intestinal perforation	False	True	True	True							100.0	100.0		True	True			True		True	True	True
532.3	Intussusception	GI	HP_0002576	Intussusception	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
532.4	Volvulus	GI	HP_0002580	Volvulus	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
537	Abnormality of the peritoneum	GI	HP_0002585	Abnormality of the peritoneum	False	True	True	True							100.0									True	True	True
537.2	Hemoperitoneum	GI	HP_0011854	Hemoperitoneum	False	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
540	Hepatitis	GI	HP_0012115	Hepatitis	False	True	True	True	True	True	True				100.0	100.0		True	True		True	True		True	True	True
542.4	Portal hypertension	GI	HP_0001409	Portal hypertension	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
544	Biliary cirrhosis	GI	HP_0002613	Biliary cirrhosis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
544.1	Primary biliary cirrhosis*	GI	HP_0002613	Biliary cirrhosis	False		True						True		80.95		80.95			True	True		True	True	True	True
546.1	Hepatic necrosis	GI	HP_0002605	Hepatic necrosis	False	True	True	True							100.0									True	True	True
546.2	Abscess of liver	GI	HP_0100523	Liver abscess	False		True			True			True		100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
550.1	Gallstones [Cholelithiasis]	GI	HP_0001081	Cholelithiasis	False				True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
550.2	Cholecystitis	GI	HP_0001082	Cholecystitis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
550.3	Gallbladder perforation	GI	HP_0030154	Gallbladder perforation	False	True	True	True		True			True		100.0	100.0	100.0	True	True	True	True			True	True	True
552.1	Cholangitis	GI	HP_0030151	Cholangitis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
552.11	Primary sclerosing cholangitis*	GI	HP_0030991	Sclerosing cholangitis	False		True						True		80.0		80.0							True	True	True
554.1	Pancreatitis	GI	HP_0001733	Pancreatitis	False	True	True	True							100.0					True	True	True	True	True	True	True
554.2	Cyst and pseudocyst of pancreas	GI	HP_0005206	Pancreatic pseudocyst	False										86.36	86.36	92.31			True	True	True	True		True	True
554.3	Exocrine pancreatic insufficiency*	GI	HP_0001738	Exocrine pancreatic insufficiency	False	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
555	Ascites	GI	HP_0001541	Ascites	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
557	Gastrointestinal hemorrhage	GI	HP_0002239	Gastrointestinal hemorrhage	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
557.1	Hematemesis	GI	HP_0002248	Hematemesis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
688.5	Giant cell granuloma	Derm	HP_0100955	Giant cell granuloma of mandible	False										84.0											True
700.41	Myositis	Musc/Skel	HP_0100614	Myositis	False	True	True	True				True	True	True	100.0		100.0			True	True		True	True	True	True
724.5	Exostosis	Musc/Skel	HP_0100777	Exostoses	False										82.35			True	True			True			True	True
733.11	Maxillary hyperplasia	Musc/Skel	HP_0430028	Hyperplasia of the maxilla	False	True	True	True		True		True	True	True	100.0	83.02	100.0	True	True	True	True			True	True	True
733.12	Maxillary hypoplasia	Musc/Skel	HP_0000327	Hypoplasia of the maxilla	False	True	True	True		True		True	True	True	100.0	82.35	100.0	True	True	True	True	True		True	True	True
733.13	Mandibular hyperplasia	Musc/Skel	HP_0000303	Mandibular prognathia	False	True	True	True		True		True	True	True	100.0	83.64	100.0	True	True	True	True			True	True	True
733.14	Mandibular hypoplasia	Musc/Skel	HP_0000347	Micrognathia	False	True	True	True		True		True	True	True	100.0	83.02	100.0	True	True	True	True	True		True	True	True
733.31	Crowding of teeth	Musc/Skel	HP_0000678	Dental crowding	False										100.0	100.0		True	True					True	True	True
733.6	Temporomandibular joint disorders	Musc/Skel	HP_0012478	Temporomandibular joint ankylosis	False								True		81.97	81.97	91.67									True
733.61	Adhesions and ankylosis of temporomandibular joint	Musc/Skel	HP_0012478	Temporomandibular joint ankylosis	False		True						True		91.67		91.67							True	True	True
733.62	Arthralgia of temporomandibular joint	Musc/Skel	HP_0040312	Temporomandibular arthritis	False										85.29		85.29									True
734.9	Jaw pain	Musc/Skel	HP_0040264	Jaw pain	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
391.1	Otitis media	Hearing	HP_0000388	Otitis media	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
089.3	Fungal infections	ID	HP_0020101	Invasive fungal infection	False										82.35											True
008	Helicobacter [H. pylori]	ID	HP_0005202	Helicobacter pylori infection	False										80.0							True				True
015.2	Clostridium difficile	ID	HP_0032167	Clostridium difficile enteritis	False			True							87.5		83.87							True	True	True
015.2	Clostridium difficile	ID	HP_0032168	Clostridium difficile colitis	False			True													True	True	True	True	True	True
865.2	Necrotizing enterocolitis in newborn	Neonate	HP_0033165	Necrotizing enterocolitis	False		True			True			True		80.95	80.95	80.95					True	True	True	True	True
202	Diabetes mellitus	Endo	HP_0000819	Diabetes mellitus	False	True	True	True	True	True	True		True		100.0	100.0	81.08	True	True	True	True	True	True	True	True	True
436.2	Atherosclerosis of the extremities	Cardio	HP_0002621	Atherosclerosis	False										81.08											True
177.4	Lymphedema	Blood	HP_0001004	Lymphedema	False	True	True	True							100.0	100.0						True	True	True	True	True
812	Edema	Signs/Symptoms	HP_0000969	Edema	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
341.2	Hemiplegia and hemiparesis	Neuro	HP_0004374	Hemiplegia/hemiparesis	False										100.0	100.0	100.0	True	True	True	True			True	True	True
342.2	Quadriplegia	Neuro	HP_0002445	Tetraplegia	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
342.5	Paralysis NOS	Neuro	HP_0010550	Paraplegia	False			True			True								True					True	True	True
342.5	Paralysis NOS	Neuro	HP_0003470	Paralysis	False	True	True	True	True	True	True				100.0	100.0		True	True				True	True	True	True
340	Myopathies	Neuro	HP_0003198	Myopathy	False				True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
703.2	Chondrocalcinosis	Musc/Skel	HP_0000934	Chondrocalcinosis	False	True	True	True		True			True		100.0	87.18	100.0	True	True	True	True			True	True	True
705.1	Rheumatoid arthritis	Musc/Skel	HP_0001370	Rheumatoid arthritis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True		True	True	True	True
709.11	Mallet finger	Musc/Skel	HP_0030771	Mallet finger	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
709.21	Hallux valgus (Bunion)	Musc/Skel	HP_0001822	Hallux valgus	False				True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
709.22	Hallux rigidus	Musc/Skel	HP_0025004	Hallux rigidus	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
709.24	Hammer toe	Musc/Skel	HP_0001765	Hammertoe	False	True	True	True							100.0				True			True	True	True	True	True
710.21	Coxa valga	Musc/Skel	HP_0002673	Coxa valga	False	True	True	True							100.0							True		True	True	True
710.22	Coxa vara	Musc/Skel	HP_0002812	Coxa vara	False	True	True	True							100.0				True		True	True		True	True	True
710.23	Protrusio acetabuli	Musc/Skel	HP_0003179	Protrusio acetabuli	False	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
710.41	Flat foot [pes planus]	Musc/Skel	HP_0001763	Pes planus	False				True	True	True				100.0	100.0	84.44	True	True	True	True	True	True	True	True	True
710.42	Club foot	Musc/Skel	HP_0001762	Talipes equinovarus	False	True	True	True	True	True	True				100.0	100.0		True	True	True	True	True		True	True	True
712.6	Instability of joint	Musc/Skel	HP_0001388	Joint laxity	False		True								100.0		100.0							True	True	True
713.1	Hemarthrosis	Musc/Skel	HP_0005261	Joint hemorrhage	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
713.2	Effusion of joint	Musc/Skel	HP_0032063	Ankle joint effusion	False										82.76	87.18	82.76									True
713.3	Pain in joint	Musc/Skel	HP_0002829	Arthralgia	False		True			True			True		100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
713.31	Pain in shoulder	Musc/Skel	HP_0030834	Shoulder pain	False		True						True		100.0		100.0			True	True			True	True	True
713.32	Pain in elbow	Musc/Skel	HP_0030835	Elbow pain	False		True						True		100.0		100.0			True	True			True	True	True
713.34	Pain in wrist*	Musc/Skel	HP_0030836	Wrist pain	False		True						True		100.0		100.0			True	True			True	True	True
