hpo_code	hpo_label	hpo_simpleLabel	hpo_original	ICD9_code	ICD9_label	ICD9_simpleLabel	phecode1.2_codeList	phecodeX_codeList	phecodeXupdated_codeList
HP_0000072	Megaureter	megaureter	False	753.22	Congenital obstruction of ureterovesical junction	congenital obstruction of ureterovesical junction	['751', '751.3']	['774', '774.1']	['CM_761.21']
HP_0000076	Vesicoureteral reflux	vesicoureteral reflux	True	593.7	Vesicoureteral reflux	vesicoureteral reflux	['586', '586.1', '586.12']	['581', '581.3', '581.34']	['GU_581.34']
HP_0000076	Vesico-ureteral reflux	vesico-ureteral reflux	False	593.7	Vesicoureteral reflux	vesicoureteral reflux	['586', '586.1', '586.12']	['581', '581.3', '581.34']	['GU_581.34']
HP_0000076	Vesicoureteric reflux	vesicoureteric reflux	False	593.7	Vesicoureteral reflux	vesicoureteral reflux	['586', '586.1', '586.12']	['581', '581.3', '581.34']	['GU_581.34']
HP_0000083	Renal insufficiency	renal insufficiency	True	403	Hypertensive chronic kidney disease	hypertensive chronic kidney disease	['401', '401.2', '401.22']	['401', '401.2', '583']	['CV_401', 'GU_582.2']
HP_0000083	Renal insufficiency	renal insufficiency	True	585.9	Chronic kidney disease, unspecified	chronic kidney disease	['585', '585.3']	['583']	['GU_582.2']
HP_0000083	Renal failure	renal failure	False	584	Acute kidney failure	acute kidney failure	['585']	['582']	['GU_582.1']
HP_0000083	Renal failure	renal failure	False	585	Chronic kidney disease (CKD)	chronic kidney disease ckd	['585', '585.3']	['583']	['GU_582.2']
HP_0000085	Horseshoe kidney	horseshoe kidney	True	753.3	Other specified anomalies of kidney	other specified anomalies of kidney	['751', '751.2', '751.22']	['773']	['CM_761.1']
HP_0000085	Horseshoe kidneys	horseshoe kidneys	False	753.3	Other specified anomalies of kidney	other specified anomalies of kidney	['751', '751.2', '751.22']	['773']	['CM_761.1']
HP_0000086	Ectopic kidney	ectopic kidney	True	753.3	Other specified anomalies of kidney	other specified anomalies of kidney	['751', '751.2', '751.22']	['773']	['CM_761.1']
HP_0000086	Renal ectopia	renal ectopia	False	753.3	Other specified anomalies of kidney	other specified anomalies of kidney	['751', '751.2', '751.22']	['773']	['CM_761.1']
HP_0000090	Nephronophthisis	nephronophthisis	True	753.16	Medullary cystic kidney	medullary cystic kidney	['751', '751.2', '751.21']	['773', '773.3', '773.31']	['CM_761.131']
HP_0000093	Proteinuria	proteinuria	True	791.0	Proteinuria	proteinuria	['269']	['830']	['SS_830']
HP_0000093	Protein in urine	protein in urine	False	791.0	Proteinuria	proteinuria	['269']	['830']	['SS_830']
HP_0000097	Focal segmental glomerulosclerosis	focal segmental glomerulosclerosis	True	581.1	Nephrotic syndrome with lesion of membranous glomerulonephritis	nephrotic syndrome with lesion of membranous glomerulonephritis	['580', '580.1', '580.12']	['580', '580.3', '589', '589.1']	['GU_580.52']
HP_0000099	Glomerulonephritis	glomerulonephritis	True	580	Acute glomerulonephritis	acute glomerulonephritis	['580']	['580', '580.1']	['GU_580.1']
HP_0000099	Glomerular nephritis	glomerular nephritis	False	580	Acute glomerulonephritis	acute glomerulonephritis	['580']	['580', '580.1']	['GU_580.1']
HP_0000099	Glomerulonephritis	glomerulonephritis	True	582	Chronic glomerulonephritis	chronic glomerulonephritis	['580', '580.1']	['580', '580.2']	['GU_580.2']
HP_0000099	Glomerular nephritis	glomerular nephritis	False	582	Chronic glomerulonephritis	chronic glomerulonephritis	['580', '580.1']	['580', '580.2']	['GU_580.2']
HP_0000100	Nephrotic syndrome	nephrotic syndrome	True	581	Nephrotic syndrome	nephrotic syndrome	['580']	['580', '580.3']	['GU_580']
HP_0000103	Polyuria	polyuria	True	788.42	Polyuria	polyuria	['599', '599.5']	['594', '594.4']	['GU_594.4']
HP_0000104	Renal agenesis	renal agenesis	True	753.0	Renal agenesis and dysgenesis	renal agenesis and dysgenesis	['751', '751.2', '751.22']	['773', '773.1']	['CM_761.11']
HP_0000113	Polycystic kidneys	polycystic kidneys	False	753.1	Cystic kidney disease	cystic kidney disease	['751', '751.2', '751.21']	['773', '773.3']	['CM_761.13']
HP_0000121	Nephrocalcinosis	nephrocalcinosis	True	275.49	Other disorders of calcium metabolism	other disorders of calcium metabolism	['275', '275.5']	['247', '247.5']	['EM_247.5']
HP_0000131	Uterine leiomyoma	uterine leiomyoma	True	218	Uterine leiomyoma	uterine leiomyoma	['218', '218.1']	['144', '144.2', '144.21']	['CA_144.21']
HP_0000131	Uterine fibroid	uterine fibroid	False	218	Uterine leiomyoma	uterine leiomyoma	['218', '218.1']	['144', '144.2', '144.21']	['CA_144.21']
HP_0000132	Menorrhagia	menorrhagia	True	627.0	Premenopausal menorrhagia	premenopausal menorrhagia	['627', '627.4']	['626', '626.4']	['GU_626.16']
HP_0000132	Hypermenorrhea	hypermenorrhea	False	627.0	Premenopausal menorrhagia	premenopausal menorrhagia	['627', '627.4']	['626', '626.4']	['GU_626.16']
HP_0001892	Bleeding diathesis	bleeding diathesis	False	287.9	Unspecified hemorrhagic conditions	hemorrhagic conditions	['287']	['168', '168.1']	['BI_168.1']
HP_0001892	Bleeding tendency	bleeding tendency	False	287.9	Unspecified hemorrhagic conditions	hemorrhagic conditions	['287']	['168', '168.1']	['BI_168.1']
HP_0001892	Hemorrhagic diathesis	hemorrhagic diathesis	False	287.9	Unspecified hemorrhagic conditions	hemorrhagic conditions	['287']	['168', '168.1']	['BI_168.1']
HP_0000133	Gonadal dysgenesis	gonadal dysgenesis	True	758.6	Gonadal dysgenesis	gonadal dysgenesis	['758', '758.1']	['797', '797.7']	['GE_960.31']
HP_0000133	Mixed gonadal dysgenesis	mixed gonadal dysgenesis	False	758.6	Gonadal dysgenesis	gonadal dysgenesis	['758', '758.1']	['797', '797.7']	['GE_960.31']
HP_0000133	Pure gonadal dysgenesis	pure gonadal dysgenesis	False	758.6	Gonadal dysgenesis	gonadal dysgenesis	['758', '758.1']	['797', '797.7']	['GE_960.31']
HP_0000138	Ovarian cyst	ovarian cyst	True	620.0	Follicular cyst of ovary	follicular cyst of ovary	['628']	['628', '628.1']	['GU_619.21']
HP_0000138	Ovarian cyst	ovarian cyst	True	620.2	Other and unspecified ovarian cyst	other andovarian cyst	['628']	['628']	['GU_619.2']
HP_0000139	Uterine prolapse	uterine prolapse	True	618.1	Uterine prolapse without mention of vaginal wall prolapse	uterine prolapse without mention of vaginal wall prolapse	['618', '618.2']	['618', '618.2']	['GU_623.1']
HP_0000141	Amenorrhea	amenorrhea	True	626.0	Absence of menstruation	absence of menstruation	['626', '626.1', '626.11']	['626', '626.1', '626.11']	['GU_626.111']
HP_0000143	Rectovaginal fistula	rectovaginal fistula	True	619.1	Digestive-genital tract fistula, female	digestive-genital tract fistula female	['617']	['617']	['GU_623.8']
HP_0100590	Rectal fistula	rectal fistula	True	565.1	Anal fistula	anal fistula	['565']	['532', '532.1']	['GI_532.1']
HP_0000145	Transverse vaginal septum	transverse vaginal septum	True	752.46	Transverse vaginal septum	transverse vaginal septum	['751', '751.1', '751.11']	['770', '770.5', '770.52']	['CM_760.152']
HP_0001153	Double vagina	double vagina	False	752.46	Transverse vaginal septum	transverse vaginal septum	['751', '751.1', '751.11']	['770', '770.5', '770.52']	['CM_760.152']
HP_0000145	Transverse vaginal septum	transverse vaginal septum	True	752.47	Longitudinal vaginal septum	longitudinal vaginal septum	['751', '751.1', '751.11']	['770', '770.5', '770.52']	['CM_760.152']
HP_0001153	Double vagina	double vagina	False	752.47	Longitudinal vaginal septum	longitudinal vaginal septum	['751', '751.1', '751.11']	['770', '770.5', '770.52']	['CM_760.152']
HP_0000145	Transverse vaginal septum	transverse vaginal septum	True	752.49	Other anomalies of cervix, vagina, and external female genitalia	other anomalies of cervix vagina and external female genitalia	['751', '751.1', '751.11']	['770']	['CM_760.1']
HP_0001153	Double vagina	double vagina	False	752.49	Other anomalies of cervix, vagina, and external female genitalia	other anomalies of cervix vagina and external female genitalia	['751', '751.1', '751.11']	['770']	['CM_760.1']
HP_0000147	Polycystic ovaries	polycystic ovaries	True	256.4	Polycystic ovaries	polycystic ovaries	['256', '256.4']	['628', '628.3']	['GU_619.23']
HP_0000147	Polycystic ovary	polycystic ovary	False	256.4	Polycystic ovaries	polycystic ovaries	['256', '256.4']	['628', '628.3']	['GU_619.23']
HP_0000154	Macrostomia	macrostomia	False	744.83	Macrostomia	macrostomia	['749']	['756', '756.4', '756.41']	['CM_754.31']
HP_0000155	Oral ulcer	oral ulcer	True	528.9	Other and unspecified diseases of the oral soft tissues	other anddiseases of the oral soft tissues	['528']	['507']	['GI_507']
HP_0000155	Mouth ulcer	mouth ulcer	False	528.9	Other and unspecified diseases of the oral soft tissues	other anddiseases of the oral soft tissues	['528']	['507']	['GI_507']
HP_0000220	Velopharyngeal incompetence	velopharyngeal incompetence	False	528.9	Other and unspecified diseases of the oral soft tissues	other anddiseases of the oral soft tissues	['528']	['507']	['GI_507']
HP_0000158	Macroglossia	macroglossia	True	529.8	Other specified conditions of the tongue	other specified conditions of the tongue	['529']	['509']	['GI_509']
HP_0000158	Macroglossia	macroglossia	True	750.15	Macroglossia	macroglossia	['750', '750.1', '750.13']	['759', '759.1']	['CM_754.52']
HP_0000160	Microstomia	microstomia	False	744.84	Microstomia	microstomia	['749']	['756', '756.4', '756.42']	['CM_754.32']
HP_0000160	Small mouth	small mouth	False	744.84	Microstomia	microstomia	['749']	['756', '756.4', '756.42']	['CM_754.32']
HP_0000204	Harelip	harelip	False	749	Cleft palate and cleft lip	cleft palate and cleft lip	['749', '749.1']	['757']	['CM_754.1']
HP_0000175	Cleft palate	cleft palate	True	749	Cleft palate and cleft lip	cleft palate and cleft lip	['749', '749.1']	['757']	['CM_754.1']
HP_0000175	Palatoschisis	palatoschisis	False	749	Cleft palate and cleft lip	cleft palate and cleft lip	['749', '749.1']	['757']	['CM_754.1']
HP_0410030	Cleft lip	cleft lip	True	749	Cleft palate and cleft lip	cleft palate and cleft lip	['749', '749.1']	['757']	['CM_754.1']
HP_0000347	Micrognathia	micrognathia	True	524.04	Major anomalies of jaw size, mandibular hypoplasia	major anomalies of jaw size mandibular hypoplasia	['526', '526.3']	['733', '733.1', '733.14']	['MS_733.122']
HP_0000347	Mandibular hypoplasia	mandibular hypoplasia	False	524.04	Major anomalies of jaw size, mandibular hypoplasia	major anomalies of jaw size mandibular hypoplasia	['526', '526.3']	['733', '733.1', '733.14']	['MS_733.122']
HP_0000347	Small jaw	small jaw	False	524.04	Major anomalies of jaw size, mandibular hypoplasia	major anomalies of jaw size mandibular hypoplasia	['526', '526.3']	['733', '733.1', '733.14']	['MS_733.122']
HP_0000206	Glossitis	glossitis	True	529.0	Glossitis	glossitis	['529', '529.1']	['509', '509.1']	['GI_509.1']
HP_0000211	Trismus	trismus	True	781.0	Abnormal involuntary movements	abnormal involuntary movements	['350', '350.1']	['325', '325.1']	['NS_324.3']
HP_0000217	Xerostomia	xerostomia	True	527.7	Disturbance of salivary secretion	disturbance of salivary secretion	['527', '527.7']	['506', '506.5']	['GI_506.5']
HP_0000217	Dry mouth	dry mouth	False	527.7	Disturbance of salivary secretion	disturbance of salivary secretion	['527', '527.7']	['506', '506.5']	['GI_506.5']
HP_0000217	Dry mouth syndrome	dry mouth syndrome	False	527.7	Disturbance of salivary secretion	disturbance of salivary secretion	['527', '527.7']	['506', '506.5']	['GI_506.5']
HP_0000221	Furrowed tongue	furrowed tongue	True	529.5	Plicated tongue	plicated tongue	['529']	['509', '509.5']	['GI_509.5']
HP_0000221	Fissured tongue	fissured tongue	False	529.5	Plicated tongue	plicated tongue	['529']	['509', '509.5']	['GI_509.5']
HP_0000221	Plicated tongue	plicated tongue	False	529.5	Plicated tongue	plicated tongue	['529']	['509', '509.5']	['GI_509.5']
HP_0000221	Scrotal tongue	scrotal tongue	False	529.5	Plicated tongue	plicated tongue	['529']	['509', '509.5']	['GI_509.5']
HP_0000221	Furrowed tongue	furrowed tongue	True	750.13	Fissure of tongue	fissure of tongue	['750', '750.1', '750.13']	['759']	['CM_754.5']
HP_0000221	Fissured tongue	fissured tongue	False	750.13	Fissure of tongue	fissure of tongue	['750', '750.1', '750.13']	['759']	['CM_754.5']
HP_0000221	Plicated tongue	plicated tongue	False	750.13	Fissure of tongue	fissure of tongue	['750', '750.1', '750.13']	['759']	['CM_754.5']
HP_0000221	Scrotal tongue	scrotal tongue	False	750.13	Fissure of tongue	fissure of tongue	['750', '750.1', '750.13']	['759']	['CM_754.5']
HP_0000962	Hyperkeratosis	hyperkeratosis	True	701.1	Keratoderma, acquired	keratoderma acquired	['701', '701.1']	['680', '680.2']	['DE_680.2']
HP_0000230	Gingivitis	gingivitis	True	523.0	Acute gingivitis	acute gingivitis	['523', '523.1']	['504', '504.1']	['GI_504.1']
HP_0000230	Gingival inflammation	gingival inflammation	False	523.0	Acute gingivitis	acute gingivitis	['523', '523.1']	['504', '504.1']	['GI_504.1']
HP_0000230	Gingivitis	gingivitis	True	523.1	Chronic gingivitis	chronic gingivitis	['523', '523.1']	['504', '504.1']	['GI_504.1']
HP_0000230	Gingival inflammation	gingival inflammation	False	523.1	Chronic gingivitis	chronic gingivitis	['523', '523.1']	['504', '504.1']	['GI_504.1']
HP_0000238	Hydrocephalus	hydrocephalus	True	331.3	Communicating hydrocephalus	communicating hydrocephalus	['331', '331.1']	['344', '344.1', '344.11']	['NS_344.11']
HP_0000238	Hydrocephaly	hydrocephaly	False	331.3	Communicating hydrocephalus	communicating hydrocephalus	['331', '331.1']	['344', '344.1', '344.11']	['NS_344.11']
HP_0000238	Hydrocephalus	hydrocephalus	True	331.4	Obstructive hydrocephalus	obstructive hydrocephalus	['331', '331.1']	['344', '344.1', '344.12']	['NS_344.12']
HP_0000238	Hydrocephaly	hydrocephaly	False	331.4	Obstructive hydrocephalus	obstructive hydrocephalus	['331', '331.1']	['344', '344.1', '344.12']	['NS_344.12']
HP_0000238	Hydrocephalus	hydrocephalus	True	741.0	Spina bifida with hydrocephalus	spina bifida with hydrocephalus	['752', '752.1', '752.11']	['751', '751.1']	['NS_344.1', 'CM_750.21']
HP_0000238	Hydrocephaly	hydrocephaly	False	741.0	Spina bifida with hydrocephalus	spina bifida with hydrocephalus	['752', '752.1', '752.11']	['751', '751.1']	['NS_344.1', 'CM_750.21']
HP_0000238	Hydrocephalus	hydrocephalus	True	742.3	Congenital hydrocephalus	congenital hydrocephalus	['752', '752.2']	['750', '750.6']	['NS_344.1', 'CM_750.15']
HP_0000238	Hydrocephaly	hydrocephaly	False	742.3	Congenital hydrocephalus	congenital hydrocephalus	['752', '752.2']	['750', '750.6']	['NS_344.1', 'CM_750.15']
HP_0000243	Trigonocephaly	trigonocephaly	True	756.0	Anomalies of skull and face bones	anomalies of skull and face bones	['749', '749.2']	['758']	['CM_755']
HP_0000248	Brachycephaly	brachycephaly	True	756.0	Anomalies of skull and face bones	anomalies of skull and face bones	['749', '749.2']	['758']	['CM_755']
HP_0000262	Turricephaly	turricephaly	True	756.0	Anomalies of skull and face bones	anomalies of skull and face bones	['749', '749.2']	['758']	['CM_755']
HP_0000256	Macrocephaly	macrocephaly	True	756.0	Anomalies of skull and face bones	anomalies of skull and face bones	['749', '749.2']	['758']	['CM_755']
HP_0000256	Large head	large head	False	756.0	Anomalies of skull and face bones	anomalies of skull and face bones	['749', '749.2']	['758']	['CM_755']
HP_0000263	Oxycephaly	oxycephaly	True	756.0	Anomalies of skull and face bones	anomalies of skull and face bones	['749', '749.2']	['758']	['CM_755']
HP_0000246	Sinusitis	sinusitis	True	461	Acute sinusitis	acute sinusitis	['464']	['462', '462.1']	['RE_462.1']
HP_0000255	Acute sinusitis	acute sinusitis	True	461	Acute sinusitis	acute sinusitis	['464']	['462', '462.1']	['RE_462.1']
HP_0000246	Sinusitis	sinusitis	True	473	Chronic sinusitis	chronic sinusitis	['475']	['462', '462.2']	['RE_462.2']
HP_0000255	Acute sinusitis	acute sinusitis	True	473	Chronic sinusitis	chronic sinusitis	['475']	['462', '462.2']	['RE_462.2']
HP_0000252	Microcephaly	microcephaly	True	742.1	Microcephalus	microcephalus	['752', '752.2']	['750', '750.1', '750.11']	['CM_750.111']
HP_0000256	Megacephaly	megacephaly	False	742.4	Other specified congenital anomalies of brain	other specified congenital anomalies of brain	['752', '752.2']	['750']	['CM_750.1']
HP_0000265	Mastoiditis	mastoiditis	True	383.0	Acute mastoiditis	acute mastoiditis	['381', '381.3']	['393']	['SO_393']
HP_0000265	Mastoiditis	mastoiditis	True	383.1	Chronic mastoiditis	chronic mastoiditis	['381', '381.3']	['393']	['SO_393']
HP_0000268	Dolichocephaly	dolichocephaly	True	754.0	Congenital musculoskeletal deformities of skull, face, and jaw	congenital musculoskeletal deformities of skull face and jaw	['749']	['758']	['CM_755']
HP_0000278	Retrognathia	retrognathia	True	524.10	Anomalies of relationship of jaw to cranial base, unspecified anomaly	anomalies of relationship of jaw to cranial baseanomaly	['526', '526.3']	['733', '733.7']	['MS_733.7']
HP_0000303	Mandibular prognathism	mandibular prognathism	False	524.10	Anomalies of relationship of jaw to cranial base, unspecified anomaly	anomalies of relationship of jaw to cranial baseanomaly	['526', '526.3']	['733', '733.7']	['MS_733.7']
HP_0000303	Prognathia	prognathia	False	524.10	Anomalies of relationship of jaw to cranial base, unspecified anomaly	anomalies of relationship of jaw to cranial baseanomaly	['526', '526.3']	['733', '733.7']	['MS_733.7']
HP_0000303	Prognathism	prognathism	False	524.10	Anomalies of relationship of jaw to cranial base, unspecified anomaly	anomalies of relationship of jaw to cranial baseanomaly	['526', '526.3']	['733', '733.7']	['MS_733.7']
HP_0000969	Edema	edema	True	782.3	Edema	edema	['782.3']	['812']	['SS_812']
HP_0000969	Dropsy	dropsy	False	782.3	Edema	edema	['782.3']	['812']	['SS_812']
HP_0000969	Oedema	oedema	False	782.3	Edema	edema	['782.3']	['812']	['SS_812']
HP_0001252	Hypotonia	hypotonia	True	358	Myoneural disorders	myoneural disorders	['358']	['338']	['BI_181', 'NS_338']
HP_0001252	Low muscle tone	low muscle tone	False	358	Myoneural disorders	myoneural disorders	['358']	['338']	['BI_181', 'NS_338']
HP_0001252	Muscle hypotonia	muscle hypotonia	False	358	Myoneural disorders	myoneural disorders	['358']	['338']	['BI_181', 'NS_338']
HP_0001252	Hypotonia	hypotonia	True	781.3	Lack of coordination	lack of coordination	['350', '350.3']	['325', '325.3']	['NS_325.3']
HP_0001252	Low muscle tone	low muscle tone	False	781.3	Lack of coordination	lack of coordination	['350', '350.3']	['325', '325.3']	['NS_325.3']
HP_0001252	Muscle hypotonia	muscle hypotonia	False	781.3	Lack of coordination	lack of coordination	['350', '350.3']	['325', '325.3']	['NS_325.3']
HP_0000316	Hypertelorism	hypertelorism	True	376.41	Hypertelorism of orbit	hypertelorism of orbit	['376']	['758', '758.5']	['CM_755.5']
HP_0000316	Ocular hypertelorism	ocular hypertelorism	False	376.41	Hypertelorism of orbit	hypertelorism of orbit	['376']	['758', '758.5']	['CM_755.5']
HP_0000316	Wide-set eyes	wide-set eyes	False	376.41	Hypertelorism of orbit	hypertelorism of orbit	['376']	['758', '758.5']	['CM_755.5']
HP_0000316	Hypertelorism	hypertelorism	True	756.0	Anomalies of skull and face bones	anomalies of skull and face bones	['749', '749.2']	['758']	['CM_755']
HP_0000316	Ocular hypertelorism	ocular hypertelorism	False	756.0	Anomalies of skull and face bones	anomalies of skull and face bones	['749', '749.2']	['758']	['CM_755']
HP_0000316	Wide-set eyes	wide-set eyes	False	756.0	Anomalies of skull and face bones	anomalies of skull and face bones	['749', '749.2']	['758']	['CM_755']
HP_0000327	Maxillary hypoplasia	maxillary hypoplasia	False	524.03	Major anomalies of jaw size, maxillary hypoplasia	major anomalies of jaw size maxillary hypoplasia	['526', '526.3']	['733', '733.1', '733.12']	['MS_733.121']
HP_0001028	Strawberry mark	strawberry mark	False	757.32	Vascular hamartomas	vascular hamartomas	['217']	['790', '790.4', '790.41']	['CM_771.14']
HP_0000360	Tinnitus	tinnitus	True	388.3	Tinnitus	tinnitus	['389', '389.4']	['397', '397.1']	['SO_397.1']
HP_0000360	Ringing in the ears	ringing in the ears	False	388.3	Tinnitus	tinnitus	['389', '389.4']	['397', '397.1']	['SO_397.1']
HP_0000362	Otosclerosis	otosclerosis	True	387	Otosclerosis	otosclerosis	['383']	['391', '391.8']	['SO_391.8']
HP_0000365	Hearing impairment	hearing impairment	True	389	Hearing loss	hearing loss	['389']	['396']	['SO_396']
HP_0000369	Low-set ears	low-set ears	True	744.29	Other specified anomalies of ear	other specified anomalies of ear	['749']	['755']	['CM_752']
HP_0000369	Low set ears	low set ears	False	744.29	Other specified anomalies of ear	other specified anomalies of ear	['749']	['755']	['CM_752']
HP_0000371	Acute otitis media	acute otitis media	True	017.40	Tuberculosis of ear, unspecified	tuberculosis of ear	['010']	['005', '005.1', '089', '089.1']	['ID_005.1', 'ID_089.1']
HP_0000388	Otitis media	otitis media	True	017.40	Tuberculosis of ear, unspecified	tuberculosis of ear	['010']	['005', '005.1', '089', '089.1']	['ID_005.1', 'ID_089.1']
