hpo_code	hpo_label	hpo_simpleLabel	hpo_original	ICD9_code	ICD9_label	ICD9_simpleLabel	phecode1.2_codeList	phecodeX_codeList	phecodeXupdated_codeList
HP_0000473	Spasmodic torticollis	spasmodic torticollis	False	333.83	Spasmodic torticollis	spasmodic torticollis	['333', '333.4']	['324', '324.3', '324.34']	['NS_324.314']
HP_0000483	Astigmatism	astigmatism	True	367.2	Astigmatism	astigmatism	['367', '367.2']	['387', '387.3']	['SO_387.3']
HP_0000483	Astigmatism	astigmatism	True	367.20	Astigmatism, unspecified	astigmatism	['367', '367.2']	['387', '387.3']	['SO_387.3']
HP_0000490	Enophthalmos	enophthalmos	False	376.5	Enophthalmos	enophthalmos	['376']	['365', '365.1']	['SO_365.1']
HP_0000491	Keratitis	keratitis	True	370	Keratitis	keratitis	['370']	['367', '367.2']	['SO_367.2']
HP_0000491	Keratitis	keratitis	True	370.9	Unspecified keratitis	keratitis	['370']	['367', '367.2']	['SO_367.2']
HP_0000498	Blepharitis	blepharitis	True	373.0	Blepharitis	blepharitis	['371', '371.3']	['360', '360.4']	['SO_360.4']
HP_0000498	Blepharitis	blepharitis	True	373.00	Blepharitis, unspecified	blepharitis	['371', '371.3']	['360', '360.4']	['SO_360.4']
HP_0000498	Inflammation of eyelids	inflammation of eyelids	False	373	Inflammation of eyelids	inflammation of eyelids	['371', '371.3']	['360']	['SO_360']
HP_0000501	Glaucoma	glaucoma	True	365	Glaucoma	glaucoma	['365']	['375']	['SO_375.1']
HP_0000501	Glaucoma	glaucoma	True	365.9	Unspecified glaucoma	glaucoma	['365']	['375', '375.1']	['SO_375.1']
HP_0000509	Conjunctivitis	conjunctivitis	True	372.30	Conjunctivitis, unspecified	conjunctivitis	['369', '369.5']	['367', '367.1']	['SO_367.1']
HP_0000518	Cataract	cataract	True	366	Cataract	cataract	['366']	['371']	['SO_371']
HP_0000518	Cataract	cataract	True	366.9	Unspecified cataract	cataract	['366']	['371']	['SO_371']
HP_0000519	Congenital cataract	congenital cataract	False	743.30	Congenital cataract, unspecified	congenital cataract	['753', '753.1']	['371', '753', '753.2', '753.23']	['SO_371', 'CM_751.213']
HP_0000520	Exophthalmos	exophthalmos	False	376.30	Exophthalmos, unspecified	exophthalmos	['242.3']	['365', '365.3']	['SO_365.3']
HP_0000526	Aniridia	aniridia	True	743.45	Aniridia	aniridia	['753']	['753', '753.5', '753.51']	['CM_751.221']
HP_0000572	Visual loss	visual loss	True	369.9	Unspecified visual loss	visual loss	['367', '367.9']	['388']	['SO_388']
HP_0000538	Pseudopapilledema	pseudopapilledema	True	377.24	Pseudopapilledema	pseudopapilledema	['377']	['380', '380.2', '380.24']	['SO_380.24']
HP_0000540	Hypermetropia	hypermetropia	True	367.0	Hypermetropia	hypermetropia	['367', '367.8']	['387', '387.1']	['SO_387.1']
HP_0000541	Retinal detachment	retinal detachment	True	361.9	Unspecified retinal detachment	retinal detachment	['361']	['374', '374.1']	['SO_374.1']
HP_0000544	External ophthalmoplegia	external ophthalmoplegia	True	378.55	External ophthalmoplegia	external ophthalmoplegia	['378', '378.5']	['381', '381.1', '381.11']	['SO_381.11']
HP_0000545	Myopia	myopia	True	367.1	Myopia	myopia	['367', '367.1']	['387', '387.2']	['SO_387.2']
HP_0000615	Pupillary abnormalities	pupillary abnormalities	False	364.75	Pupillary abnormalities	pupillary abnormalities	['379', '379.5']	['370', '370.4', '370.41']	['SO_370.41']
HP_0000557	Buphthalmos	buphthalmos	True	743.2	Buphthalmos	buphthalmos	['753']	['753', '753.3']	['CM_751.4']
HP_0000557	Buphthalmos	buphthalmos	True	743.20	Buphthalmos, unspecified	buphthalmos	['753']	['753', '753.3']	['CM_751.4']
HP_0007957	Corneal opacity	corneal opacity	True	371.00	Corneal opacity, unspecified	corneal opacity	['364.1']	['369', '369.1']	['SO_369.1']
HP_0000563	Keratoconus	keratoconus	True	371.6	Keratoconus	keratoconus	['364', '364.4', '364.41']	['369', '369.6', '369.62']	['SO_369.62']
HP_0000563	Keratoconus	keratoconus	True	371.60	Keratoconus, unspecified	keratoconus	['364', '364.4', '364.41']	['369', '369.6', '369.62']	['SO_369.62']
HP_0000565	Esotropia	esotropia	True	378.0	Esotropia	esotropia	['378', '378.1']	['381', '381.3']	['SO_381.3']
HP_0000565	Esotropia	esotropia	True	378.00	Esotropia, unspecified	esotropia	['378', '378.1']	['381', '381.3']	['SO_381.3']
HP_0032012	Heterotropia	heterotropia	True	378.30	Heterotropia, unspecified	heterotropia	['378', '378.1']	['381']	['SO_381']
HP_0000568	Microphthalmos	microphthalmos	False	743.1	Microphthalmos	microphthalmos	['753']	['753', '753.1', '753.12']	['CM_751.112']
HP_0000568	Microphthalmos	microphthalmos	False	743.10	Microphthalmos, unspecified	microphthalmos	['753']	['753', '753.1', '753.12']	['CM_751.112']
HP_0000573	Retinal hemorrhage	retinal hemorrhage	True	362.81	Retinal hemorrhage	retinal hemorrhage	['362', '362.8']	['377', '377.4']	['SO_377.4']
HP_0000573	Retinal haemorrhage	retinal hemorrhage	False	362.81	Retinal hemorrhage	retinal hemorrhage	['362', '362.8']	['377', '377.4']	['SO_377.4']
HP_0001123	Visual field defect	visual field defect	True	368.40	Visual field defect, unspecified	visual field defect	['368.4']	['386', '386.4']	['SO_386.4']
HP_0001123	Visual field defects	visual field defects	False	368.4	Visual field defects	visual field defects	['368.4']	['386', '386.4']	['SO_386.4']
HP_0000577	Exotropia	exotropia	True	378.1	Exotropia	exotropia	['378', '378.1']	['381', '381.4']	['SO_381.4']
HP_0000577	Exotropia	exotropia	True	378.10	Exotropia, unspecified	exotropia	['378', '378.1']	['381', '381.4']	['SO_381.4']
HP_0000581	Blepharophimosis	blepharophimosis	True	374.46	Blepharophimosis	blepharophimosis	['374']	['361', '361.8']	['SO_361.8']
HP_0000590	Progressive external ophthalmoplegia	progressive external ophthalmoplegia	True	378.72	Progressive external ophthalmoplegia	progressive external ophthalmoplegia	['378']	['381', '381.1', '381.11']	['SO_381.11']
HP_0000609	Optic nerve hypoplasia	optic nerve hypoplasia	True	377.43	Optic nerve hypoplasia	optic nerve hypoplasia	['377', '377.3']	['380', '380.1', '380.13']	['SO_380.23']
HP_0007686	Abnormal pupillary function	abnormal pupillary function	True	379.40	Abnormal pupillary function, unspecified	abnormal pupillary function	['379', '379.4']	['384']	['SO_384']
HP_0000620	Dacryocystitis	dacryocystitis	True	375.30	Dacryocystitis, unspecified	dacryocystitis	['369']	['363', '363.6', '363.61']	['SO_363.61']
HP_0000621	Entropion	entropion	True	374.00	Entropion, unspecified	entropion	['374', '374.1']	['361', '361.1']	['SO_361.1']
HP_0000639	Nystagmus	nystagmus	True	379.50	Nystagmus, unspecified	nystagmus	['378', '378.2']	['383', '383.1']	['SO_383.1']
HP_0000643	Blepharospasm	blepharospasm	True	333.81	Blepharospasm	blepharospasm	['333', '333.4']	['324', '324.3', '324.36']	['NS_324.316']
HP_0000646	Amblyopia	amblyopia	True	368.00	Amblyopia, unspecified	amblyopia	['368', '368.1']	['386', '386.1']	['SO_386.1']
HP_0000648	Optic atrophy	optic atrophy	True	377.1	Optic atrophy	optic atrophy	['377', '377.1']	['380', '380.3']	['SO_380.3']
HP_0000648	Optic atrophy	optic atrophy	True	377.10	Optic atrophy, unspecified	optic atrophy	['377', '377.1']	['380', '380.3']	['SO_380.3']
HP_0000651	Diplopia	diplopia	True	368.2	Diplopia	diplopia	['368', '368.2']	['386', '386.2']	['SO_386.2']
HP_0000656	Ectropion	ectropion	True	374.1	Ectropion	ectropion	['374', '374.1']	['361', '361.9']	['SO_361.9']
HP_0000656	Ectropion	ectropion	True	374.10	Ectropion, unspecified	ectropion	['374', '374.1']	['361', '361.9']	['SO_361.9']
HP_0000662	Night blindness	night blindness	False	368.6	Night blindness	night blindness	['368']	['386', '386.6']	['SO_386.6']
HP_0000662	Night blindness	night blindness	False	368.60	Night blindness, unspecified	night blindness	['368']	['386', '386.6']	['SO_386.6']
HP_0000670	Dental caries	dental caries	False	521.0	Dental caries	dental caries	['521', '521.1']	['501']	['GI_502.11']
HP_0000670	Dental caries	dental caries	False	521.00	Dental caries, unspecified	dental caries	['521', '521.1']	['501']	['GI_502.11']
HP_0000674	Anodontia	anodontia	True	520.0	Anodontia	anodontia	['520', '520.1']	['500', '500.1']	['GI_500.1']
HP_0000689	Malocclusion	malocclusion	False	524.4	Malocclusion, unspecified	malocclusion	['524', '524.3']	['733', '733.2']	['MS_733.2']
HP_0000709	Psychosis	psychosis	True	298.9	Unspecified psychosis	psychosis	['295', '295.3']	['287']	['MB_287']
HP_0000712	Emotional lability	emotional lability	True	799.24	Emotional lability	emotional lability	['1004']	['308', '308.3']	['MB_309.3']
HP_0000729	Pervasive developmental disorder	pervasive developmental disorder	False	299.9	Unspecified pervasive developmental disorder	pervasive developmental disorder	['313', '313.3']	['892']	['MB_301']
HP_0000726	Dementia	dementia	True	294.2	Dementia, unspecified	dementia	['290', '290.1']	['328']	['NS_328.1']
HP_0000737	Irritability	irritability	True	799.22	Irritability	irritability	['1004']	['308', '308.1']	['MB_309.1']
HP_0000738	Hallucinations	hallucinations	True	780.1	Hallucinations	hallucinations	['292', '292.6']	['353', '353.1']	['MB_308.3']
HP_0000767	Pectus excavatum	pectus excavatum	True	754.81	Pectus excavatum	pectus excavatum	['756', '756.2', '756.21']	['786', '786.1']	['CM_768.11']
HP_0000768	Pectus carinatum	pectus carinatum	True	754.82	Pectus carinatum	pectus carinatum	['756', '756.2', '756.22']	['786', '786.2']	['CM_768.12']
HP_0000790	Hematuria	hematuria	True	599.7	Hematuria	hematuria	['593']	['593']	['GU_593']
HP_0000790	Hematuria	hematuria	True	599.70	Hematuria, unspecified	hematuria	['593']	['593']	['GU_593']
HP_0000791	Uric acid nephrolithiasis	uric acid nephrolithiasis	True	274.11	Uric acid nephrolithiasis	uric acid nephrolithiasis	['274', '274.1', '274.11']	['585', '703', '703.1', '703.11']	['GU_585', 'MS_703.1']
HP_0000798	Oligospermia	oligospermia	True	606.1	Oligospermia	oligospermia	['609', '609.1', '609.11']	['609', '609.2']	['GU_609.2']
HP_0000805	Enuresis	enuresis	True	307.6	Enuresis	enuresis	['313']	['893', '893.7']	['GU_594.3']
HP_0000813	Bicornuate uterus	bicornuate uterus	True	752.34	Bicornuate uterus	bicornuate uterus	['751', '751.1', '751.11']	['770', '770.3', '770.33']	['CM_760.133']
HP_0000819	Diabetes mellitus	diabetes mellitus	True	250	Diabetes mellitus	diabetes mellitus	['250']	['202']	['EM_202']
HP_0001943	Hypoglycemia	hypoglycemia	True	251.2	Hypoglycemia, unspecified	hypoglycemia	['251.1']	['205']	['EM_204.3']
HP_0000829	Hypoparathyroidism	hypoparathyroidism	True	252.1	Hypoparathyroidism	hypoparathyroidism	['252', '252.2']	['208', '208.1']	['EM_208.1']
HP_0000839	Pituitary dwarfism	pituitary dwarfism	True	253.3	Pituitary dwarfism	pituitary dwarfism	['253', '253.5']	['209', '209.2', '209.22']	['EM_209.2', 'SS_849.3']
HP_0004322	Short stature	short stature	True	783.43	Short stature	short stature	['264', '264.1']	['890', '890.3']	['SS_849.3']
HP_0000843	Hyperparathyroidism	hyperparathyroidism	True	252.0	Hyperparathyroidism	hyperparathyroidism	['252', '252.1']	['208', '208.2']	['EM_208.2']
HP_0000843	Hyperparathyroidism	hyperparathyroidism	True	252.00	Hyperparathyroidism, unspecified	hyperparathyroidism	['252', '252.1']	['208', '208.2']	['EM_208.2']
HP_0000851	Congenital hypothyroidism	congenital hypothyroidism	True	243	Congenital hypothyroidism	congenital hypothyroidism	['244', '244.5']	['200', '200.1', '200.11']	['EM_200.1', 'CM_772.2']
HP_0000853	Goiter	goiter	True	240.9	Goiter, unspecified	goiter	['240']	['200', '200.2']	['EM_200.2']
HP_0000853	Goitre	goiter	False	240.9	Goiter, unspecified	goiter	['240']	['200', '200.2']	['EM_200.2']
HP_0000859	Hyperaldosteronism	hyperaldosteronism	True	255.1	Hyperaldosteronism	hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1']	['EM_211.1']
HP_0000859	Hyperaldosteronism	hyperaldosteronism	True	255.10	Hyperaldosteronism, unspecified	hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1', '211.11']	['EM_211.11']
HP_0000873	Diabetes insipidus	diabetes insipidus	True	253.5	Diabetes insipidus	diabetes insipidus	['253', '253.3']	['209', '209.2', '209.21']	['EM_209.4']
HP_0000871	Panhypopituitarism	panhypopituitarism	True	253.2	Panhypopituitarism	panhypopituitarism	['253', '253.2']	['209', '209.2', '209.22']	['EM_209.2']
HP_0000872	Chronic lymphocytic thyroiditis	chronic lymphocytic thyroiditis	False	245.2	Chronic lymphocytic thyroiditis	chronic lymphocytic thyroiditis	['245', '245.2', '245.21']	['200', '200.4', '200.41']	['BI_181', 'EM_200.411']
HP_0100646	Thyroiditis	thyroiditis	True	245	Thyroiditis	thyroiditis	['245']	['200', '200.4']	['EM_200.4']
HP_0100646	Thyroiditis	thyroiditis	True	245.9	Thyroiditis, unspecified	thyroiditis	['245']	['200', '200.4']	['EM_200.4']
HP_0000939	Osteoporosis	osteoporosis	True	733.0	Osteoporosis	osteoporosis	['743', '743.1']	['726', '726.1']	['MS_726.1']
HP_0000939	Osteoporosis	osteoporosis	True	733.00	Osteoporosis, unspecified	osteoporosis	['743', '743.1', '743.11']	['726', '726.1']	['MS_726.1']
HP_0000961	Cyanosis	cyanosis	True	782.5	Cyanosis	cyanosis	['513', '513.3']	['498', '498.2']	['RE_498.2']
HP_0000970	Anhidrosis	anhidrosis	True	705.0	Anhidrosis	anhidrosis	['705']	['685', '685.5']	['DE_685.5']
HP_0000980	Pallor	pallor	True	782.61	Pallor	pallor	['782.6']	['679', '679.2', '679.21']	['DE_679.2']
HP_0000999	Pyoderma	pyoderma	True	686.0	Pyoderma	pyoderma	['686.5']	['679', '679.5']	['DE_679.5']
HP_0000999	Pyoderma	pyoderma	True	686.00	Pyoderma, unspecified	pyoderma	['686.5']	['679', '679.5']	['DE_679.5']
HP_0001007	Hirsutism	hirsutism	True	704.1	Hirsutism	hirsutism	['704.2']	['684', '684.2']	['DE_684.2']
HP_0001903	Anemia	anemia	True	285.9	Anemia, unspecified	anemia	['285']	['164']	['BI_164']
HP_0001903	Anaemia	anemia	False	285.9	Anemia, unspecified	anemia	['285']	['164']	['BI_164']
HP_0001025	Urticaria	urticaria	True	708	Urticaria	urticaria	['947']	['666']	['DE_666']
HP_0001025	Urticaria	urticaria	True	708.9	Urticaria, unspecified	urticaria	['947']	['666']	['DE_666']
HP_0031284	Flushing	flushing	True	782.62	Flushing	flushing	['782.6']	['679', '679.2', '679.22']	['DE_679.3']
HP_0001059	Pterygium	pterygium	True	372.4	Pterygium	pterygium	['372']	['366', '366.1']	['SO_366.1']
HP_0001059	Pterygium	pterygium	True	372.40	Pterygium, unspecified	pterygium	['372']	['366', '366.1']	['SO_366.1']
HP_0001045	Vitiligo	vitiligo	True	709.01	Vitiligo	vitiligo	['694', '694.1']	['674', '674.1', '674.11']	['DE_674.11']
HP_0001051	Seborrheic dermatitis	seborrheic dermatitis	True	690.1	Seborrheic dermatitis	seborrheic dermatitis	['690', '690.1']	['668', '668.2']	['DE_668.2']
HP_0001051	Seborrheic dermatitis	seborrheic dermatitis	True	690.10	Seborrheic dermatitis, unspecified	seborrheic dermatitis	['690', '690.1']	['668', '668.2']	['DE_668.2']
HP_0001051	Seborrhea	seborrhea	False	706.3	Seborrhea	seborrhea	['706', '706.3']	['668', '668.2']	['DE_668.2']
HP_0001055	Erysipelas	erysipelas	True	035	Erysipelas	erysipelas	['686']	['004', '089', '089.1', '660', '660.2', '660.23']	['ID_004', 'ID_089.1', 'DE_660.23']
HP_0001065	Striae atrophicae	striae atrophicae	False	701.3	Striae atrophicae	striae atrophicae	['701']	['675', '675.2']	['DE_675.2']
HP_0001067	Neurofibromatosis	neurofibromatosis	False	237.7	Neurofibromatosis	neurofibromatosis	['199', '199.4']	['158']	['GE_961.11']
HP_0001067	Neurofibromatosis	neurofibromatosis	False	237.70	Neurofibromatosis, unspecified	neurofibromatosis	['199', '199.4']	['158']	['GE_961.11']
HP_0001081	Cholelithiasis	cholelithiasis	True	574	Cholelithiasis	cholelithiasis	['574']	['550', '550.1']	['GI_550.1']
HP_0001082	Cholecystitis	cholecystitis	True	575.10	Cholecystitis, unspecified	cholecystitis	['574', '574.3']	['550', '550.2']	['GI_550.2']
HP_0001085	Papilledema	papilledema	True	377.0	Papilledema	papilledema	['377']	['380', '380.2', '380.21']	['SO_380.21']
HP_0001085	Papilledema	papilledema	True	377.00	Papilledema, unspecified	papilledema	['377']	['380', '380.2', '380.21']	['SO_380.21']
HP_0001094	Iridocyclitis	iridocyclitis	True	364.3	Unspecified iridocyclitis	iridocyclitis	['371', '371.1']	['367', '367.5', '367.52']	['SO_367.52']
HP_0001095	Hypertensive retinopathy	hypertensive retinopathy	True	362.11	Hypertensive retinopathy	hypertensive retinopathy	['362', '362.3']	['374', '374.4', '374.41']	['SO_374.41']
HP_0001096	Keratoconjunctivitis	keratoconjunctivitis	True	370.40	Keratoconjunctivitis, unspecified	keratoconjunctivitis	['370', '370.3']	['367', '367.3']	['SO_367.3']
HP_0001126	Cryptophthalmos	cryptophthalmos	True	743.06	Cryptophthalmos	cryptophthalmos	['753']	['753', '753.1', '753.12']	['CM_751.112']
HP_0001137	Alternating esotropia	alternating esotropia	True	378.05	Alternating esotropia	alternating esotropia	['378', '378.1']	['381', '381.3', '381.31']	['SO_381.31']
HP_0001139	Choroideremia	choroideremia	True	363.55	Choroideremia	choroideremia	['363', '363.4']	['373', '373.3', '373.31']	['SO_373.2', 'GE_974.31']
HP_0001144	Orbital cysts	orbital cysts	False	376.81	Orbital cysts	orbital cysts	['376']	['365', '365.4']	['SO_365.4']
HP_0001149	Lattice corneal dystrophy	lattice corneal dystrophy	True	371.54	Lattice corneal dystrophy	lattice corneal dystrophy	['364', '364.5']	['369', '369.5', '369.52']	['GE_974.22']
HP_0001159	Syndactyly	syndactyly	True	755.1	Syndactyly	syndactyly	['755', '755.3']	['785', '785.1', '785.12']	['CM_767.12']
HP_0010442	Polydactyly	polydactyly	True	755.0	Polydactyly	polydactyly	['755', '755.3']	['785', '785.1', '785.11']	['CM_767.11']
HP_0010550	Paraplegia	paraplegia	True	344.1	Paraplegia	paraplegia	['344']	['342', '342.1']	['NS_342.1']
HP_0001259	Coma	coma	True	780.01	Coma	coma	['348.7']	['355']	['NS_355.1']
HP_0001260	Dysarthria	dysarthria	True	784.51	Dysarthria	dysarthria	['292', '292.1']	['356', '356.1']	['NS_356.1']
HP_0002360	Sleep disturbance	sleep disturbance	True	780.50	Sleep disturbance, unspecified	sleep disturbance	['327']	['333', '333.8']	['NS_333.8']
HP_0002360	Sleep disturbances	sleep disturbances	False	780.5	Sleep disturbances	sleep disturbances	['327']	['333', '333.8']	['NS_333.8']
HP_0001263	Delayed milestones	delayed milestones	False	783.42	Delayed milestones	delayed milestones	['264', '264.3']	['891', '891.4']	['MB_302.4']
HP_0001278	Orthostatic hypotension	orthostatic hypotension	True	458.0	Orthostatic hypotension	orthostatic hypotension	['458', '458.1']	['446', '446.2']	['CV_446.2']
HP_0002615	Hypotension	hypotension	True	458	Hypotension	hypotension	['458']	['446']	['CV_446']
HP_0002615	Hypotension	hypotension	True	458.9	Hypotension, unspecified	hypotension	['458', '458.9']	['446']	['CV_446']
HP_0001281	Tetany	tetany	True	781.7	Tetany	tetany	['350', '350.1']	['350', '350.1']	['NS_324.6']
HP_0001287	Meningitis	meningitis	True	322.9	Meningitis, unspecified	meningitis	['320']	['320', '320.3']	['NS_320']
HP_0001298	Encephalopathy	encephalopathy	True	348.30	Encephalopathy, unspecified	encephalopathy	['348', '348.8']	['345']	['NS_345']
